strategy,stoploss,total_return,cagr,mdd,win_rate,buy_time,win_time,gain_loss_ratio,holding_time_ratio,investing_period,sharpe_ratio,execution_time,strategy_folder
ma2_150,0.2,20.3507938966306,0.5754729541374641,0.4417183745664318,0.3684210526315789,19.0,7.0,15.07,0.5081366965012205,2458,1.2290195878573038,00:00,1_moving_averages
ma2_200,,17.029214667136166,0.5501672044841286,0.599348200872782,0.3846153846153846,13.0,5.0,25.27,0.5261627906976745,2408,1.1735570676402598,00:00,1_moving_averages
ma2_200,0.03,8.880346649060375,0.4150951760875299,0.5224368080145955,0.4266666666666667,75.0,32.0,3.0,0.4725913621262458,2408,0.998363344947802,00:00,1_moving_averages
ma2_200,0.05,16.653456152956508,0.5452261528786841,0.5245756003878982,0.4468085106382978,47.0,21.0,4.21,0.4933554817275747,2408,1.2002313687422157,00:00,1_moving_averages
ma2_200,0.1,12.13280397237334,0.4774693120530593,0.5758728499432219,0.3333333333333333,27.0,9.0,4.13,0.5124584717607974,2408,1.0720832376551015,00:00,1_moving_averages
ma2_200,0.2,12.456860611437474,0.4829384261837293,0.6034722491056529,0.4375,16.0,7.0,11.41,0.5228405315614618,2408,1.0746939138539469,00:00,1_moving_averages
ma5_20,,29.748233792090133,0.6211960415567446,0.6179259638751569,0.3823529411764705,68.0,26.0,4.59,0.5347758887171561,2588,1.2269896194512468,00:00,1_moving_averages
ma5_20,0.03,24.441794973773792,0.5784549736848534,0.5659842142876081,0.4601769911504424,113.0,52.0,3.15,0.4938176197836167,2588,1.199683942813355,00:00,1_moving_averages
ma5_20,0.05,49.03424028547731,0.7364292681275071,0.5783064723453422,0.4431818181818182,88.0,39.0,3.72,0.5170015455950541,2588,1.4023637889852438,00:00,1_moving_averages
ma5_20,0.1,42.07302396341807,0.7001257687334712,0.5566261614258377,0.4027777777777778,72.0,29.0,4.71,0.5367078825347759,2588,1.345876116913488,00:00,1_moving_averages
ma5_20,0.2,36.757206044803155,0.6688336151135306,0.6102813581201697,0.391304347826087,69.0,27.0,4.37,0.5455950540958269,2588,1.2814573889692475,00:00,1_moving_averages
ma5_50,,22.915855972905796,0.5729834219236671,0.5060543507942785,0.3333333333333333,33.0,11.0,8.72,0.4882720875684128,2558,1.2590782193769992,00:00,1_moving_averages
ma5_50,0.03,32.057845080411276,0.6473454409214681,0.6470547349175603,0.3695652173913043,92.0,34.0,3.0,0.4593432369038311,2558,1.2681793542588025,00:00,1_moving_averages
ma5_50,0.05,40.88473084917096,0.7039250401921973,0.7078116460405514,0.4,65.0,26.0,4.85,0.4812353401094605,2558,1.3205530569853006,00:00,1_moving_averages
ma5_50,0.1,50.86765766336338,0.7567012775810509,0.5772204137805175,0.3658536585365853,41.0,15.0,9.09,0.5015637216575449,2558,1.3943623518026829,00:00,1_moving_averages
ma5_50,0.2,38.26588739660056,0.6882992370625831,0.7090823466080869,0.3611111111111111,36.0,13.0,6.31,0.5109460516028147,2558,1.2764864659835435,00:00,1_moving_averages
ma5_150,,18.86571064404986,0.5586966218856673,0.6105219487917601,0.4615384615384615,13.0,6.0,8.87,0.5113913751017087,2458,1.1631230667151762,00:00,1_moving_averages
ma5_150,0.03,9.465116728176042,0.4171851800573727,0.5780846769687076,0.4166666666666667,72.0,30.0,2.87,0.4601301871440195,2458,0.9823618928229816,00:00,1_moving_averages
ma5_150,0.05,16.915918326185288,0.5349681705746492,0.5820257868445516,0.4583333333333333,48.0,22.0,3.14,0.4812855980471928,2458,1.1554536020043564,00:00,1_moving_averages
ma5_150,0.1,11.551355529706155,0.4559610202585247,0.6568686352793163,0.3571428571428571,28.0,10.0,3.39,0.4979658258746949,2458,1.0196667089680151,00:00,1_moving_averages
ma5_150,0.2,12.367408266142936,0.4696436941457214,0.6320688494927519,0.4375,16.0,7.0,7.0,0.5093572009764036,2458,1.0327913196402778,00:00,1_moving_averages
ma5_200,,16.90872789631331,0.5485924530241133,0.5088709554145104,0.4166666666666667,12.0,5.0,16.66,0.5257475083056479,2408,1.1711063203841503,00:00,1_moving_averages
ma5_200,0.03,8.006181569153126,0.3953637610334874,0.4962016615515568,0.4605263157894737,76.0,35.0,2.66,0.4700996677740864,2408,0.9669466074401396,00:00,1_moving_averages
ma5_200,0.05,16.18825428783942,0.5389838115148571,0.44113566252769,0.4489795918367347,49.0,22.0,4.09,0.4929401993355481,2408,1.1901553426543834,00:00,1_moving_averages
ma5_200,0.1,11.198121450569204,0.4610268345008974,0.5377662559380663,0.3571428571428571,28.0,10.0,3.53,0.5099667774086378,2408,1.0479302383167917,00:00,1_moving_averages
ma5_200,0.2,11.072447390813943,0.4587351579836614,0.561570365992396,0.4666666666666667,15.0,7.0,8.05,0.5220099667774086,2408,1.038800797795316,00:00,1_moving_averages
ma1_20,,101.54603489330036,0.9213701819098594,0.5423497394116179,0.3061224489795918,98.0,30.0,8.82,0.526275115919629,2588,1.5482960386625375,01:00,1_moving_averages
ma1_20,0.03,126.167568498821,0.9805776578409472,0.3670515802220937,0.3609022556390977,133.0,48.0,5.24,0.5011591962905718,2588,1.6667062449013348,01:00,1_moving_averages
ma1_20,0.05,169.60489605244462,1.0643823843572369,0.4942277547127968,0.3245614035087719,114.0,37.0,7.89,0.5204791344667697,2588,1.7321570344148252,01:00,1_moving_averages
ma1_20,0.1,132.67333509200947,0.9945636161651724,0.5423497394116172,0.3039215686274509,102.0,31.0,8.76,0.5332302936630603,2588,1.6352390221308406,01:00,1_moving_averages
ma1_20,0.2,81.00377617664441,0.861738189104454,0.5423497394116179,0.3069306930693069,101.0,31.0,7.99,0.535935085007728,2588,1.4819883627304964,01:00,1_moving_averages
ma1_50,,41.48285338109521,0.7073759534450679,0.5392278002731156,0.2608695652173913,46.0,12.0,17.41,0.490226739640344,2558,1.4239698864014665,01:00,1_moving_averages
ma1_50,0.03,129.75845856809627,1.0044638613449548,0.4642117127548344,0.35,100.0,35.0,3.47,0.4679437060203283,2558,1.6851470330182954,01:00,1_moving_averages
ma1_50,0.05,92.53729145651472,0.910904722640736,0.6264851254434729,0.3698630136986301,73.0,27.0,6.44,0.4890539483971853,2558,1.552126586876724,01:00,1_moving_averages
ma1_50,0.1,93.78983894626768,0.9145351796069736,0.6327283752272245,0.2962962962962963,54.0,16.0,12.81,0.506645817044566,2558,1.5333934661414843,01:00,1_moving_averages
ma1_50,0.2,65.653061077267,0.8207074226317546,0.5733853536793534,0.28,50.0,14.0,13.94,0.5125097732603596,2558,1.4205519163819385,01:00,1_moving_averages
ma1_150,,29.826533651760077,0.6637859100914627,0.4143790025538999,0.3157894736842105,19.0,6.0,28.21,0.5122050447518307,2458,1.3150897495782738,01:00,1_moving_averages
ma1_150,0.03,23.82940630291679,0.6111839353719699,0.3643791293507716,0.4177215189873418,79.0,33.0,4.19,0.4617575264442636,2458,1.3026595209399852,01:00,1_moving_averages
ma1_150,0.05,18.75182610873008,0.5573664869963055,0.4044533797596,0.4444444444444444,54.0,24.0,4.1,0.4829129373474369,2458,1.192582956846514,01:00,1_moving_averages
ma1_150,0.1,22.723824900019387,0.6003230341649963,0.3961727195048233,0.4242424242424242,33.0,14.0,6.91,0.500406834825061,2458,1.2395444054785434,01:00,1_moving_averages
ma1_150,0.2,17.398487522875435,0.5410383831201802,0.495670573583331,0.3181818181818182,22.0,7.0,16.01,0.5093572009764036,2458,1.1510958835851122,01:00,1_moving_averages
ma1_200,,17.758597217016845,0.5595139250881587,0.6170596555530694,0.2941176470588235,17.0,5.0,44.06,0.5274086378737541,2408,1.155283825584162,01:00,1_moving_averages
ma1_200,0.03,16.247309664698978,0.5397841358081921,0.5056087076530867,0.4125,80.0,33.0,3.88,0.4730066445182724,2408,1.1826467833349543,01:00,1_moving_averages
ma1_200,0.05,12.510460609614135,0.4838322416881655,0.5551348358202574,0.4615384615384615,52.0,24.0,3.83,0.4954318936877076,2408,1.0706542137584982,01:00,1_moving_averages
ma1_200,0.1,14.841480536676922,0.5200669995165528,0.6148684683905798,0.375,32.0,12.0,9.41,0.5137043189368771,2408,1.1119234027638492,01:00,1_moving_averages
ma1_200,0.2,11.90497394626421,0.4735552556691673,0.606072124232562,0.35,20.0,7.0,15.65,0.5236710963455149,2408,1.0399395398596558,01:00,1_moving_averages
ma2_20,,84.87438960321396,0.8738875371719617,0.5105858857028455,0.3647058823529411,85.0,31.0,5.87,0.5297527047913446,2588,1.4836024015401676,01:00,1_moving_averages
ma2_20,0.03,116.5928465848419,0.9588325257415912,0.3665976964287536,0.4369747899159664,119.0,52.0,3.68,0.4942040185471406,2588,1.636843550859474,01:00,1_moving_averages
ma2_20,0.05,139.76242887437868,1.0091529895354094,0.4736118979962426,0.3979591836734694,98.0,39.0,5.09,0.5170015455950541,2588,1.6615968531183642,01:00,1_moving_averages
ma2_20,0.1,101.72734074035732,0.921848925568138,0.5105858857028449,0.3793103448275862,87.0,33.0,5.79,0.535548686244204,2588,1.544618055826908,01:00,1_moving_averages
ma2_20,0.2,76.42694013746504,0.8467194923676811,0.5105858857028448,0.3720930232558139,86.0,32.0,5.59,0.5390262751159196,2588,1.4566562491144797,01:00,1_moving_averages
ma2_50,,34.70383230174902,0.6655445761672178,0.4883671787933338,0.2857142857142857,42.0,12.0,14.21,0.4906176700547303,2558,1.3665107337925273,01:00,1_moving_averages
ma2_50,0.03,120.55992810112583,0.983708781174078,0.5006075499421889,0.3645833333333333,96.0,35.0,3.15,0.4628616106333073,2558,1.6653651148486708,01:00,1_moving_averages
ma2_50,0.05,86.64857272525735,0.8932566360844241,0.6451618917568535,0.3943661971830985,71.0,28.0,5.34,0.4855355746677091,2558,1.5347510294717568,01:00,1_moving_averages
ma2_50,0.1,75.27065318438451,0.8560635251805644,0.6614149311117024,0.3137254901960784,51.0,16.0,10.1,0.5046911649726349,2558,1.4704743483383007,01:00,1_moving_averages
ma2_50,0.2,55.017181655692774,0.7760993801235925,0.6067070264341854,0.3043478260869565,46.0,14.0,11.53,0.5129007036747459,2558,1.3706224430140015,01:00,1_moving_averages
ma2_150,,31.91079734312715,0.6800288051887189,0.4415979010658378,0.3529411764705882,17.0,6.0,24.27,0.5105777054515866,2458,1.3433516833945174,01:00,1_moving_averages
ma2_150,0.03,25.79297253926531,0.6294969462117994,0.3318855929509194,0.4285714285714285,77.0,33.0,3.98,0.4589096826688364,2458,1.3375181793218,01:00,1_moving_averages
ma2_150,0.05,19.88688064971615,0.5703420014202933,0.4144087389515951,0.4528301886792453,53.0,24.0,3.87,0.4808787632221318,2458,1.2178358458742808,01:00,1_moving_averages
ma2_150,0.1,24.463247160039742,0.617226173726461,0.4269660475138796,0.4375,32.0,14.0,6.38,0.4983726606997559,2458,1.2696530673461257,01:00,1_moving_averages
ma2_150,0.2,18.56404505039708,0.5551589346933774,0.508706987235749,0.3333333333333333,21.0,7.0,14.66,0.5077298616761595,2458,1.17725758847175,01:00,1_moving_averages
ma2_200,,16.807891467465307,0.5472676053687737,0.5968851093726122,0.2857142857142857,14.0,4.0,30.5,0.5261627906976745,2408,1.1381678842356546,01:00,1_moving_averages
ma2_200,0.03,16.648601814451077,0.5451617390057997,0.4653586562846954,0.4155844155844156,77.0,32.0,3.73,0.4700996677740864,2408,1.1926257161705125,01:00,1_moving_averages
ma2_200,0.05,12.174198765812248,0.4781742698911537,0.5333897354650519,0.5,50.0,25.0,3.27,0.4925249169435216,2408,1.0629563501742822,01:00,1_moving_averages
ma2_200,0.1,14.465925907872403,0.5145489385071755,0.5830588024777356,0.3928571428571428,28.0,11.0,8.07,0.5116279069767442,2408,1.1044600113304872,01:00,1_moving_averages
ma2_200,0.2,11.25093607836887,0.4619839394437719,0.5853187190698914,0.3529411764705882,17.0,6.0,12.58,0.5224252491694352,2408,1.0224209084612657,01:00,1_moving_averages
ma5_20,,19.946411891233655,0.5357602509593853,0.6526450768380124,0.3571428571428571,70.0,25.0,4.64,0.5332302936630603,2588,1.0828886866646807,01:00,1_moving_averages
ma5_20,0.03,22.41035100920836,0.5600380752470373,0.521489431371041,0.375,120.0,45.0,3.8,0.4918856259659969,2588,1.1570216881371898,01:00,1_moving_averages
ma5_20,0.05,35.40465680492764,0.6602696377186437,0.5705159810559214,0.3626373626373626,91.0,33.0,4.97,0.5154559505409583,2588,1.275767948690396,01:00,1_moving_averages
ma5_20,0.1,27.004138579898687,0.5999624110038091,0.670743287097604,0.3513513513513513,74.0,26.0,5.21,0.5347758887171561,2588,1.185631787701878,01:00,1_moving_averages
ma5_20,0.2,18.988957935976245,0.5256596245617873,0.6526450768380129,0.3661971830985915,71.0,26.0,4.31,0.5436630602782071,2588,1.07082619067603,01:00,1_moving_averages
ma5_50,,19.882252394733666,0.5428315184406802,0.5280144159991169,0.3235294117647059,34.0,11.0,8.76,0.4870992963252541,2558,1.1729021426924904,01:00,1_moving_averages
ma5_50,0.03,58.98154234759207,0.7935134028276289,0.642198367740468,0.3763440860215054,93.0,35.0,2.84,0.4581704456606724,2558,1.4190858727325395,01:00,1_moving_averages
ma5_50,0.05,39.23843016068847,0.6942035545620484,0.7330231272279834,0.3939393939393939,66.0,26.0,4.93,0.4796716184519156,2558,1.2779105237483144,01:00,1_moving_averages
ma5_50,0.1,52.03979770644063,0.7623118098070956,0.6579175813751792,0.3720930232558139,43.0,16.0,7.61,0.4992181391712275,2558,1.3575871613518484,01:00,1_moving_averages
ma5_50,0.2,23.59453163951832,0.5792765946410685,0.7175462239523478,0.3421052631578947,38.0,13.0,6.83,0.509773260359656,2558,1.1123416247047708,01:00,1_moving_averages
ma5_150,,17.2754373490702,0.5395035380507778,0.6304816491123876,0.4615384615384615,13.0,6.0,8.35,0.5113913751017087,2458,1.1119420445629593,01:00,1_moving_averages
ma5_150,0.03,13.921921168827598,0.4938492242522969,0.5473536827014089,0.4,75.0,30.0,3.79,0.4580960130187144,2458,1.087004075857264,01:00,1_moving_averages
ma5_150,0.05,11.622431578659912,0.457182394348602,0.59949988947974,0.52,50.0,26.0,2.58,0.4804719283970708,2458,1.013023699997805,01:00,1_moving_averages
ma5_150,0.1,13.921433906332105,0.4938419805259786,0.5884930437112823,0.4827586206896552,29.0,14.0,4.01,0.4979658258746949,2458,1.0571588620611665,01:00,1_moving_averages
ma5_150,0.2,16.093450608036054,0.5242938462763884,0.515124098971718,0.4117647058823529,17.0,7.0,9.22,0.5085435313262815,2458,1.1231212562804076,01:00,1_moving_averages
ma5_200,,16.967726099560394,0.5493646737295206,0.5180202318678675,0.4166666666666667,12.0,5.0,17.5,0.5261627906976745,2408,1.1387009045301877,01:00,1_moving_averages
ma5_200,0.03,13.923758761367235,0.5063788126279516,0.4659712202255158,0.4078947368421052,76.0,31.0,3.95,0.4692691029900332,2408,1.1344040210019264,01:00,1_moving_averages
ma5_200,0.05,10.485307833911502,0.4477526833227294,0.5279668738245109,0.4705882352941176,51.0,24.0,3.42,0.492109634551495,2408,1.0167354600523413,01:00,1_moving_averages
ma5_200,0.1,13.568060026632295,0.500880763226689,0.5719076302943782,0.4482758620689655,29.0,13.0,6.52,0.5099667774086378,2408,1.088182445220914,01:00,1_moving_averages
ma5_200,0.2,9.852665641272532,0.4353724808480093,0.5684409444405165,0.4,15.0,6.0,9.55,0.5220099667774086,2408,0.9827185398886008,01:00,1_moving_averages
ma1_20,,81.78552822587639,0.8642311247489842,0.5702107010535623,0.3368421052631579,95.0,32.0,6.52,0.5231839258114374,2588,1.4424530996730542,02:00,1_moving_averages
ma1_20,0.03,70.42029262756571,0.8258065051456265,0.4936000796379304,0.3816793893129771,131.0,50.0,4.55,0.4984544049459041,2588,1.428277302752831,02:00,1_moving_averages
ma1_20,0.05,94.48436509557816,0.9021327946974804,0.5579803946868261,0.3739130434782609,115.0,43.0,4.62,0.5158423493044823,2588,1.5034282408412858,02:00,1_moving_averages
ma1_20,0.1,116.55038365867794,0.9587327506173382,0.5702107010535625,0.35,100.0,35.0,6.31,0.5293663060278208,2588,1.5524855489379832,02:00,1_moving_averages
ma1_20,0.2,115.36960710722198,0.9559458037029251,0.5702107010535621,0.3505154639175257,97.0,34.0,6.28,0.5328438948995363,2588,1.5464261534278183,02:00,1_moving_averages
ma1_50,,28.64737802379308,0.6219487856942107,0.5589569604648796,0.1836734693877551,49.0,9.0,20.14,0.4870992963252541,2558,1.3075991629973085,02:00,1_moving_averages
ma1_50,0.03,28.226597998234663,0.6186439051543304,0.6629685668039169,0.3333333333333333,108.0,36.0,3.33,0.4628616106333073,2558,1.186176197170164,02:00,1_moving_averages
ma1_50,0.05,46.20158263376666,0.7332299864744378,0.6982923830638302,0.3086419753086419,81.0,25.0,3.86,0.4843627834245504,2558,1.3160302822973058,02:00,1_moving_averages
ma1_50,0.1,91.45526046864585,0.9077347907464636,0.6171719650300412,0.2203389830508474,59.0,13.0,14.55,0.5039093041438624,2558,1.4985048145913948,02:00,1_moving_averages
ma1_50,0.2,77.0978937207023,0.862344197118261,0.5985598967318767,0.1886792452830188,53.0,10.0,15.41,0.509773260359656,2558,1.4460117239482917,02:00,1_moving_averages
ma1_150,,27.357800384927597,0.6432899128310505,0.4674035115115623,0.2727272727272727,22.0,6.0,34.74,0.5126118795768918,2458,1.2867832437230535,02:00,1_moving_averages
ma1_150,0.03,17.684077971751645,0.5445672372512296,0.3559236762016977,0.3536585365853658,82.0,29.0,3.16,0.4629780309194467,2458,1.185020864186024,02:00,1_moving_averages
ma1_150,0.05,15.380605335509244,0.5146823845579196,0.4118823482412812,0.4107142857142857,56.0,23.0,4.0,0.4829129373474369,2458,1.119216106048385,02:00,1_moving_averages
ma1_150,0.1,19.723105380741213,0.5685074308854072,0.5062108538429801,0.3243243243243243,37.0,12.0,3.86,0.5012205044751831,2458,1.1908897263943845,02:00,1_moving_averages
ma1_150,0.2,17.412188545119285,0.5412087392004845,0.4866582973962308,0.24,25.0,6.0,18.12,0.5105777054515866,2458,1.144043956050348,02:00,1_moving_averages
ma1_200,,15.833115901325382,0.5341211392090481,0.5659237065522674,0.3125,16.0,5.0,26.73,0.5274086378737541,2408,1.1210257686637548,02:00,1_moving_averages
ma1_200,0.03,11.666795412801454,0.4694002254843314,0.5110732616915695,0.379746835443038,79.0,30.0,2.98,0.4725913621262458,2408,1.0618490741657145,02:00,1_moving_averages
ma1_200,0.05,10.421855705211636,0.4465374647078646,0.5253384780927857,0.4259259259259259,54.0,23.0,3.52,0.4937707641196013,2408,1.0072515544962766,02:00,1_moving_averages
ma1_200,0.1,12.531875203426855,0.4841885033113757,0.6188031312896274,0.3548387096774194,31.0,11.0,2.72,0.5137043189368771,2408,1.0597878247171784,02:00,1_moving_averages
ma1_200,0.2,11.555442240412438,0.4674348855297174,0.5859689184140332,0.3333333333333333,18.0,6.0,14.15,0.5240863787375415,2408,1.0275445062040438,02:00,1_moving_averages
ma2_20,,103.27248611758064,0.9258997419667754,0.4724813003797224,0.3411764705882353,85.0,29.0,6.69,0.5258887171561051,2588,1.50747642517721,02:00,1_moving_averages
ma2_20,0.03,71.3042203850937,0.8289766674836712,0.4143946060282866,0.3983739837398374,123.0,49.0,4.46,0.4880216383307573,2588,1.438713042109382,02:00,1_moving_averages
ma2_20,0.05,99.41849239355751,0.9156973263446262,0.5097256765024473,0.3942307692307692,104.0,41.0,4.72,0.509659969088099,2588,1.5215337265221376,02:00,1_moving_averages
ma2_20,0.1,137.6597748656922,1.0048928300823785,0.4724813003797218,0.375,88.0,33.0,6.06,0.5301391035548686,2588,1.6016595164141931,02:00,1_moving_averages
ma2_20,0.2,143.96306023066262,1.0175026600567558,0.4724813003797216,0.3488372093023256,86.0,30.0,6.76,0.535935085007728,2588,1.6090172340809863,02:00,1_moving_averages
ma2_50,,36.9544359460419,0.6801356319269594,0.5333781343601115,0.2682926829268293,41.0,11.0,15.89,0.4894448788115715,2558,1.389856964314654,02:00,1_moving_averages
ma2_50,0.03,39.85734651860568,0.6978976074093175,0.6451882236480405,0.3861386138613861,101.0,39.0,3.24,0.4601250977326035,2558,1.2849659358710677,02:00,1_moving_averages
ma2_50,0.05,63.58648564831141,0.8125433022295712,0.6761866994327399,0.3698630136986301,73.0,27.0,3.6,0.4831899921813917,2558,1.4062815685261665,02:00,1_moving_averages
ma2_50,0.1,110.02773717949049,0.958221450303574,0.5901241119221885,0.3,50.0,15.0,11.33,0.5043002345582487,2558,1.5505422358879586,02:00,1_moving_averages
ma2_50,0.2,98.98056159854453,0.9291551447794664,0.5701970498320942,0.2727272727272727,44.0,12.0,12.59,0.5121188428459734,2558,1.5156157512720665,02:00,1_moving_averages
ma2_150,,35.65354341024962,0.70711566867194,0.4102160610085811,0.3333333333333333,15.0,5.0,31.17,0.5105777054515866,2458,1.3863917024381311,02:00,1_moving_averages
ma2_150,0.03,22.47745610548498,0.5978441974192359,0.3882999515387906,0.3636363636363636,77.0,28.0,3.19,0.4585028478437754,2458,1.2790444698315206,02:00,1_moving_averages
ma2_150,0.05,19.5155490108452,0.5661646144414738,0.4358058650816396,0.4705882352941176,51.0,24.0,3.19,0.4804719283970708,2458,1.208172180074386,02:00,1_moving_averages
ma2_150,0.1,25.20513130458392,0.6241377838551905,0.4587260699495171,0.3666666666666666,30.0,11.0,2.62,0.4983726606997559,2458,1.2831662066032845,02:00,1_moving_averages
ma2_150,0.2,22.14487955855678,0.5944626116488734,0.5104591853015781,0.2631578947368421,19.0,5.0,16.99,0.5081366965012205,2458,1.2326228747045418,02:00,1_moving_averages
ma2_200,,17.49089109000649,0.5561197981302217,0.5919572198157038,0.2857142857142857,14.0,4.0,34.06,0.5257475083056479,2408,1.1556188656064974,02:00,1_moving_averages
