strategy,stoploss,total_return,cagr,mdd,win_rate,buy_time,win_time,gain_loss_ratio,holding_time_ratio,investing_period,sharpe_ratio,execution_time,strategy_folder
trb_150_v3,,15.711339918402924,0.5191851471953879,0.565370027127549,0.75,4.0,3.0,not enough data,0.54759967453214,2458,1.09315818547366,16:00,2_trading_range_breakouts
trb_150_v1,0.03,5.30459257620529,0.3144523256130462,0.1893980627630209,0.4,25.0,10.0,6.04,0.1061838893409275,2458,1.2732699369360991,16:00,2_trading_range_breakouts
trb_150_v2,0.03,3.647403471573025,0.256253290654767,0.2636975584207119,0.4137931034482758,29.0,12.0,3.98,0.1248982912937347,2458,1.00635351518717,16:00,2_trading_range_breakouts
trb_150_v3,0.03,3.647403471573025,0.256253290654767,0.2636975584207119,0.4137931034482758,29.0,12.0,3.98,0.1248982912937347,2458,1.00635351518717,16:00,2_trading_range_breakouts
trb_150_v1,0.05,5.894014282734898,0.3320136765242394,0.197684124802725,0.4090909090909091,22.0,9.0,5.95,0.1228641171684296,2458,1.2515070823068766,16:00,2_trading_range_breakouts
trb_150_v2,0.05,3.692579920456841,0.2580592149455998,0.311074099739253,0.3846153846153846,26.0,10.0,4.4,0.146053702196908,2458,0.9686477500833074,16:00,2_trading_range_breakouts
trb_150_v3,0.05,3.692579920456841,0.2580592149455998,0.311074099739253,0.3846153846153846,26.0,10.0,4.4,0.146053702196908,2458,0.9686477500833074,16:00,2_trading_range_breakouts
trb_150_v1,0.1,3.9748239660018863,0.2690180692241479,0.3557172345766064,0.5294117647058824,17.0,9.0,3.19,0.2087062652563059,2458,0.9073712217783936,16:00,2_trading_range_breakouts
trb_150_v2,0.1,3.3774710564219985,0.2451402328369045,0.4658977398869327,0.5555555555555556,18.0,10.0,2.38,0.2412530512611879,2458,0.8193964563158121,16:00,2_trading_range_breakouts
trb_150_v3,0.1,3.3774710564219985,0.2451402328369045,0.4658977398869327,0.5555555555555556,18.0,10.0,2.38,0.2412530512611879,2458,0.8193964563158121,16:00,2_trading_range_breakouts
trb_150_v1,0.2,11.509433062632036,0.4552378586587733,0.520825487827034,0.5714285714285714,7.0,4.0,7.97,0.3673718470301058,2458,1.18485765010745,16:00,2_trading_range_breakouts
trb_150_v2,0.2,10.705813746189296,0.4409602094790783,0.5398758818783999,0.4285714285714285,7.0,3.0,13.82,0.3673718470301058,2458,1.154723755099749,16:00,2_trading_range_breakouts
trb_150_v3,0.2,10.705813746189296,0.4409602094790783,0.5398758818783999,0.4285714285714285,7.0,3.0,13.82,0.3673718470301058,2458,1.154723755099749,16:00,2_trading_range_breakouts
trb_200_v1,,9.76005761369426,0.4335091466703622,0.6135978257797364,0.3333333333333333,3.0,1.0,23.0,0.686046511627907,2408,0.909280814805401,16:00,2_trading_range_breakouts
trb_200_v2,,9.445529604843976,0.4270773603288504,0.6173147586403605,0.3333333333333333,3.0,1.0,21.94,0.686046511627907,2408,0.9000595727241252,16:00,2_trading_range_breakouts
trb_200_v3,,12.0871013839799,0.4766887989022574,0.5653700271275488,0.6666666666666666,3.0,2.0,not enough data,0.6495016611295681,2408,0.9847165023205792,16:00,2_trading_range_breakouts
trb_200_v1,0.03,4.928490342586388,0.3096684933189018,0.189398062763021,0.4285714285714285,21.0,9.0,6.31,0.0963455149501661,2408,1.272265154842978,16:00,2_trading_range_breakouts
trb_200_v2,0.03,3.2478566657238392,0.2451359604462453,0.2636975584207121,0.4230769230769231,26.0,11.0,3.92,0.1162790697674418,2408,0.973949067705878,16:00,2_trading_range_breakouts
trb_200_v3,0.03,3.2478566657238392,0.2451359604462453,0.2636975584207121,0.4230769230769231,26.0,11.0,3.92,0.1162790697674418,2408,0.973949067705878,16:00,2_trading_range_breakouts
trb_200_v1,0.05,5.739936271643282,0.3353836295697494,0.2202556681596559,0.4444444444444444,18.0,8.0,6.25,0.1112956810631229,2408,1.273509090225686,16:00,2_trading_range_breakouts
trb_200_v2,0.05,3.3701110227763538,0.2505026444882681,0.3110740997392528,0.391304347826087,23.0,9.0,4.43,0.1366279069767441,2408,0.94716616812215,16:00,2_trading_range_breakouts
trb_200_v3,0.05,3.3701110227763538,0.2505026444882681,0.3110740997392528,0.391304347826087,23.0,9.0,4.43,0.1366279069767441,2408,0.94716616812215,16:00,2_trading_range_breakouts
trb_200_v1,0.1,3.62949460552508,0.2614797924918484,0.2935286956444319,0.5333333333333333,15.0,8.0,3.45,0.1872923588039867,2408,0.894426486254362,16:00,2_trading_range_breakouts
trb_200_v2,0.1,3.157584542604037,0.2410884668758806,0.4117247343982861,0.5625,16.0,9.0,2.47,0.223421926910299,2408,0.8105151744875391,16:00,2_trading_range_breakouts
trb_200_v3,0.1,3.157584542604037,0.2410884668758806,0.4117247343982861,0.5625,16.0,9.0,2.47,0.223421926910299,2408,0.8105151744875391,16:00,2_trading_range_breakouts
trb_200_v1,0.2,10.67852429939934,0.451418356867761,0.3641375051172046,0.6666666666666666,6.0,4.0,7.42,0.3313953488372093,2408,1.222349541383684,16:00,2_trading_range_breakouts
trb_200_v2,0.2,7.0913643963324695,0.3728914132249998,0.5550711910207244,0.4285714285714285,7.0,3.0,8.98,0.3446843853820598,2408,1.0322663202391853,16:00,2_trading_range_breakouts
trb_200_v3,0.2,7.0913643963324695,0.3728914132249998,0.5550711910207244,0.4285714285714285,7.0,3.0,8.98,0.3446843853820598,2408,1.0322663202391853,16:00,2_trading_range_breakouts
trb_50_v1,,35.69672588040764,0.6720761338596992,0.6712612076826522,0.5,12.0,6.0,8.44,0.5535574667709148,2558,1.2135616643422074,17:00,2_trading_range_breakouts
trb_50_v2,,15.90134540942741,0.4969648313286989,0.7776155573277501,0.4,15.0,6.0,7.22,0.589913995308835,2558,0.9883633903530916,17:00,2_trading_range_breakouts
trb_50_v3,,17.040949913231714,0.5109676041634041,0.7420274706756602,0.375,16.0,6.0,8.45,0.5766223612197029,2558,1.0110970100335284,17:00,2_trading_range_breakouts
trb_50_v1,0.03,16.60905448560992,0.5057524497832695,0.1882456446225869,0.5128205128205128,39.0,20.0,4.86,0.1583268178264269,2558,1.436586926540523,17:00,2_trading_range_breakouts
trb_50_v2,0.03,10.93659449608898,0.4244907735359444,0.2343813143959522,0.4318181818181818,44.0,19.0,4.1,0.1989835809225957,2558,1.1997282740010096,17:00,2_trading_range_breakouts
trb_50_v3,0.03,10.93659449608898,0.4244907735359444,0.2343813143959522,0.4318181818181818,44.0,19.0,4.1,0.1989835809225957,2558,1.1997282740010096,17:00,2_trading_range_breakouts
trb_50_v1,0.05,21.86821034717564,0.5629615620261275,0.2495749005054207,0.53125,32.0,17.0,4.91,0.2064112587959343,2558,1.494117420379389,17:00,2_trading_range_breakouts
trb_50_v2,0.05,11.832845338918672,0.4392828855519817,0.408008592828738,0.4473684210526316,38.0,17.0,3.95,0.2376856919468334,2558,1.1906353322737189,17:00,2_trading_range_breakouts
trb_50_v3,0.05,11.832845338918672,0.4392828855519817,0.408008592828738,0.4473684210526316,38.0,17.0,3.95,0.2376856919468334,2558,1.1906353322737189,17:00,2_trading_range_breakouts
trb_50_v1,0.1,13.46462286350186,0.4640764654042235,0.4008894300638437,0.625,24.0,15.0,2.65,0.2896794370602032,2558,1.1816793999308528,17:00,2_trading_range_breakouts
trb_50_v2,0.1,7.252363424588829,0.3514071073374367,0.501185473711865,0.5714285714285714,28.0,16.0,1.99,0.3381548084440969,2558,0.9295541930425708,17:00,2_trading_range_breakouts
trb_50_v3,0.1,7.252363424588829,0.3514071073374367,0.501185473711865,0.5714285714285714,28.0,16.0,1.99,0.3381548084440969,2558,0.9295541930425708,17:00,2_trading_range_breakouts
trb_50_v1,0.2,28.427277077981092,0.6202251268423313,0.5087358666506485,0.4666666666666667,15.0,7.0,6.38,0.4382329945269742,2558,1.3109649324641988,17:00,2_trading_range_breakouts
trb_50_v2,0.2,13.606510981454573,0.4661171509012547,0.6309028930829481,0.3333333333333333,18.0,6.0,7.53,0.4675527756059421,2558,1.0547317475482036,17:00,2_trading_range_breakouts
trb_50_v3,0.2,12.360022115835838,0.4475746768793427,0.6371003058578809,0.3157894736842105,19.0,6.0,8.22,0.4562157935887412,2558,1.0305922860716108,17:00,2_trading_range_breakouts
trb_150_v1,,18.81588236926109,0.5581154446727332,0.5658782741730516,0.6666666666666666,3.0,2.0,not enough data,0.5541090317331163,2458,1.142465492025415,17:00,2_trading_range_breakouts
trb_150_v2,,19.0858814924732,0.5612498413819034,0.5658782741730514,0.6666666666666666,3.0,2.0,not enough data,0.5866558177379984,2458,1.1346999890716951,17:00,2_trading_range_breakouts
trb_150_v3,,15.82118229752422,0.5206638068373934,0.5658782741730518,0.75,4.0,3.0,not enough data,0.54759967453214,2458,1.0881325825252852,17:00,2_trading_range_breakouts
trb_150_v1,0.03,5.643115291837181,0.3247009915023384,0.1682438468795095,0.48,25.0,12.0,5.37,0.1004882017900732,2458,1.2383952221890222,17:00,2_trading_range_breakouts
trb_150_v2,0.03,2.6522242285243074,0.2120954013916065,0.3822419335400391,0.3928571428571428,28.0,11.0,3.4,0.1265256305939788,2458,0.7957972260764674,17:00,2_trading_range_breakouts
trb_150_v3,0.03,2.6522242285243074,0.2120954013916065,0.3822419335400391,0.3928571428571428,28.0,11.0,3.4,0.1265256305939788,2458,0.7957972260764674,17:00,2_trading_range_breakouts
trb_150_v1,0.05,6.863323467801463,0.3582908504213187,0.2589837788887706,0.4761904761904761,21.0,10.0,5.15,0.1314076484947111,2458,1.269443883720628,17:00,2_trading_range_breakouts
trb_150_v2,0.05,3.448680859226009,0.2481273859449109,0.3619147693301996,0.4,25.0,10.0,4.02,0.1472742066720911,2458,0.8905588710143698,17:00,2_trading_range_breakouts
trb_150_v3,0.05,3.448680859226009,0.2481273859449109,0.3619147693301996,0.4,25.0,10.0,4.02,0.1472742066720911,2458,0.8905588710143698,17:00,2_trading_range_breakouts
trb_150_v1,0.1,5.848401594143575,0.3307012958974675,0.2733518121442174,0.6666666666666666,15.0,10.0,2.87,0.1989422294548413,2458,1.0654410834891872,17:00,2_trading_range_breakouts
trb_150_v2,0.1,3.543505804284358,0.2520425823228867,0.4189809922502021,0.6470588235294118,17.0,11.0,1.6,0.2318958502847843,2458,0.8195693857393643,17:00,2_trading_range_breakouts
trb_150_v3,0.1,3.543505804284358,0.2520425823228867,0.4189809922502021,0.6470588235294118,17.0,11.0,1.6,0.2318958502847843,2458,0.8195693857393643,17:00,2_trading_range_breakouts
trb_150_v1,0.2,11.777238646975894,0.4598224683861185,0.5292086335162696,0.5714285714285714,7.0,4.0,7.47,0.3283157038242473,2458,1.206518389833296,17:00,2_trading_range_breakouts
trb_150_v2,0.2,11.43601848398382,0.4539664727943728,0.5529152214467458,0.4285714285714285,7.0,3.0,13.68,0.3608624898291294,2458,1.167230230735162,17:00,2_trading_range_breakouts
trb_150_v3,0.2,11.43601848398382,0.4539664727943728,0.5529152214467458,0.4285714285714285,7.0,3.0,13.68,0.3608624898291294,2458,1.167230230735162,17:00,2_trading_range_breakouts
trb_200_v1,,8.355604393335176,0.4034378974259025,0.6039481050902015,0.3333333333333333,3.0,1.0,16.94,0.6656976744186046,2408,0.8672680598341831,17:00,2_trading_range_breakouts
trb_200_v2,,8.47785988879681,0.4062024907594486,0.6529528965566873,0.3333333333333333,3.0,1.0,16.94,0.6989202657807309,2408,0.8653189562900162,17:00,2_trading_range_breakouts
trb_200_v3,,11.9344994233261,0.4740657859191077,0.5851853987374996,0.6666666666666666,3.0,2.0,not enough data,0.6495016611295681,2408,0.9755304195965264,17:00,2_trading_range_breakouts
trb_200_v1,0.03,5.150501663786422,0.3169871561308377,0.2069403536100057,0.5238095238095238,21.0,11.0,5.56,0.090531561461794,2408,1.225490526706272,17:00,2_trading_range_breakouts
trb_200_v2,0.03,2.280698696926215,0.1973170983804353,0.3822419335400385,0.4,25.0,10.0,3.25,0.1187707641196013,2408,0.7489458787778331,17:00,2_trading_range_breakouts
trb_200_v3,0.03,2.280698696926215,0.1973170983804353,0.3822419335400385,0.4,25.0,10.0,3.25,0.1187707641196013,2408,0.7489458787778331,17:00,2_trading_range_breakouts
trb_200_v1,0.05,6.971992044401564,0.3698019082683792,0.2446353771146618,0.5294117647058824,17.0,9.0,5.57,0.117109634551495,2408,1.317029072282517,17:00,2_trading_range_breakouts
trb_200_v2,0.05,3.37584700342787,0.2507512979545991,0.3619147693301993,0.4090909090909091,22.0,9.0,4.19,0.1349667774086378,2408,0.9034633135987716,17:00,2_trading_range_breakouts
trb_200_v3,0.05,3.37584700342787,0.2507512979545991,0.3619147693301993,0.4090909090909091,22.0,9.0,4.19,0.1349667774086378,2408,0.9034633135987716,17:00,2_trading_range_breakouts
trb_200_v1,0.1,5.331558136923755,0.3227916114535374,0.2695855597824213,0.6923076923076923,13.0,9.0,3.16,0.1773255813953488,2408,1.0550425029085302,17:00,2_trading_range_breakouts
trb_200_v2,0.1,3.340703741644697,0.2492234796362913,0.3780313491151217,0.6666666666666666,15.0,10.0,1.57,0.2138704318936877,2408,0.8139090476055766,17:00,2_trading_range_breakouts
trb_200_v3,0.1,3.340703741644697,0.2492234796362913,0.3780313491151217,0.6666666666666666,15.0,10.0,1.57,0.2138704318936877,2408,0.8139090476055766,17:00,2_trading_range_breakouts
trb_200_v1,0.2,10.97732096106363,0.4569870227139552,0.374542795423267,0.6666666666666666,6.0,4.0,6.92,0.2915282392026578,2408,1.2510817239885397,17:00,2_trading_range_breakouts
trb_200_v2,0.2,7.590052059789059,0.3853939380886999,0.5672152083622425,0.4285714285714285,7.0,3.0,9.04,0.3380398671096346,2408,1.0454706440473789,17:00,2_trading_range_breakouts
trb_200_v3,0.2,7.590052059789059,0.3853939380886999,0.5672152083622425,0.4285714285714285,7.0,3.0,9.04,0.3380398671096346,2408,1.0454706440473789,17:00,2_trading_range_breakouts
trb_50_v1,,27.053360124158033,0.6092087528095622,0.6829270422158157,0.4615384615384615,13.0,6.0,7.89,0.553948397185301,2558,1.1487909544497668,18:00,2_trading_range_breakouts
trb_50_v2,,15.668569217578389,0.4940054593001093,0.7797283443037999,0.4,15.0,6.0,7.13,0.5891321344800625,2558,0.993992909146633,18:00,2_trading_range_breakouts
trb_50_v3,,16.91483861393084,0.5094559685933728,0.7429632547730797,0.375,16.0,6.0,8.4,0.5758405003909304,2558,1.019436084505552,18:00,2_trading_range_breakouts
trb_50_v1,0.03,14.114662090090556,0.4732888207432701,0.1849415909049665,0.5,38.0,19.0,4.54,0.1579358874120406,2558,1.3656146474470467,18:00,2_trading_range_breakouts
trb_50_v2,0.03,10.462697769453705,0.4162803090123523,0.2630574868256359,0.4888888888888889,45.0,22.0,3.27,0.1985926505082095,2558,1.187522664430274,18:00,2_trading_range_breakouts
trb_50_v3,0.03,10.462697769453705,0.4162803090123523,0.2630574868256359,0.4888888888888889,45.0,22.0,3.27,0.1985926505082095,2558,1.187522664430274,18:00,2_trading_range_breakouts
trb_50_v1,0.05,16.956713677042973,0.5099589137299236,0.2544476965489887,0.5294117647058824,34.0,18.0,4.13,0.2001563721657545,2558,1.3928215279426188,18:00,2_trading_range_breakouts
trb_50_v2,0.05,11.90097472786506,0.440370722491332,0.3415020707695431,0.4615384615384615,39.0,18.0,3.78,0.2384675527756059,2558,1.206104244968231,18:00,2_trading_range_breakouts
trb_50_v3,0.05,11.90097472786506,0.440370722491332,0.3415020707695431,0.4615384615384615,39.0,18.0,3.78,0.2384675527756059,2558,1.206104244968231,18:00,2_trading_range_breakouts
trb_50_v1,0.1,11.974280664099798,0.4415357276309457,0.3408256229432644,0.6,25.0,15.0,2.44,0.2881157154026583,2558,1.1530017934047356,18:00,2_trading_range_breakouts
trb_50_v2,0.1,8.722001544049874,0.3833830970694623,0.4824630372210538,0.5714285714285714,28.0,16.0,2.1,0.3377638780297107,2558,1.0078388095161142,18:00,2_trading_range_breakouts
trb_50_v3,0.1,8.722001544049874,0.3833830970694623,0.4824630372210538,0.5714285714285714,28.0,16.0,2.1,0.3377638780297107,2558,1.0078388095161142,18:00,2_trading_range_breakouts
trb_50_v1,0.2,23.119371049018728,0.5748864639621651,0.5461427335857032,0.4375,16.0,7.0,6.49,0.4382329945269742,2558,1.255353534430096,18:00,2_trading_range_breakouts
trb_50_v2,0.2,13.718671561466588,0.4677182922462171,0.6622988276917874,0.3333333333333333,18.0,6.0,7.65,0.4667709147771696,2558,1.0710185095027025,18:00,2_trading_range_breakouts
trb_50_v3,0.2,12.448342461221385,0.448936308038752,0.6622988276917874,0.3157894736842105,19.0,6.0,8.39,0.4554339327599687,2558,1.0459986806295911,18:00,2_trading_range_breakouts
trb_150_v1,,19.70949564579253,0.5683544229822675,0.5650722613028052,0.6666666666666666,3.0,2.0,not enough data,0.5866558177379984,2458,1.1609174083213702,18:00,2_trading_range_breakouts
trb_150_v2,,19.01052303441502,0.5603786385609018,0.5650722613028054,0.6666666666666666,3.0,2.0,not enough data,0.5866558177379984,2458,1.1491417495308591,18:00,2_trading_range_breakouts
trb_150_v3,,15.790656662936254,0.5202537083477983,0.5650722613028054,0.75,4.0,3.0,not enough data,0.54759967453214,2458,1.1029496125925844,18:00,2_trading_range_breakouts
trb_150_v1,0.03,4.812716767445096,0.2986922918060104,0.2660291346637969,0.5,24.0,12.0,3.98,0.1025223759153783,2458,1.1298718052012169,18:00,2_trading_range_breakouts
trb_150_v2,0.03,3.0391939516588904,0.2303581699328989,0.3629746873825904,0.4827586206896552,29.0,14.0,2.69,0.1281529698942229,2458,0.8669860380006067,18:00,2_trading_range_breakouts
trb_150_v3,0.03,3.0391939516588904,0.2303581699328989,0.3629746873825904,0.4827586206896552,29.0,14.0,2.69,0.1281529698942229,2458,0.8669860380006067,18:00,2_trading_range_breakouts
trb_150_v1,0.05,5.244321475976507,0.3125787016661694,0.2660291346637969,0.5,22.0,11.0,3.76,0.1285598047192839,2458,1.1229101881284682,18:00,2_trading_range_breakouts
trb_150_v2,0.05,3.395290229325684,0.2458915824623946,0.3366197523759225,0.44,25.0,11.0,3.45,0.1505288852725793,2458,0.8938552542720113,18:00,2_trading_range_breakouts
trb_150_v3,0.05,3.395290229325684,0.2458915824623946,0.3366197523759225,0.44,25.0,11.0,3.45,0.1505288852725793,2458,0.8938552542720113,18:00,2_trading_range_breakouts
trb_150_v1,0.1,4.5260149294915495,0.2889743153308752,0.2923896582524727,0.625,16.0,10.0,2.37,0.1989422294548413,2458,0.959996049971244,18:00,2_trading_range_breakouts
trb_150_v2,0.1,3.7638158642849993,0.2608770121537047,0.388328749318325,0.6470588235294118,17.0,11.0,1.71,0.2331163547599674,2458,0.8582734887845804,18:00,2_trading_range_breakouts
trb_150_v3,0.1,3.7638158642849993,0.2608770121537047,0.388328749318325,0.6470588235294118,17.0,11.0,1.71,0.2331163547599674,2458,0.8582734887845804,18:00,2_trading_range_breakouts
trb_150_v1,0.2,14.46886286570642,0.5018559517048156,0.4714658604612186,0.5714285714285714,7.0,4.0,12.69,0.3604556550040683,2458,1.2920481028530943,18:00,2_trading_range_breakouts
trb_150_v2,0.2,13.232262709086797,0.4833890960745288,0.4882100611752299,0.4285714285714285,7.0,3.0,20.2,0.3604556550040683,2458,1.2531402171353572,18:00,2_trading_range_breakouts
trb_150_v3,0.2,13.232262709086797,0.4833890960745288,0.4882100611752299,0.4285714285714285,7.0,3.0,20.2,0.3604556550040683,2458,1.2531402171353572,18:00,2_trading_range_breakouts
trb_200_v1,,9.627677467623506,0.4308218039494229,0.639360175721523,0.3333333333333333,3.0,1.0,20.46,0.686046511627907,2408,0.9102366062854302,18:00,2_trading_range_breakouts
trb_200_v2,,9.18311371294908,0.421584233865504,0.6427699907171678,0.3333333333333333,3.0,1.0,19.11,0.686046511627907,2408,0.8968168545960208,18:00,2_trading_range_breakouts
trb_200_v3,,12.07042423643406,0.4764034090289124,0.5746511105833736,0.6666666666666666,3.0,2.0,not enough data,0.6495016611295681,2408,0.98946277899453,18:00,2_trading_range_breakouts
trb_200_v1,0.03,4.485504700995695,0.2943419486140708,0.2660291346637968,0.55,20.0,11.0,3.88,0.0917774086378737,2408,1.126956929885379,18:00,2_trading_range_breakouts
trb_200_v2,0.03,2.706459148409987,0.2196683155696415,0.3629746873825903,0.5,26.0,13.0,2.56,0.1196013289036544,2408,0.8365864687967305,18:00,2_trading_range_breakouts
trb_200_v3,0.03,2.706459148409987,0.2196683155696415,0.3629746873825903,0.5,26.0,13.0,2.56,0.1196013289036544,2408,0.8365864687967305,18:00,2_trading_range_breakouts
trb_200_v1,0.05,5.379953337252437,0.3243192325848665,0.2660291346637968,0.5555555555555556,18.0,10.0,3.72,0.1142026578073089,2408,1.170767342231228,18:00,2_trading_range_breakouts
trb_200_v2,0.05,3.320119657703172,0.2483237267518845,0.3366197523759224,0.4545454545454545,22.0,10.0,3.51,0.138704318936877,2408,0.9082095222034584,18:00,2_trading_range_breakouts
trb_200_v3,0.05,3.320119657703172,0.2483237267518845,0.3366197523759224,0.4545454545454545,22.0,10.0,3.51,0.138704318936877,2408,0.9082095222034584,18:00,2_trading_range_breakouts
trb_200_v1,0.1,4.144094897644719,0.2817957973412173,0.292389658252472,0.6428571428571429,14.0,9.0,2.44,0.1773255813953488,2408,0.9498229907559176,18:00,2_trading_range_breakouts
trb_200_v2,0.1,3.5673673665418484,0.2588990121622179,0.360030062702974,0.6666666666666666,15.0,10.0,1.7,0.2151162790697674,2408,0.8566086413274169,18:00,2_trading_range_breakouts
trb_200_v3,0.1,3.5673673665418484,0.2588990121622179,0.360030062702974,0.6666666666666666,15.0,10.0,1.7,0.2151162790697674,2408,0.8566086413274169,18:00,2_trading_range_breakouts
trb_200_v1,0.2,13.567790017680675,0.5008765466264589,0.3262895717882912,0.6666666666666666,6.0,4.0,29.77,0.3243355481727574,2408,1.3407716385718478,18:00,2_trading_range_breakouts
trb_200_v2,0.2,8.854736456205034,0.4145385792466824,0.499533930342095,0.4285714285714285,7.0,3.0,11.89,0.337624584717608,2408,1.1306866209587283,18:00,2_trading_range_breakouts
trb_200_v3,0.2,8.854736456205034,0.4145385792466824,0.499533930342095,0.4285714285714285,7.0,3.0,11.89,0.337624584717608,2408,1.1306866209587283,18:00,2_trading_range_breakouts
trb_50_v1,,34.93177806252966,0.6670577185763678,0.6793295007149519,0.5,12.0,6.0,8.17,0.5562939796716184,2558,1.220816425629437,19:00,2_trading_range_breakouts
trb_50_v2,,14.232534517142753,0.4749228008519282,0.7779160204535605,0.4,15.0,6.0,6.88,0.59147771696638,2558,0.9674485865843916,19:00,2_trading_range_breakouts
trb_50_v3,,15.330863682677968,0.4896484616415231,0.7429792338998815,0.4375,16.0,7.0,6.2,0.5781860828772478,2558,0.9919354639799404,19:00,2_trading_range_breakouts
trb_50_v1,0.03,18.66819262695454,0.5297016457107608,0.2086723282637402,0.5789473684210527,38.0,22.0,4.22,0.1630179827990617,2558,1.4616729717321375,19:00,2_trading_range_breakouts
trb_50_v2,0.03,10.665755852421489,0.4198333529097398,0.2717160946314929,0.5111111111111111,45.0,23.0,3.09,0.2025019546520719,2558,1.1718746774778352,19:00,2_trading_range_breakouts
trb_50_v3,0.03,10.665755852421489,0.4198333529097398,0.2717160946314929,0.5111111111111111,45.0,23.0,3.09,0.2025019546520719,2558,1.1718746774778352,19:00,2_trading_range_breakouts
trb_50_v1,0.05,22.34844979459787,0.5676033962908376,0.2491927165828732,0.59375,32.0,19.0,3.75,0.2111024237685692,2558,1.4842538577129285,19:00,2_trading_range_breakouts
trb_50_v2,0.05,10.17644778681986,0.4111788221577142,0.3861918069684882,0.4736842105263157,38.0,18.0,3.25,0.2447224394057857,2558,1.1220400150181948,19:00,2_trading_range_breakouts
trb_50_v3,0.05,10.17644778681986,0.4111788221577142,0.3861918069684882,0.4736842105263157,38.0,18.0,3.25,0.2447224394057857,2558,1.1220400150181948,19:00,2_trading_range_breakouts
trb_50_v1,0.1,18.237206569729672,0.5248731279384988,0.3231793893814435,0.6666666666666666,24.0,16.0,2.42,0.292415949960907,2558,1.3078635368747098,19:00,2_trading_range_breakouts
trb_50_v2,0.1,8.36429729040126,0.3760030859787708,0.5078705255264778,0.5714285714285714,28.0,16.0,2.04,0.3412822517591868,2558,0.9833608775954776,19:00,2_trading_range_breakouts
trb_50_v3,0.1,8.36429729040126,0.3760030859787708,0.5078705255264778,0.5714285714285714,28.0,16.0,2.04,0.3412822517591868,2558,0.9833608775954776,19:00,2_trading_range_breakouts
trb_50_v1,0.2,34.072207718279074,0.661308049473756,0.5255854270776684,0.4666666666666667,15.0,7.0,7.14,0.4405785770132916,2558,1.3870356832365909,19:00,2_trading_range_breakouts
trb_50_v2,0.2,14.28223316647474,0.4756084902638975,0.6497174703364114,0.3333333333333333,18.0,6.0,7.73,0.4687255668491009,2558,1.0787261308851448,19:00,2_trading_range_breakouts
trb_50_v3,0.2,13.044134717278116,0.4579264063826835,0.6497174703364114,0.3684210526315789,19.0,7.0,6.7,0.4573885848318999,2558,1.0560877392110666,19:00,2_trading_range_breakouts
trb_150_v1,,13.5092672623201,0.4876412428620673,0.5632801878630578,0.75,4.0,3.0,not enough data,0.5195280716029292,2458,1.0649301485613922,19:00,2_trading_range_breakouts
trb_150_v2,,13.935476418666449,0.4940506581848654,0.5632801878630582,0.75,4.0,3.0,not enough data,0.5520748576078113,2458,1.0629924768047534,19:00,2_trading_range_breakouts
trb_150_v3,,15.400638855944862,0.5149573219844477,0.5632801878630577,0.75,4.0,3.0,not enough data,0.54759967453214,2458,1.0973275185642168,19:00,2_trading_range_breakouts
trb_150_v1,0.03,5.349338397672279,0.3158334815739132,0.1941990838819452,0.5416666666666666,24.0,13.0,4.17,0.1037428803905614,2458,1.180209181558589,19:00,2_trading_range_breakouts
trb_150_v2,0.03,2.8120287659702363,0.2198280548339664,0.3860631685710932,0.4827586206896552,29.0,14.0,2.67,0.128966639544345,2458,0.8222150646188076,19:00,2_trading_range_breakouts
trb_150_v3,0.03,2.8120287659702363,0.2198280548339664,0.3860631685710932,0.4827586206896552,29.0,14.0,2.67,0.128966639544345,2458,0.8222150646188076,19:00,2_trading_range_breakouts
trb_150_v1,0.05,6.799504815065494,0.3566481783925508,0.2262732743374278,0.55,20.0,11.0,4.0,0.1375101708706265,2458,1.2431845556583494,19:00,2_trading_range_breakouts
trb_150_v2,0.05,3.1782997879216035,0.2365598913509949,0.3639158514940436,0.4583333333333333,24.0,11.0,3.02,0.1562245728234337,2458,0.8495292310075719,19:00,2_trading_range_breakouts
trb_150_v3,0.05,3.1782997879216035,0.2365598913509949,0.3639158514940436,0.4583333333333333,24.0,11.0,3.02,0.1562245728234337,2458,0.8495292310075719,19:00,2_trading_range_breakouts
trb_150_v1,0.1,5.706830506252256,0.3265800210908596,0.2584327757494079,0.6666666666666666,15.0,10.0,2.63,0.1993490642799023,2458,1.0620788327626405,19:00,2_trading_range_breakouts
trb_150_v2,0.1,3.684943298890124,0.2577549844357567,0.4058486319528095,0.6470588235294118,17.0,11.0,1.65,0.2335231895850285,2458,0.8432763423786722,19:00,2_trading_range_breakouts
trb_150_v3,0.1,3.684943298890124,0.2577549844357567,0.4058486319528095,0.6470588235294118,17.0,11.0,1.65,0.2335231895850285,2458,0.8432763423786722,19:00,2_trading_range_breakouts
trb_150_v1,0.2,13.295203791181596,0.4843614179686206,0.4692867884863138,0.5714285714285714,7.0,4.0,12.48,0.354353132628153,2458,1.2687586372320074,19:00,2_trading_range_breakouts
trb_150_v2,0.2,13.15312559505608,0.4821613663418604,0.4801492961443284,0.4285714285714285,7.0,3.0,21.42,0.3868999186330349,2458,1.235068173597379,19:00,2_trading_range_breakouts
trb_150_v3,0.2,13.15312559505608,0.4821613663418604,0.4801492961443284,0.4285714285714285,7.0,3.0,21.42,0.3868999186330349,2458,1.235068173597379,19:00,2_trading_range_breakouts
