time_utc,open,high,low,close,volume_krw,volume_market,Daily Return,predict_close,signal,strategy_returns2,cumulative_returns2
2017-10-22,6858000.0,7060000.0,6709000.0,7039000.0,30054045.84628,4.39101644,0.0240034914169333,6267351.5,0,0.0,1.0
2017-10-23,7017000.0,7100000.0,6668000.0,6971000.0,97052524.49132,14.03934445,-0.0096604631339678,6393269.0,0,-0.0,1.0
2017-10-24,7034000.0,7052000.0,6350000.0,6479000.0,651377192.14619,98.6742294,-0.0705781093099985,6495411.0,0,-0.0,1.0
2017-10-25,6479000.0,6644000.0,6212000.0,6643000.0,695968675.01792,108.36397361,0.0253125482327518,6406202.0,0,0.0,1.0
2017-10-26,6643000.0,6873000.0,6534000.0,6811000.0,2881467621.80027,428.50851968,0.0252897787144361,6361267.5,0,0.0,1.0
2017-10-27,6765000.0,6950000.0,6633000.0,6710000.0,2917092203.66689,431.20412963,-0.0148289531639994,6368143.0,0,-0.0,1.0
2017-10-28,6708000.0,6800000.0,6600000.0,6715000.0,2708305312.92229,404.19563617,0.0007451564828613,6321467.5,0,-0.0,1.0
2017-10-29,6715000.0,7030000.0,6588000.0,6961000.0,4413173510.25254,656.27989369,0.0366344005956813,6291949.0,0,0.0,1.0
2017-10-30,6961000.0,7007000.0,6809000.0,6964000.0,3621429303.55395,521.84628417,0.0004309725614135,6398197.0,0,-0.0,1.0
2017-10-31,6965000.0,7479000.0,6965000.0,7422000.0,8331387759.05405,1170.54812455,0.0657668006892591,6470740.0,0,0.0,1.0
2017-11-01,7422000.0,7799000.0,7256000.0,7798000.0,8649414140.579899,1163.3523499,0.0506601994071678,6654308.5,0,0.0,1.0
2017-11-02,7790000.0,8596000.0,7500000.0,8217000.0,14621738292.19718,1806.67768011,0.0537317260836112,6902505.0,0,0.0,1.0
2017-11-03,8219000.0,8478000.0,8000000.0,8143000.0,8480692936.98769,1025.40458685,-0.0090057198490933,7223412.5,0,-0.0,1.0
2017-11-04,8136000.0,8400000.0,7560000.0,8346000.0,7137573137.46992,881.59851324,0.0249293872037332,7432216.0,0,0.0,1.0
2017-11-05,8345000.0,8620000.0,8280000.0,8453000.0,8409963563.140261,993.49954201,0.0128205128205127,7660977.0,0,0.0,1.0
2017-11-06,8454000.0,8480000.0,8030000.0,8060000.0,15924418602.8134,1914.09607157,-0.0464923695729326,7842330.0,0,-0.0,1.0
2017-11-07,8060000.0,8413000.0,8050000.0,8243000.0,15264884249.39165,1858.95589505,0.0227047146401984,7859773.0,0,0.0,1.0
2017-11-08,8244000.0,8639000.0,8060000.0,8339000.0,18964680864.9587,2280.72049163,0.0116462452990415,7895587.5,0,0.0,1.0
2017-11-09,8338000.0,8340000.0,8041000.0,8148000.0,20397973001.43914,2491.80910057,-0.022904424991006,7944456.0,0,-0.0,1.0
2017-11-10,8150000.0,8240000.0,7320000.0,7541000.0,28271699640.03251,3612.89564315,-0.0744968090328914,7925599.5,0,-0.0,1.0
2017-11-11,7541000.0,7897000.0,7009000.0,7231000.0,25386732062.7362,3407.25730505,-0.0411086062856385,7689304.0,1,-0.04511644185121337,0.9548835581487867
2017-11-12,7231000.0,8250000.0,6476000.0,7132000.0,59303943335.4971,8255.02328981,-0.0136910524132208,7471234.0,1,-0.017698997649011203,0.9379830762980319
2017-11-13,7132000.0,7898000.0,6921000.0,7487000.0,68979166583.98106,9275.45757255,0.0497756590016824,7274873.0,1,0.04576745989904655,0.9809121791284864
2017-11-14,7471000.0,7699000.0,7430000.0,7591000.0,49083415078.93159,6500.25828248,0.0138907439561908,7206790.0,0,0.0,0.9809121791284864
2017-11-15,7592000.0,8397000.0,7560000.0,8350000.0,60575966230.99168,7565.29668171,0.0999868265050718,7142150.0,0,0.0,0.9809121791284864
2017-11-16,8350000.0,8750000.0,8150000.0,8710000.0,66362578166.67221,7885.12189571,0.0431137724550898,7370948.5,0,0.0,0.9809121791284864
2017-11-17,8710000.0,8899000.0,8400000.0,8541000.0,73541971046.96329,8479.64307876,-0.0194029850746269,7651859.0,0,-0.0,0.9809121791284864
2017-11-18,8542000.0,8699000.0,8356000.0,8618000.0,71270791002.62938,8359.23158399,0.0090153377824611,7875971.5,0,0.0,0.9809121791284864
2017-11-19,8618000.0,8888000.0,8495000.0,8770000.0,51704190379.62344,6018.17460761,0.017637502900905,8074495.5,0,0.0,0.9809121791284864
2017-11-20,8770000.0,9181000.0,8655000.0,9025000.0,98856175269.8701,11144.14671373,0.0290763968072975,8259942.5,0,0.0,0.9809121791284864
2017-11-21,8994000.0,9230000.0,8500000.0,8944000.0,132652866037.0233,14774.66683164,-0.0089750692520775,8430646.0,0,-0.0,0.9809121791284864
2017-11-22,8944000.0,9200000.0,8932000.0,9084000.0,125645415654.13206,13847.87059897,0.0156529516994632,8517888.0,0,0.0,0.9809121791284864
2017-11-23,9084000.0,9134000.0,8905000.0,8943000.0,125047210622.13188,13841.87719654,-0.0155217965653896,8638558.0,0,-0.0,0.9809121791284864
2017-11-24,8945000.0,9670000.0,7182000.0,9195000.0,200875095977.88983,22032.01627708,0.0281784636028179,8688068.0,0,0.0,0.9809121791284864
2017-11-25,9195000.0,9908000.0,8930000.0,9879000.0,127609531945.92574,13583.46813243,0.0743882544861338,8746276.0,0,0.0,0.9809121791284864
2017-11-26,9879000.0,10750000.0,9751000.0,10344000.0,219495708155.25916,21616.95893054,0.0470695414515638,8912543.0,0,0.0,0.9809121791284864
2017-11-27,10339000.0,11320000.0,10333000.0,11314000.0,240151243927.5943,22007.04116208,0.0937741686001547,9238730.0,0,0.0,0.9809121791284864
2017-11-28,11315000.0,12074000.0,11111000.0,12048000.0,361833928118.6861,31149.61770187,0.0648753756407989,9724779.0,0,0.0,0.9809121791284864
2017-11-29,12050000.0,13750000.0,10800000.0,11104000.0,583392545363.8435,46072.10048672,-0.0783532536520584,10370600.0,0,-0.0,0.9809121791284864
2017-11-30,11114000.0,12550000.0,10017000.0,11935000.0,468921379821.1759,41015.72824001,0.0748378962536022,10953094.0,0,0.0,0.9809121791284864
2017-12-01,11935000.0,12680000.0,11201000.0,12532000.0,361396684693.6415,30105.44287949,0.0500209467951402,11366538.0,0,0.0,0.9809121791284864
2017-12-02,12532000.0,13180000.0,12350000.0,12971000.0,373696719511.07733,29070.16589351,0.0350303223747208,11650780.0,0,0.0,0.9809121791284864
2017-12-03,12970000.0,13529000.0,12840000.0,13128000.0,342652005584.1855,26158.44322038,0.0121039241384626,11814202.0,0,0.0,0.9809121791284864
2017-12-04,13120000.0,13688000.0,13119000.0,13684000.0,308794107045.7385,23034.66918821,0.0423522242535039,11957069.0,0,0.0,0.9809121791284864
2017-12-05,13683000.0,14794000.0,13612000.0,14645000.0,393354372550.99945,27842.82483202,0.0702280035077462,12433206.0,0,0.0,0.9809121791284864
2017-12-06,14645000.0,19006000.0,14645000.0,18390000.0,744796122921.4562,45656.79876709,0.2557186753158074,13108156.0,0,0.0,0.9809121791284864
2017-12-07,18389000.0,23860000.0,17965000.0,23791000.0,1118247923145.078,55169.96236661,0.2936922240348014,14456322.0,0,0.0,0.9809121791284864
2017-12-08,23795000.0,24967000.0,16521000.0,20260000.0,2070532197879.6824,101681.96225121,-0.1484174687907191,16619856.0,0,-0.0,0.9809121791284864
2017-12-09,20259000.0,20877000.0,15257000.0,17769000.0,1017293699277.7094,57286.61272035,-0.1229516288252714,18222618.0,0,-0.0,0.9809121791284864
2017-12-10,17769000.0,18537000.0,13744000.0,17661000.0,1402187895614.1145,87998.64106754,-0.0060780010130001,18765872.0,1,-0.010085976700996117,0.9710187217440732
2017-12-11,17661000.0,19989000.0,17520000.0,19307000.0,937491532254.3289,49104.26522594,0.0931997055659361,18744380.0,1,0.08919133276711398,1.0576251756782464
2017-12-12,19307000.0,19549000.0,18497000.0,18940000.0,729551889133.9525,38006.68261122,-0.0190086497125394,18368390.0,0,-0.0,1.0576251756782464
2017-12-13,18943000.0,19301000.0,17379000.0,18358000.0,720181409852.3254,38816.44091324,-0.030728616684266,17327876.0,0,-0.0,1.0576251756782464
2017-12-14,18356000.0,19312000.0,18101000.0,18660000.0,738904747692.3414,39803.90884469,0.0164505937465955,17444556.0,0,0.0,1.0576251756782464
2017-12-15,18664000.0,21558000.0,18539000.0,20075000.0,1078431840484.545,53514.06078424,0.0758306538049302,17623110.0,0,0.0,1.0576251756782464
2017-12-16,20080000.0,22475000.0,19810000.0,22205000.0,870216522171.1827,41665.03527147,0.1061021170610212,18720406.0,0,0.0,1.0576251756782464
2017-12-17,22208000.0,22961000.0,21000000.0,21881000.0,776403828709.9163,35185.99155835,-0.0145913082639045,19375424.0,0,-0.0,1.0576251756782464
2017-12-18,21881000.0,22280000.0,20980000.0,22087000.0,864254636436.4166,39510.42923015,0.00941456057767,19849290.0,0,0.0,1.0576251756782464
2017-12-19,22086000.0,23741000.0,20450000.0,22367000.0,1076218244994.0664,48064.50573599,0.0126771403993299,20484652.0,0,0.0,1.0576251756782464
2017-12-20,22385000.0,23299000.0,20600000.0,22638000.0,915787457576.3986,41426.79458212,0.012116063844056,21143640.0,0,0.0,1.0576251756782464
2017-12-21,22638000.0,23950000.0,20750000.0,22200000.0,974647759990.218,43263.77604079,-0.0193479989398356,21730844.0,0,-0.0,1.0576251756782464
2017-12-22,22200000.0,22840000.0,16105000.0,19089000.0,1528909362094.557,79976.23837469,-0.1401351351351351,21822788.0,0,-0.0,1.0576251756782464
2017-12-23,19090000.0,21120000.0,18312000.0,20525000.0,1163881876672.5967,58485.96741678,0.0752265702760752,21293654.0,1,0.0711619455212153,1.1328878408117276
2017-12-24,20523000.0,20770000.0,18499000.0,19592000.0,929024030188.0336,47643.13660186,-0.0454567600487211,20885324.0,1,-0.04937155678994299,1.0769554044424554
2017-12-25,19589000.0,19950000.0,19210000.0,19822000.0,712237808781.7738,36350.71167524,0.0117394855042873,20222046.0,1,0.007886382970034201,1.0854486872035367
2017-12-26,19820000.0,22750000.0,19730000.0,21933000.0,1172199097072.874,54654.19806036,0.1064978306931692,19435754.0,0,0.0,1.0854486872035367
2017-12-27,21932000.0,22650000.0,21074000.0,21970000.0,825256664954.1604,37639.65248022,0.0016869557288103,19224390.0,0,-0.0,1.0854486872035367
2017-12-28,21964000.0,22000000.0,18323000.0,19565000.0,896259224119.7755,45244.24799131,-0.1094674556213017,20065786.0,0,-0.0,1.0854486872035367
2017-12-29,19565000.0,19738000.0,18530000.0,19290000.0,716201020435.9087,37594.01226698,-0.0140557117301303,20171102.0,1,-0.01806365550728341,1.0658415160470591
2017-12-30,19290000.0,19478000.0,17800000.0,18415000.0,790630766740.0131,42305.07850317,-0.0453602903058579,20123076.0,1,-0.04936810886469674,1.0132229360503344
2017-12-31,18401000.0,19637000.0,18208000.0,19280000.0,553830467343.9598,29363.72193703,0.046972576703774,19725200.0,1,0.04376095190478778,1.057562536223661
2018-01-01,19278000.0,19420000.0,18290000.0,18860000.0,529081640813.1479,27949.67613401,-0.0217842323651452,19371230.0,1,-0.02569066044195456,1.0303930562094066
2018-01-02,18875000.0,21720000.0,18510000.0,20263000.0,819264196997.1248,41968.47300909,0.074390243902439,18711944.0,0,0.0,1.0303930562094066
2018-01-03,20263000.0,21329000.0,19520000.0,20900000.0,888631010674.476,43168.2576045,0.0314366085969501,18914978.0,0,0.0,1.0303930562094066
2018-01-04,20899000.0,23685000.0,19700000.0,23402000.0,979062410849.0692,45184.75433078,0.119712918660287,19307288.0,0,0.0,1.0303930562094066
2018-01-05,23403000.0,28589000.0,22338000.0,27444000.0,1418955321795.6082,56774.8498417,0.1727202803179215,20267324.0,0,0.0,1.0303930562094066
2018-01-06,27451000.0,28885000.0,23966000.0,26924000.0,1279382915220.0127,48971.92813081,-0.0189476752659961,21653360.0,0,-0.0,1.0303930562094066
2018-01-07,26924000.0,27210000.0,24543000.0,25859000.0,805561532281.216,31015.72258622,-0.0395557866587431,22945388.0,0,-0.0,1.0303930562094066
2018-01-08,25859000.0,26449000.0,23850000.0,25230000.0,1135051093505.0276,44839.78332164,-0.0243242198074171,23913830.0,0,-0.0,1.0303930562094066
2018-01-09,25200000.0,25786000.0,22858000.0,24016000.0,1009654272888.382,41558.52968619,-0.0481173206500198,24710574.0,0,-0.0,1.0303930562094066
2018-01-10,24015000.0,24200000.0,19689000.0,21317000.0,969877439744.9688,43736.28693252,-0.1123834110592938,24947966.0,1,-0.11635400074953155,0.9105027017749052
2018-01-11,21300000.0,21890000.0,14104000.0,19389000.0,1181041028214.333,61924.52562032,-0.0904442463761316,24257226.0,1,-0.09372595098591549,0.8251649701758068
2018-01-12,19359000.0,21143000.0,18005000.0,20745000.0,858088176720.2753,43734.14210793,0.0699365619681262,22941996.0,1,0.06758632078103208,0.8809348345473796
2018-01-13,20750000.0,21399000.0,19886000.0,21135000.0,634210697267.0924,30172.38452901,0.0187997107736803,21585184.0,1,0.014546142650602409,0.8937490383165907
2018-01-14,21130000.0,21299000.0,18131000.0,19206000.0,586547552576.8049,30105.53009772,-0.0912704045422285,20604040.0,0,-0.0,0.8937490383165907
2018-01-15,19210000.0,20143000.0,18201000.0,19106000.0,571781083101.0643,29582.95249892,-0.005206706237634,19553160.0,1,-0.00942182529932327,0.8853282910161336
2018-01-16,19107000.0,19219000.0,11543000.0,14279000.0,947014914659.6864,59293.11406178,-0.2526431487490841,19081424.0,0,-0.0,0.8853282910161336
2018-01-17,14279000.0,15722000.0,11901000.0,14951000.0,809847311215.9441,60203.17701055,0.0470621191960221,18639718.0,1,0.04305393094754535,0.9234451541234505
2018-01-18,14954000.0,16370000.0,13650000.0,14880000.0,652466107657.4285,44072.25029267,-0.0047488462310213,17744166.0,1,-0.0089564889661629,0.9151743277896873
2018-01-19,14879000.0,15448000.0,14352000.0,15372000.0,411893497250.1491,27555.99477285,0.0330645161290321,16402365.0,1,0.02912581463808052,0.9418295256224198
2018-01-20,15370000.0,17208000.0,15225000.0,16858000.0,845326077909.618,51147.45641776,0.0966692688004162,15281241.0,0,0.0,0.9418295256224198
2018-01-21,16852000.0,16943000.0,13735000.0,14640000.0,660819520492.5259,44140.37058853,-0.1315695812077352,14702757.0,0,-0.0,0.9418295256224198
2018-01-22,14640000.0,14910000.0,12981000.0,13944000.0,424614464672.0994,30529.67525826,-0.0475409836065573,14843525.0,1,-0.05154879344262295,0.8932793499479461
2018-01-23,13968000.0,14044000.0,12311000.0,13141000.0,369065658985.68024,28032.38238629,-0.0575874928284566,14827264.0,1,-0.06321452147766324,0.8368111232951085
2018-01-24,13139000.0,13780000.0,12600000.0,13450000.0,317699876835.02954,24236.06233141,0.0235141922228141,14386778.0,1,0.019661895425831494,0.8532644160925095
2018-01-25,13450000.0,13900000.0,12800000.0,12973000.0,251329639983.38055,18943.75635587,-0.0354646840148699,13820783.0,1,-0.03947254215613383,0.819583900457969
2018-01-26,12973000.0,13350000.0,11500000.0,12876000.0,379440453340.1203,30279.96147663,-0.0074770677561087,13230461.0,1,-0.011485037847837817,0.8101709483417306
2018-01-27,12876000.0,13132000.0,12300000.0,12900000.0,235439540808.33005,18535.39984957,0.0018639328984155,12959423.0,1,-0.0021440745573159366,0.8084338814243146
2018-01-28,12903000.0,13570000.0,12810000.0,13352000.0,271698507514.6077,20508.73672486,0.0350387596899224,12764720.0,0,0.0,0.8084338814243146
2018-01-29,13351000.0,13489000.0,12560000.0,12909000.0,205582977986.2608,15844.07278917,-0.033178550029958,12818818.0,0,-0.0,0.8084338814243146
2018-01-30,12909000.0,12957000.0,11310000.0,11627000.0,258564860359.4156,21206.17024434,-0.0993105585250599,12706891.0,0,-0.0,0.8084338814243146
2018-01-31,11658000.0,11900000.0,10400000.0,11429000.0,259417060684.88272,23175.02109439,-0.0170293282876063,12357692.0,1,-0.023651084920226453,0.7893135430423598
2018-02-01,11439000.0,11490000.0,10011000.0,10070000.0,236864009092.77927,22225.67551126,-0.1189080409484644,12186970.0,1,-0.12368581484395488,0.6916866543037964
2018-02-02,10061000.0,10120000.0,7830000.0,9410000.0,465637634475.9709,52018.46095277,-0.0655412115193644,11587762.0,1,-0.06871303886293609,0.6441587623456454
2018-02-03,9410000.0,10200000.0,8400000.0,9520000.0,235540121101.8899,25405.73722415,0.0116896918172157,10873475.0,1,0.007681645058448459,0.6491069613192741
2018-02-04,9524000.0,10158000.0,8765000.0,8900000.0,178483940514.02716,18781.02389914,-0.065126050420168,10120909.0,1,-0.06952642755144897,0.6039768731999684
2018-02-05,8900000.0,9250000.0,7715000.0,7832000.0,176326495552.98172,20709.59917348,-0.12,9404828.0,1,-0.12400752,0.5290791990170858
2018-02-06,7831000.0,8698000.0,6620000.0,8642000.0,335384726987.6974,44456.45172294,0.1034218590398365,8581514.0,1,0.09955434912527136,0.5817513343109516
2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,294441762043.2158,33928.15634331,-0.0295070585512612,8334255.5,0,-0.0,0.5817513343109516
2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,351355936611.4521,38113.82546535,0.130320734470013,8410893.0,1,0.12322097978596909,0.6534353037165419
2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,277460223221.5223,29459.15309411,0.0473628691983123,8574140.0,0,0.0,0.6534353037165419
2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,335316118019.4635,33057.119645650004,0.0030214523114109,8681931.0,0,-0.0,0.6534353037165419
2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,166733129197.31805,17672.616153080002,-0.0641630685811828,8939242.0,0,-0.0,0.6534353037165419
2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,145173412651.06952,14756.72285892,0.0879828326180256,9050102.0,0,0.0,0.6534353037165419
2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,136411104720.2393,13735.57073936,-0.0230769230769231,9317982.0,0,-0.0,0.6534353037165419
2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,176544632905.03323,17264.67105928,0.0572380375529981,9399026.0,0,0.0,0.6534353037165419
2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,293165904394.8277,26678.52011813,0.0844075241096151,9602950.0,0,0.0,0.6534353037165419
2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,231906886587.65182,20284.75192278,0.0092453993131988,10083707.0,0,0.0,0.6534353037165419
2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,406337968335.0321,34046.21887429,0.0731111498865817,10515162.0,0,0.0,0.6534353037165419
2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,538048238909.2242,44163.19851131,-0.0271544715447153,11027017.0,0,-0.0,0.6534353037165419
2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,278412584740.4364,22700.15187526,0.0570783887681765,11452213.0,0,0.0,0.6534353037165419
2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,547143024491.7908,41015.58477391,0.0710728120800063,11779184.0,0,0.0,0.6534353037165419
2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,492964886432.1959,37637.76832665,-0.0541039267788603,12262765.0,0,-0.0,0.6534353037165419
2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,454695464304.42505,37219.85617238,-0.0820912992586812,12417294.0,0,-0.0,0.6534353037165419
2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,365496367275.31226,31053.11554548,0.02567372268979,12313401.0,1,0.021840038772213247,0.6677063560848442
2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,257929366922.33112,21762.37417394,-0.0424368006630749,12345148.0,1,-0.04644463091587236,0.6366949808163016
2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,185760963538.6857,16499.63847015,-0.0279581061196225,11932564.0,1,-0.031965994287198124,0.61634239269684
2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,276455308845.72,24307.10812212,0.0483526268922529,11445279.0,1,0.04434443348174532,0.6436737469317648
2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,244517108299.52615,20616.46007981,0.0151193408646903,11293708.0,0,0.0,0.6436737469317648
2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,254046612860.76135,21114.42802459,-0.0076144255710819,11373247.0,0,-0.0,0.6436737469317648
2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,248835909818.77716,20882.28518046,0.0298482293423272,11450288.0,0,0.0,0.6436737469317648
2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,295637064034.3188,23945.11755659,0.0205501883084984,11579266.0,0,0.0,0.6436737469317648
2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,228965630025.4929,18163.17519084,0.0293622141997593,11800879.0,0,0.0,0.6436737469317648
2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,201340229993.18277,16125.74325513,-0.0186267633076143,12048761.0,0,-0.0,0.6436737469317648
2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,175702590360.74634,13919.50036247,0.0122299872935196,12132224.0,0,0.0,0.6436737469317648
2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,185315323122.34424,15007.19978396,-0.0567236780166326,12244271.0,0,-0.0,0.6436737469317648
2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,337512805826.04443,29131.72046073,-0.0684521334109623,12201676.0,1,-0.07245985960242868,0.5970332375993199
2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,232885684468.13763,21348.23284178,-0.0609821428571428,12050748.0,1,-0.06498989892857143,0.5582321078307424
2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,359087978449.7945,36119.23291786,-0.0094133307977559,11632942.0,1,-0.013609634756155528,0.5506347727340072
2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,173993980170.12576,16901.3779678,-0.0532731810328277,11223339.0,1,-0.057280967940103664,0.5190938799703243
2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,222910153569.97623,22131.28254155,0.0666125925174896,10541790.0,1,0.06260432606711953,0.5515914024914328
2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,243013316061.00055,23224.57971188,-0.0291825095057034,10156910.0,0,-0.0,0.5515914024914328
2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,163563552693.13174,16134.0145346,-0.0044061490257515,9970296.0,0,-0.0,0.5515914024914328
2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,188527487356.7046,19491.85046288,-0.099822974036192,9819179.0,0,-0.0,0.5515914024914328
2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,249635075454.0921,28078.89544603,-0.0041516442696383,9655145.0,1,-0.00685231637676403,0.5478117236908585
2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,132742166404.73772,14610.88215893,-0.002194185408667,9458780.0,1,-0.006202176631925398,0.5444140986194883
2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,85560272227.023,9640.05582315,-0.0470588235294118,9189839.0,1,-0.051066635294117646,0.5166127023963112
2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,177096093168.42688,20951.81009811,0.0404984423676011,8816213.0,1,0.03649028037383178,0.5354640447514355
2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,245419472243.3094,26470.16482589,0.0776225327123529,8606329.0,0,0.0,0.5354640447514355
2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,196491719564.2672,20520.44702784,0.0114221033134389,8800450.0,0,0.0,0.5354640447514355
2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,165715121214.27365,16611.83303474,0.0091565774748194,9062091.0,0,0.0,0.5354640447514355
2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,127016149438.50513,12988.83698289,-0.0137110595826192,9188982.0,0,-0.0,0.5354640447514355
2018-03-23,9779000.0,9850000.0,9253000.0,9847000.0,142667325470.46442,15006.67818287,0.0065419605438004,9248899.0,0,0.0,0.5354640447514355
2018-03-24,9847000.0,10000000.0,9550000.0,9580000.0,165029218994.35327,16804.4057451,-0.0271148573169492,9385495.0,0,-0.0,0.5354640447514355
2018-03-25,9580000.0,9649000.0,9408000.0,9477000.0,105095192622.3502,11031.07579798,-0.0107515657620042,9419526.0,0,-0.0,0.5354640447514355
2018-03-26,9480000.0,9570000.0,8801000.0,9052000.0,127581011940.66682,13942.96366853,-0.0448454152157855,9377096.0,0,-0.0,0.5354640447514355
2018-03-27,9054000.0,9141000.0,8520000.0,8651000.0,125080254901.64694,14209.6371507,-0.0442996022978346,9183818.0,1,-0.04851853545394301,0.5094841135118512
2018-03-28,8651000.0,8886000.0,8560000.0,8730000.0,86802477741.02734,9953.7299998,0.00913189226679,8925434.0,1,0.005123855739220899,0.5120946366109107
2018-03-29,8730000.0,8766000.0,7780000.0,7915000.0,151238051477.14026,18276.83128802,-0.0933562428407789,8737225.0,1,-0.09736386941580756,0.46223512128339056
