,time_utc,open,high,low,close,volume_krw,volume_market,price_change,gain,loss,avg_gain,avg_loss,rs,rsi,signal,position,highest_price,strategy_returns,strategy_returns2,buy_price,sell_price,cumulative_returns,cumulative_returns2
0,2017-09-24 19:00:00,4201000.0,4332000.0,4175000.0,4313000.0,551343192.79282,130.42824782,,0.0,0.0,,,,,0,0,,,0.0,,4313000.0,,1.0
1,2017-09-25 19:00:00,4308000.0,4418000.0,4298000.0,4370000.0,86667659.92205,19.87345491,57000.0,57000.0,0.0,,,,,0,0,,0.0,0.0,4313000.0,4370000.0,1.0,1.0
2,2017-09-26 19:00:00,4364000.0,4570000.0,4318000.0,4570000.0,123929893.77408999,27.93593958,200000.0,200000.0,0.0,,,,,0,0,,0.0,0.0,4370000.0,4570000.0,1.0,1.0
3,2017-09-27 19:00:00,4564000.0,4772000.0,4515000.0,4587000.0,344707208.6941,74.57425244,17000.0,17000.0,0.0,,,,,0,0,,0.0,0.0,4570000.0,4587000.0,1.0,1.0
4,2017-09-28 19:00:00,4587000.0,4709000.0,4476000.0,4658000.0,330887862.37923,72.16973152,71000.0,71000.0,0.0,,,,,0,0,,0.0,0.0,4587000.0,4658000.0,1.0,1.0
5,2017-09-29 19:00:00,4655000.0,4845000.0,4631000.0,4806000.0,81919161.67258,17.27166043,148000.0,148000.0,0.0,,,,,0,0,,0.0,0.0,4658000.0,4806000.0,1.0,1.0
6,2017-09-30 19:00:00,4806000.0,4948000.0,4682000.0,4895000.0,144543472.28847,29.73176661,89000.0,89000.0,0.0,,,,,0,0,,0.0,0.0,4806000.0,4895000.0,1.0,1.0
7,2017-10-01 19:00:00,4895000.0,5095000.0,4889000.0,5032000.0,156558627.23075,31.1065461,137000.0,137000.0,0.0,,,,,0,0,,0.0,0.0,4895000.0,5032000.0,1.0,1.0
8,2017-10-02 19:00:00,5032000.0,5079000.0,4811000.0,4910000.0,69584527.80931,13.99882864,-122000.0,0.0,122000.0,,,,,0,0,,-0.0,0.0,5032000.0,4910000.0,1.0,1.0
9,2017-10-03 19:00:00,4913000.0,5002000.0,4837000.0,4879000.0,37042940.76258,7.52809569,-31000.0,0.0,31000.0,,,,,0,0,,-0.0,0.0,4910000.0,4879000.0,1.0,1.0
10,2017-10-04 19:00:00,4887000.0,4993000.0,4811000.0,4971000.0,25568275.06668,5.21202644,92000.0,92000.0,0.0,,,,,0,0,,0.0,0.0,4879000.0,4971000.0,1.0,1.0
11,2017-10-05 19:00:00,4972000.0,5031000.0,4885000.0,4977000.0,124991984.60587999,25.37960258,6000.0,6000.0,0.0,,,,,0,0,,0.0,0.0,4971000.0,4977000.0,1.0,1.0
12,2017-10-06 19:00:00,4934000.0,5034000.0,4917000.0,4973000.0,22218810.78159,4.45826898,-4000.0,0.0,4000.0,,,,,0,0,,-0.0,0.0,4977000.0,4973000.0,1.0,1.0
13,2017-10-07 19:00:00,4972000.0,5192000.0,4962000.0,5173000.0,708964894.8909401,140.13164527,200000.0,200000.0,0.0,72642.85714285714,11214.285714285714,6.477707006369427,86.62691652470187,1,0,,0.0,0.0,4973000.0,5173000.0,1.0,1.0
14,2017-10-08 19:00:00,5173000.0,5545000.0,5012000.0,5522000.0,62036654.96374,11.93220736,349000.0,349000.0,0.0,97571.42857142857,11214.285714285714,8.700636942675159,89.6913985554826,0,1,5522000.0,0.06746568722211488,0.06533501718773937,5183346.0,5522000.0,1.0674656872221149,1.0653350171877394
15,2017-10-09 19:00:00,5524000.0,5761000.0,5248000.0,5557000.0,70047797.96464,12.71293823,35000.0,35000.0,0.0,96000.0,11214.285714285714,8.560509554140127,89.54030646235843,0,1,5557000.0,0.006338283230713504,0.006338283230713504,5522000.0,5557000.0,1.074231587086797,1.0720874122622723
16,2017-10-10 19:00:00,5557000.0,5642000.0,5451000.0,5569000.0,27022101.203280002,4.89063186,12000.0,12000.0,0.0,82571.42857142857,11214.285714285714,7.3630573248407645,88.04265041888804,0,1,5569000.0,0.0021594385459779986,0.0021594385459779986,5557000.0,5569000.0,1.0765513241832592,1.0744025191449693
17,2017-10-11 19:00:00,5528000.0,6213000.0,5503000.0,6179000.0,119536106.69893,21.09697186,610000.0,610000.0,0.0,124928.57142857143,11214.285714285714,11.140127388535033,91.76285414480587,0,1,6179000.0,0.1095349254803375,0.1095349254803375,5569000.0,6179000.0,1.1944712932534312,1.1920871190154003
18,2017-10-12 19:00:00,6143000.0,6950000.0,6102000.0,6446000.0,174934060.08642,26.79666146,267000.0,267000.0,0.0,138928.57142857142,11214.285714285714,12.388535031847134,92.53092293054235,0,1,6446000.0,0.04321087554620484,0.04321087554620484,6179000.0,6446000.0,1.2460854436497195,1.2435982471554086
19,2017-10-13 19:00:00,6445000.0,6586000.0,6322000.0,6481000.0,22332306.76853,3.46109154,35000.0,35000.0,0.0,130857.14285714286,11214.285714285714,11.668789808917198,92.10658622423328,0,1,6481000.0,0.00542972385975804,0.00542972385975804,6446000.0,6481000.0,1.2528513435144015,1.2503506422299415
20,2017-10-14 19:00:00,6481000.0,6700000.0,6142000.0,6259000.0,39759476.04371,6.19999272,-222000.0,0.0,222000.0,124500.0,27071.428571428572,4.598944591029023,82.13949104618284,0,1,6481000.0,-0.034253973152291284,-0.034253973152291284,6481000.0,6259000.0,1.2099362072298472,1.207521164900047
21,2017-10-15 19:00:00,6262000.0,6520000.0,6192000.0,6407000.0,156948479.88416,24.63374071,148000.0,148000.0,0.0,125285.71428571429,27071.428571428572,4.627968337730871,82.23159868729489,0,1,6481000.0,0.023645949832241664,0.023645949832241664,6259000.0,6407000.0,1.238546298086217,1.2360741497866437
22,2017-10-16 19:00:00,6401000.0,6527000.0,6299000.0,6379000.0,27239822.42592,4.23666821,-28000.0,0.0,28000.0,125285.71428571429,20357.14285714286,6.15438596491228,86.02256007846984,0,1,6481000.0,-0.004370220071796438,-0.004370220071796438,6407000.0,6379000.0,1.2331335781944714,1.2306722337270173
23,2017-10-17 19:00:00,6342000.0,6488000.0,5876000.0,6312000.0,211222466.75125998,34.75302104,-67000.0,0.0,67000.0,125285.71428571429,22928.571428571428,5.464174454828661,84.53012048192771,0,1,6481000.0,-0.010503213669854183,-0.010503213669854183,6379000.0,6312000.0,1.2201817127392232,1.2177462202986258
24,2017-10-18 19:00:00,6279000.0,6589000.0,6109000.0,6424000.0,84227543.02525,13.24233958,112000.0,112000.0,0.0,126714.28571428571,22928.571428571428,5.526479750778816,84.67780429594272,0,1,6481000.0,0.017743979721166037,0.017743979721166037,6312000.0,6424000.0,1.2418325923062057,1.2393538845371312
25,2017-10-19 19:00:00,6448000.0,6800000.0,6386000.0,6800000.0,139653603.49104,21.18703477,376000.0,376000.0,0.0,153142.85714285713,22928.571428571428,6.679127725856698,86.97768762677485,0,1,6800000.0,0.05853051058530512,0.05853051058530512,6424000.0,6800000.0,1.314517687995361,1.3118939001949708
26,2017-10-20 19:00:00,6800000.0,7253000.0,6724000.0,6965000.0,43612539.10816,6.25165226,165000.0,165000.0,0.0,164928.57142857142,22642.85714285714,7.28391167192429,87.92840822543793,0,1,6965000.0,0.024264705882352855,0.024264705882352855,6800000.0,6965000.0,1.346414073071719,1.3437266198320545
27,2017-10-21 19:00:00,7104000.0,7153000.0,6709000.0,6812000.0,30488475.099689998,4.448731899999999,-153000.0,0.0,153000.0,150642.85714285713,33571.42857142857,4.487234042553191,81.77588212485459,0,1,6965000.0,-0.021966977745872196,-0.021966977745872196,6965000.0,6812000.0,1.3168374250918233,1.3142090070776677
28,2017-10-22 19:00:00,6810000.0,7100000.0,6668000.0,6813000.0,84512515.29129,12.224729400000001,1000.0,1000.0,0.0,125785.71428571429,33571.42857142857,3.746808510638298,78.9332138054684,0,1,6965000.0,0.00014679976512033122,0.00014679976512033122,6812000.0,6813000.0,1.3170307365165286,1.3144019326512257
29,2017-10-23 19:00:00,6792000.0,7052000.0,6350000.0,6560000.0,488968164.46108,73.74517939,-253000.0,0.0,253000.0,123285.71428571429,51642.857142857145,2.3872752420470262,70.47774601878318,-1,1,6965000.0,-0.03713488918244534,-0.039060619404080454,6813000.0,6546880.0,1.268122946066113,1.2630605790159484
30,2017-10-24 19:00:00,6560000.0,6618000.0,6212000.0,6423000.0,797143400.44306,123.77598245,-137000.0,0.0,137000.0,122428.57142857143,61428.57142857143,1.9930232558139536,66.5889665889666,-1,0,,-0.0,0.0,6560000.0,6410154.0,1.268122946066113,1.2630605790159484
31,2017-10-25 19:00:00,6423000.0,6873000.0,6384000.0,6770000.0,2177841818.14791,324.80648434,347000.0,347000.0,0.0,103642.85714285714,61428.57142857143,1.6872093023255814,62.78667243617482,0,0,,0.0,0.0,6423000.0,6770000.0,1.268122946066113,1.2630605790159484
32,2017-10-26 19:00:00,6765000.0,6950000.0,6633000.0,6692000.0,3493501389.45127,516.26457145,-78000.0,0.0,78000.0,84571.42857142857,67000.0,1.2622601279317696,55.796418473138544,0,0,,-0.0,0.0,6770000.0,6692000.0,1.268122946066113,1.2630605790159484
33,2017-10-27 19:00:00,6692000.0,6800000.0,6600000.0,6705000.0,2578752009.6683,385.07687714,13000.0,13000.0,0.0,83000.0,67000.0,1.2388059701492538,55.33333333333333,0,0,,0.0,0.0,6692000.0,6705000.0,1.268122946066113,1.2630605790159484
34,2017-10-28 19:00:00,6725000.0,6841000.0,6588000.0,6791000.0,4153621724.65478,620.18673854,86000.0,86000.0,0.0,89142.85714285714,51142.857142857145,1.7430167597765363,63.543788187372705,0,0,,0.0,0.0,6705000.0,6791000.0,1.268122946066113,1.2630605790159484
35,2017-10-29 19:00:00,6791000.0,7030000.0,6766000.0,6940000.0,3944183875.3918,568.6307131,149000.0,149000.0,0.0,89214.28571428571,51142.857142857145,1.744413407821229,63.56234096692112,0,0,,0.0,0.0,6791000.0,6940000.0,1.268122946066113,1.2630605790159484
36,2017-10-30 19:00:00,6947000.0,7270000.0,6907000.0,7241000.0,7577249616.23936,1069.27648047,301000.0,301000.0,0.0,110714.28571428571,49142.857142857145,2.252906976744186,69.25826630920464,0,0,,0.0,0.0,6940000.0,7241000.0,1.268122946066113,1.2630605790159484
37,2017-10-31 19:00:00,7243000.0,7573000.0,7191000.0,7545000.0,8733529271.761919,1180.1867256,304000.0,304000.0,0.0,132428.57142857142,44357.142857142855,2.9855072463768115,74.9090909090909,0,0,,0.0,0.0,7241000.0,7545000.0,1.268122946066113,1.2630605790159484
38,2017-11-01 19:00:00,7545000.0,8596000.0,7482000.0,8099000.0,14772920270.05484,1833.95836197,554000.0,554000.0,0.0,164000.0,44357.142857142855,3.6972624798711755,78.71100445663353,0,0,,0.0,0.0,7545000.0,8099000.0,1.268122946066113,1.2630605790159484
39,2017-11-02 19:00:00,8099000.0,8478000.0,8000000.0,8307000.0,8365223062.95821,1011.05909955,208000.0,208000.0,0.0,152000.0,44357.142857142855,3.426731078904992,77.40996726082211,0,0,,0.0,0.0,8099000.0,8307000.0,1.268122946066113,1.2630605790159484
40,2017-11-03 19:00:00,8308000.0,8308000.0,7560000.0,8268000.0,7224378776.43304,893.85012265,-39000.0,0.0,39000.0,140214.2857142857,47142.857142857145,2.974242424242424,74.83797178802897,0,0,,-0.0,0.0,8307000.0,8268000.0,1.268122946066113,1.2630605790159484
41,2017-11-04 19:00:00,8268000.0,8620000.0,8200000.0,8561000.0,6613635481.81252,783.35983757,293000.0,293000.0,0.0,161142.85714285713,36214.28571428572,4.449704142011834,81.65038002171552,0,0,,0.0,0.0,8268000.0,8561000.0,1.268122946066113,1.2630605790159484
42,2017-11-05 19:00:00,8562000.0,8620000.0,8156000.0,8188000.0,15318309379.26424,1828.01837756,-373000.0,0.0,373000.0,161071.42857142858,62857.142857142855,2.5625,71.9298245614035,0,0,,-0.0,0.0,8561000.0,8188000.0,1.268122946066113,1.2630605790159484
43,2017-11-06 19:00:00,8188000.0,8413000.0,8030000.0,8167000.0,16041434042.37474,1954.43048367,-21000.0,0.0,21000.0,161071.42857142858,46285.71428571428,3.4799382716049387,77.67826386496728,0,0,,-0.0,0.0,8188000.0,8167000.0,1.268122946066113,1.2630605790159484
44,2017-11-07 19:00:00,8168000.0,8639000.0,8075000.0,8227000.0,16729146007.49415,2010.16478213,60000.0,60000.0,0.0,165357.14285714287,36500.0,4.5303326810176126,81.9179051663128,0,0,,0.0,0.0,8167000.0,8227000.0,1.268122946066113,1.2630605790159484
45,2017-11-08 19:00:00,8228000.0,8349000.0,8041000.0,8094000.0,22596094593.84835,2754.41245792,-133000.0,0.0,133000.0,140571.42857142858,46000.0,3.0559006211180124,75.34456355283308,0,0,,-0.0,0.0,8227000.0,8094000.0,1.268122946066113,1.2630605790159484
46,2017-11-09 19:00:00,8095000.0,8240000.0,7350000.0,7543000.0,24758122121.23264,3126.85683249,-551000.0,0.0,551000.0,140571.42857142858,79785.71428571429,1.7618621307072515,63.79254457050243,-1,0,,-0.0,0.0,8094000.0,7527914.0,1.268122946066113,1.2630605790159484
47,2017-11-10 19:00:00,7540000.0,7897000.0,7051000.0,7051000.0,27190294357.50778,3618.97281433,-492000.0,0.0,492000.0,139642.85714285713,114928.57142857143,1.2150403977625852,54.854096520763186,0,0,,-0.0,0.0,7543000.0,7051000.0,1.268122946066113,1.2630605790159484
48,2017-11-11 19:00:00,7050000.0,8250000.0,6476000.0,7297000.0,58765507332.90635,8161.2147476400005,246000.0,246000.0,0.0,151071.42857142858,114928.57142857143,1.314481044126787,56.7937701396348,0,0,,0.0,0.0,7051000.0,7297000.0,1.268122946066113,1.2630605790159484
