strategy,stoploss,total_return,cagr,mdd,win_rate,buy_time,win_time,gain_loss_ratio,holding_time_ratio,investing_period,sharpe_ratio,execution_time
benchmark,,28.59008264462783,0.01999803774661757,0.8748599439775915,,,,,,62443,0.06946973369572755,
macd_8_21,,161.3832014617331,1.039912193870148,0.5384436642520567,0.35714285714285715,42.0,15.0,10.75,0.5310821181887951,2606,1.675123923279748,00:00
macd_8_21,0.03,95.07964366455762,0.8953530606049969,0.41480486803204614,0.4387755102040816,98.0,43.0,2.72,0.4800460475825019,2606,1.5806216345988124,00:00
macd_8_21,0.05,174.12512612335937,1.0616100322173891,0.49448497312681067,0.45588235294117646,68.0,31.0,4.55,0.501151189562548,2606,1.7439156677956789,00:00
macd_8_21,0.1,166.15070483907158,1.048196602443853,0.4814682344309364,0.3829787234042553,47.0,18.0,8.77,0.522256331542594,2606,1.7136004225645363,00:00
macd_8_21,0.2,143.86496831903258,1.007555446204468,0.49457326430636395,0.3488372093023256,43.0,15.0,10.48,0.5291634689178818,2606,1.64913421728126,00:00
macd_8_26,,113.343836244201,0.9421204167752064,0.610043351352853,0.40540540540540543,37.0,15.0,8.58,0.5291634689178818,2606,1.5752483468863756,00:00
macd_8_26,0.03,82.6011875724595,0.8587790124174983,0.47049695409176284,0.4148936170212766,94.0,39.0,2.86,0.47620874904067534,2606,1.546921770580119,00:00
macd_8_26,0.05,130.60470056039932,0.9807429216980215,0.5338267861728547,0.47619047619047616,63.0,30.0,3.97,0.49961627014581733,2606,1.6592793478590344,00:00
macd_8_26,0.1,107.70310738608069,0.9284078599870651,0.5619063289625725,0.4186046511627907,43.0,18.0,7.69,0.5191864927091328,2606,1.5880427691157721,00:00
macd_8_26,0.2,101.00818844488879,0.9113148259998805,0.5729784194850897,0.39473684210526316,38.0,15.0,8.51,0.5272448196469686,2606,1.5486281980643535,00:00
macd_8_30,,96.03751860467564,0.8979883712700922,0.6597907506336715,0.3611111111111111,36.0,13.0,11.05,0.5237912509593247,2606,1.514092758288875,00:00
macd_8_30,0.03,61.31293777112587,0.7838204279223613,0.5758049423871878,0.42391304347826086,92.0,39.0,2.78,0.4716039907904835,2606,1.4395875232306599,00:00
macd_8_30,0.05,94.6288594480703,0.8941050344930872,0.6251877559566663,0.49206349206349204,63.0,31.0,3.75,0.49424405218726014,2606,1.5465182589839037,00:00
macd_8_30,0.1,117.409558754426,0.9516477985795455,0.5054741397821618,0.42857142857142855,42.0,18.0,7.49,0.5141980046047583,2606,1.6182281177125541,00:00
macd_8_30,0.2,85.56891188179077,0.8678827956545707,0.6274542519682621,0.3684210526315789,38.0,14.0,8.26,0.5218726016884113,2606,1.4873592194399683,00:00
macd_12_21,,67.04989153900696,0.8059610145573604,0.6899760363464487,0.4166666666666667,36.0,15.0,6.73,0.5303146584804298,2606,1.406758529866527,00:00
macd_12_21,0.03,41.255777520722845,0.6893664995223008,0.5940217914547559,0.42391304347826086,92.0,39.0,2.62,0.47620874904067534,2606,1.315071115773638,00:00
macd_12_21,0.05,64.1513311686053,0.794984200049915,0.6867685933020111,0.47692307692307695,65.0,31.0,3.55,0.49961627014581733,2606,1.4253289583976338,00:00
macd_12_21,0.1,84.51141208108166,0.8646700314284672,0.5329111302888802,0.42857142857142855,42.0,18.0,6.62,0.5191864927091328,2606,1.515862311991469,00:00
macd_12_21,0.2,59.70852953490347,0.7773151615556062,0.6605086144418395,0.40540540540540543,37.0,15.0,6.64,0.5283960092095165,2606,1.3795035116214933,00:00
macd_12_26,,64.36126540510257,0.7957931807130962,0.7117615530794486,0.34375,32.0,11.0,9.83,0.5253261703760552,2606,1.3982106473037978,00:00
macd_12_26,0.03,40.18796611168134,0.683321189190166,0.6214177756541772,0.39325842696629215,89.0,35.0,2.96,0.47198772064466615,2606,1.311696095390208,00:00
macd_12_26,0.05,61.90156007061004,0.7861709852940497,0.6765096502794704,0.43548387096774194,62.0,27.0,4.26,0.49539524174980815,2606,1.41946295637991,00:00
macd_12_26,0.1,84.11827998754784,0.8634669501748462,0.5429110407735814,0.425,40.0,17.0,6.74,0.5138142747505756,2606,1.5179824236731367,00:00
macd_12_26,0.2,57.30995790801308,0.7673086081992946,0.6843648195352352,0.35294117647058826,34.0,12.0,7.23,0.523407521105142,2606,1.37084095962863,00:00
macd_12_30,,79.74223039368553,0.849742153403412,0.6791035430040044,0.41935483870967744,31.0,13.0,8.28,0.5214888718342287,2606,1.4642513468713243,00:00
macd_12_30,0.03,49.1113125455842,0.7301963022887978,0.5861508163691755,0.4175824175824176,91.0,38.0,2.73,0.46776669224865697,2606,1.3770291064599873,00:00
macd_12_30,0.05,75.50688584726105,0.835835343334818,0.6463747938096549,0.4426229508196721,61.0,27.0,4.43,0.4911742133537989,2606,1.4838389496822593,00:00
macd_12_30,0.1,85.09279833025667,0.866440527700495,0.5335470839420763,0.45,40.0,18.0,6.67,0.5095932463545664,2606,1.5275192584573976,00:00
macd_12_30,0.2,69.9221406976096,0.8164484991777001,0.6486027030864738,0.42424242424242425,33.0,14.0,6.12,0.5191864927091328,2606,1.4325862300955632,00:00
macd_15_21,,70.4201601836224,0.8182296410092889,0.7064934782332656,0.375,32.0,12.0,9.34,0.5264773599386032,2606,1.4232100731127832,00:00
macd_15_21,0.03,42.44957301785832,0.6959714569539508,0.6152695091460811,0.39325842696629215,89.0,35.0,2.99,0.4727551803530315,2606,1.3281323738040425,00:00
macd_15_21,0.05,65.35544760366412,0.7995941759370324,0.6712560890846315,0.43548387096774194,62.0,27.0,4.3,0.4961627014581734,2606,1.4355731438173316,00:00
macd_15_21,0.1,94.52604572754046,0.893819679509751,0.5345569198216585,0.46153846153846156,39.0,18.0,6.41,0.5153491941673062,2606,1.5520138351139976,00:00
macd_15_21,0.2,62.7152066790533,0.7893891850969286,0.6785960202215368,0.38235294117647056,34.0,13.0,6.91,0.52455871066769,2606,1.3959956180364868,00:00
macd_15_26,,75.31377840314701,0.8351856289563511,0.6706619788851789,0.3870967741935484,31.0,12.0,9.45,0.5211051419800461,2606,1.4465169112634837,00:00
macd_15_26,0.03,46.10269266397026,0.715256692322686,0.5769595727018947,0.4175824175824176,91.0,38.0,2.7,0.46776669224865697,2606,1.3565754808064812,00:00
macd_15_26,0.05,68.77823660582158,0.8123163022920747,0.6497828464091642,0.43548387096774194,62.0,27.0,4.61,0.4904067536454336,2606,1.45486213790429,00:00
macd_15_26,0.1,80.37088487458792,0.8517525955903531,0.5212764835241811,0.45,40.0,18.0,6.53,0.5092095165003837,2606,1.5087413219857744,00:00
macd_15_26,0.2,63.94391735772025,0.7941827273994826,0.6505944517474237,0.3939393939393939,33.0,13.0,6.81,0.5184190330007674,2606,1.4057763603274736,00:00
macd_15_30,,90.34415173845126,0.8819829478092513,0.587432380214967,0.42857142857142855,28.0,12.0,9.35,0.5176515732924022,2606,1.5026579870408092,00:00
macd_15_30,0.03,51.45148561058122,0.7412922963717168,0.5285150138776482,0.4157303370786517,89.0,37.0,3.05,0.46508058326937834,2606,1.3931298426440468,00:00
macd_15_30,0.05,75.64517736822063,0.8362997622733237,0.6096776592837833,0.4406779661016949,59.0,26.0,4.94,0.4861857252494244,2606,1.4864463522104556,00:00
macd_15_30,0.1,96.5434978477196,0.8993714069746812,0.5218217837444599,0.48717948717948717,39.0,19.0,6.75,0.5053722179585571,2606,1.5684279110131625,00:00
macd_15_30,0.2,73.2410018586608,0.8281212076889033,0.5819669517822782,0.43333333333333335,30.0,13.0,6.62,0.514581734458941,2606,1.4490931023271363,00:00
macd_8_21,,186.96929632060832,1.0821489285455979,0.5603388594564951,0.38095238095238093,42.0,16.0,10.61,0.5310821181887951,2606,1.6645343891489786,01:00
macd_8_21,0.03,245.02156475200678,1.1621361732995106,0.4089569243044763,0.44680851063829785,94.0,42.0,2.83,0.48081350729086725,2606,1.8336681510701027,01:00
macd_8_21,0.05,186.62153551401144,1.0816089584668984,0.5504918797047352,0.43478260869565216,69.0,30.0,5.31,0.5007674597083653,2606,1.7243594667758724,01:00
macd_8_21,0.1,160.2246550641204,1.0378674524229572,0.5830541100812701,0.4,50.0,20.0,6.72,0.5203376822716808,2606,1.6554573953704266,01:00
macd_8_21,0.2,124.55713481602997,0.9677352136895501,0.5062644980979621,0.37777777777777777,45.0,17.0,9.52,0.5287797390636991,2606,1.5718651395805565,01:00
macd_8_26,,112.54636806256441,0.9402175812983247,0.6490153626817634,0.3684210526315789,38.0,14.0,8.81,0.5283960092095165,2606,1.5237493629725198,01:00
macd_8_26,0.03,172.99233622947952,1.0597370358719291,0.43986695686335775,0.4,90.0,36.0,2.81,0.476592478894858,2606,1.7322241054073262,01:00
macd_8_26,0.05,141.75149663882559,1.003427256993136,0.6020336009798946,0.4393939393939394,66.0,29.0,4.79,0.49693016116653876,2606,1.6514459881453198,01:00
macd_8_26,0.1,107.12334554399594,0.926964006571207,0.6671491099405585,0.40425531914893614,47.0,19.0,5.71,0.5165003837298542,2606,1.5441858605649843,01:00
macd_8_26,0.2,74.84513493302326,0.8336029688361812,0.6058474127324501,0.34146341463414637,41.0,14.0,9.02,0.5260936300844206,2606,1.4286036224904726,01:00
macd_8_30,,99.09136164523558,0.9062433495779476,0.7052061925518308,0.3333333333333333,36.0,12.0,12.49,0.52455871066769,2606,1.4741194075441169,01:00
macd_8_30,0.03,136.32388426183138,0.9925797013573738,0.5875507543450388,0.41304347826086957,92.0,38.0,2.76,0.47198772064466615,2606,1.642820235268026,01:00
macd_8_30,0.05,102.26968113105794,0.9146079085155814,0.7247558475103041,0.4461538461538462,65.0,29.0,4.77,0.49424405218726014,2606,1.533108824403537,01:00
macd_8_30,0.1,125.67155526038084,0.9701721338657929,0.6233743629177452,0.38636363636363635,44.0,17.0,7.27,0.5122793553338449,2606,1.587886955409582,01:00
macd_8_30,0.2,65.85764555172729,0.8014956151316923,0.6689492087062623,0.3333333333333333,39.0,13.0,9.75,0.522256331542594,2606,1.379281784769119,01:00
macd_12_21,,93.25006500519912,0.8902560933423864,0.6147822765049502,0.3888888888888889,36.0,14.0,8.37,0.5291634689178818,2606,1.4667978117092313,01:00
macd_12_21,0.03,151.36368732027583,1.021796443729159,0.44032448200234064,0.41304347826086957,92.0,38.0,2.97,0.47620874904067534,2606,1.6908494929506297,01:00
macd_12_21,0.05,106.73303283374275,0.9259882076185253,0.5649618155216034,0.43283582089552236,67.0,29.0,4.48,0.49693016116653876,2606,1.5605592498366068,01:00
macd_12_21,0.1,94.66925541075369,0.8942170795316973,0.6346846884476528,0.4090909090909091,44.0,18.0,6.06,0.5161166538756715,2606,1.5047024629894714,01:00
macd_12_21,0.2,61.95585688682491,0.7863868557947877,0.5674039652076811,0.358974358974359,39.0,14.0,8.61,0.5268610897927859,2606,1.3710233646676477,01:00
macd_12_26,,66.78122632382446,0.8049606708520278,0.7184858833430446,0.36363636363636365,33.0,12.0,9.74,0.52455871066769,2606,1.3662564609104424,01:00
macd_12_26,0.03,99.5574721524149,0.9074842048685412,0.5922620528474163,0.4,90.0,36.0,2.79,0.4712202609363008,2606,1.5511248513947242,01:00
macd_12_26,0.05,70.7412812986261,0.8193724592394336,0.697408497349968,0.421875,64.0,27.0,4.58,0.4927091327705295,2606,1.4277167853210935,01:00
macd_12_26,0.1,94.60026993513634,0.8940257120420732,0.6186573060691674,0.40476190476190477,42.0,17.0,6.23,0.5107444359171144,2606,1.50817610879126,01:00
macd_12_26,0.2,44.275567542799884,0.7057784016636779,0.6838621818878324,0.3611111111111111,36.0,13.0,7.97,0.522256331542594,2606,1.2696439267554405,01:00
macd_12_30,,75.87815150921695,0.8370805230926679,0.6968059741155403,0.41935483870967744,31.0,13.0,8.18,0.5218726016884113,2606,1.4027437859271417,01:00
macd_12_30,0.03,110.69018837839597,0.9357436567723025,0.564984786018084,0.38461538461538464,91.0,35.0,2.96,0.46776669224865697,2606,1.585313996939954,01:00
macd_12_30,0.05,77.46056515160949,0.8423304321975384,0.6967372058167327,0.43548387096774194,62.0,27.0,4.6,0.4896392939370683,2606,1.4552261000534334,01:00
macd_12_30,0.1,101.68069978423664,0.9130747238155861,0.6126423273720047,0.45,40.0,18.0,5.58,0.5076745970836531,2606,1.530578674224652,01:00
macd_12_30,0.2,51.5807055743726,0.7418925051927314,0.659515839042067,0.4117647058823529,34.0,14.0,6.75,0.5191864927091328,2606,1.31325928253085,01:00
macd_15_21,,68.01656901079815,0.809532455667493,0.7202973965164474,0.375,32.0,12.0,9.67,0.5249424405218726,2606,1.3704392841418005,01:00
macd_15_21,0.03,97.25498467344842,0.9013057738729675,0.5929125237539099,0.3888888888888889,90.0,35.0,2.89,0.47045280122793554,2606,1.5444060900397398,01:00
macd_15_21,0.05,72.40461262469121,0.8252225200072596,0.6978912264420248,0.421875,64.0,27.0,4.46,0.4927091327705295,2606,1.4333347268042869,01:00
macd_15_21,0.1,96.73277774720906,0.8998871964252522,0.621111205439615,0.40476190476190477,42.0,17.0,6.35,0.511128165771297,2606,1.513528137822008,01:00
macd_15_21,0.2,45.10073469152284,0.7100989677132372,0.6858964948697951,0.37142857142857144,35.0,13.0,7.9,0.5226400613967767,2606,1.273963405210204,01:00
macd_15_26,,70.00401150851306,0.8167420432660542,0.684115401810651,0.3870967741935484,31.0,12.0,9.42,0.5203376822716808,2606,1.3825850859622093,01:00
macd_15_26,0.03,100.45924479554421,0.9098708815375667,0.5588723298145868,0.3695652173913043,92.0,34.0,3.08,0.4658480429777437,2606,1.5593468396518204,01:00
macd_15_26,0.05,70.88810322058669,0.8198935099628399,0.6865613247373311,0.4375,64.0,28.0,4.52,0.48810437452033767,2606,1.4319078520290645,01:00
macd_15_26,0.1,93.83502719635526,0.8918949055180048,0.5964289783853314,0.45,40.0,18.0,5.46,0.5061396776669225,2606,1.5097545788452444,01:00
macd_15_26,0.2,45.89931847207082,0.714217477461701,0.6574177210797331,0.38235294117647056,34.0,13.0,7.54,0.5172678434382195,2606,1.2830675953713029,01:00
macd_15_30,,87.70588444225983,0.8742733853520281,0.5934506955575282,0.41379310344827586,29.0,12.0,10.0,0.5172678434382195,2606,1.4443300854086218,01:00
macd_15_30,0.03,101.88919854794804,0.9136183322550244,0.5251326900075725,0.4175824175824176,91.0,38.0,2.75,0.4635456638526477,2606,1.5640016422885394,01:00
macd_15_30,0.05,81.9837418839638,0.8568500853326073,0.633825278729187,0.46774193548387094,62.0,29.0,4.46,0.48426707597851115,2606,1.4767212508405088,01:00
macd_15_30,0.1,117.05187299406572,0.9508210003205528,0.48267011767270923,0.48717948717948717,39.0,19.0,5.68,0.5030698388334612,2606,1.573731536953957,01:00
macd_15_30,0.2,52.1847450536155,0.7446814727807956,0.5997782647887253,0.40625,32.0,13.0,7.45,0.5138142747505756,2606,1.3208827005375698,01:00
macd_8_21,,169.75643106554102,1.054328307074106,0.5833314665855341,0.42857142857142855,42.0,18.0,8.4,0.5295471987720645,2606,1.604366700030917,02:00
macd_8_21,0.03,100.43204353750056,0.9097991566470167,0.5412921721380831,0.47058823529411764,102.0,48.0,2.94,0.4742900997697621,2606,1.5183033806495358,02:00
macd_8_21,0.05,129.0650605836637,0.9774808811600131,0.6575193127591195,0.3918918918918919,74.0,29.0,3.95,0.49731389102072143,2606,1.5772167939323944,02:00
macd_8_21,0.1,208.43243755582816,1.1139205334010516,0.5399922546130257,0.40816326530612246,49.0,20.0,7.27,0.5191864927091328,2606,1.6968290760517528,02:00
macd_8_21,0.2,188.28792860100333,1.0841886026178953,0.5229289643472042,0.4318181818181818,44.0,19.0,7.78,0.5276285495011512,2606,1.6576273154760917,02:00
macd_8_26,,102.80467640360324,0.9159940579417756,0.6631853037911734,0.39473684210526316,38.0,15.0,7.79,0.5299309286262471,2606,1.4702799376528062,02:00
macd_8_26,0.03,69.21814597537839,0.8139122601776492,0.6335865546081303,0.42574257425742573,101.0,43.0,3.28,0.47544128933231006,2606,1.416103300601414,02:00
macd_8_26,0.05,94.61147488889586,0.8940568029488298,0.6990070177559827,0.4084507042253521,71.0,29.0,3.59,0.4965464313123561,2606,1.4959439957623644,02:00
macd_8_26,0.1,138.26346738894497,0.9964977875593735,0.6281519803126039,0.41304347826086957,46.0,19.0,6.49,0.5188027628549501,2606,1.586937242940831,02:00
macd_8_26,0.2,114.07017365567728,0.9438436225090716,0.6143588414832575,0.375,40.0,15.0,8.13,0.5280122793553338,2606,1.520393071146451,02:00
macd_8_30,,87.40751290511464,0.8733891145056274,0.7152132052749973,0.3611111111111111,36.0,13.0,10.22,0.5268610897927859,2606,1.4146873131057145,02:00
macd_8_30,0.03,66.62104073420508,0.8043626147259249,0.6472621823877324,0.42857142857142855,98.0,42.0,3.15,0.4708365310821182,2606,1.4075831713122116,02:00
macd_8_30,0.05,73.82888631359394,0.8301418881740237,0.7592207625203612,0.4117647058823529,68.0,28.0,3.35,0.49424405218726014,2606,1.408642419472731,02:00
macd_8_30,0.1,143.1055286364456,1.0060780501754838,0.6009308367903734,0.3953488372093023,43.0,17.0,7.59,0.5153491941673062,2606,1.591559836670069,02:00
macd_8_30,0.2,97.00201893510241,0.9006194030797694,0.6739289862223603,0.34210526315789475,38.0,13.0,8.68,0.5249424405218726,2606,1.462196809966276,02:00
macd_12_21,,94.13603899708552,0.8927348261855488,0.6457149227693477,0.4166666666666667,36.0,15.0,7.32,0.5310821181887951,2606,1.4391851312049386,02:00
macd_12_21,0.03,63.156436392878476,0.7911196205126285,0.6151215590878222,0.43434343434343436,99.0,43.0,3.24,0.47390636991557944,2606,1.3874844074107968,02:00
macd_12_21,0.05,91.18649931583333,0.8844041391996191,0.6855327665918649,0.391304347826087,69.0,27.0,3.63,0.4961627014581734,2606,1.4785951345142647,02:00
macd_12_21,0.1,133.6480681623344,0.9870955180076524,0.6088644413207708,0.4186046511627907,43.0,18.0,6.98,0.5188027628549501,2606,1.5701710681637133,02:00
macd_12_21,0.2,104.46076446251517,0.9202463106456069,0.5943558604589121,0.39473684210526316,38.0,15.0,7.72,0.5291634689178818,2606,1.4878382407806503,02:00
macd_12_26,,68.50285651474012,0.8113128352254821,0.7368001954331809,0.34375,32.0,11.0,10.18,0.5257099002302379,2606,1.348867851615673,02:00
macd_12_26,0.03,58.768743475042385,0.7734357026078169,0.6661085290982252,0.4375,96.0,42.0,3.25,0.4689178818112049,2606,1.3696216972128965,02:00
macd_12_26,0.05,69.35042429849572,0.8143904744659307,0.7468716785792626,0.42028985507246375,69.0,29.0,3.05,0.4915579432079816,2606,1.3937831012728303,02:00
macd_12_26,0.1,126.70325655602979,0.9724117913472199,0.5920141436757055,0.3902439024390244,41.0,16.0,7.59,0.5122793553338449,2606,1.5605587715724711,02:00
macd_12_26,0.2,76.04571745516445,0.8376408259345842,0.6986453420916126,0.3235294117647059,34.0,11.0,8.87,0.5237912509593247,2606,1.3946965671475091,02:00
macd_12_30,,76.66035369488947,0.8396871002790658,0.6860418544405369,0.41935483870967744,31.0,13.0,8.23,0.5218726016884113,2606,1.3833593419700523,02:00
macd_12_30,0.03,71.51328850263879,0.8221020124232614,0.6025608516085029,0.4105263157894737,95.0,39.0,3.51,0.46508058326937834,2606,1.4325042675152642,02:00
macd_12_30,0.05,72.10309041545445,0.8241705616562587,0.7287075830370684,0.42424242424242425,66.0,28.0,3.16,0.48848810437452034,2606,1.4080555268336574,02:00
macd_12_30,0.1,126.96555937210907,0.972978727029818,0.5600532863462107,0.41025641025641024,39.0,16.0,8.08,0.508825786646201,2606,1.5653504604851,02:00
macd_12_30,0.2,85.0885144623607,0.8664275196819748,0.6405288001321283,0.3939393939393939,33.0,13.0,7.1,0.5199539524174981,2606,1.4304640496478331,02:00
macd_15_21,,74.32249100832354,0.831827993562475,0.7363067166200048,0.36363636363636365,33.0,12.0,9.57,0.5276285495011512,2606,1.3677066339806456,02:00
