,time_utc,open,high,low,close,volume_krw,volume_market,ema_fast,ema_slow,macd,signal,position,strategy_returns,strategy_returns2,buy_price,sell_price,cumulative_returns,cumulative_returns2
16,2017-10-11,5533000.0,5605000.0,5451000.0,5557000.0,23324891.84167,4.21265003,5138965.4826936275,4864645.936753936,274319.54593969136,0,1,0.012942034269048497,0.012942034269048497,5486000.0,5557000.0,1.193257461885334,1.1908757104644052
17,2017-10-12,5569000.0,6377000.0,5515000.0,6332000.0,118992386.99590999,20.91828711,5322509.2545869155,4973338.8303277185,349170.42425919697,0,1,0.1394637394277487,0.1394637394277487,5557000.0,6332000.0,1.359673609619927,1.356959690239448
18,2017-10-13,6346000.0,6950000.0,6149000.0,6438000.0,175152950.33682,26.80632423,5494123.215419698,5081832.2503034435,412290.96511625405,0,1,0.016740366392924866,0.016740366392924866,6332000.0,6438000.0,1.3824350440197553,1.3796756926344862
19,2017-10-14,6427000.0,6664000.0,6322000.0,6664000.0,21713362.01115,3.35282452,5674104.259201283,5199029.861392077,475074.3978092056,0,1,0.0351040695868281,0.0351040695868281,6438000.0,6664000.0,1.4309641400042945,1.4281079241559824
20,2017-10-15,6610000.0,6700000.0,6142000.0,6381000.0,48606365.59432,7.63078273,5782857.450093393,5286583.204992664,496274.24510072917,0,1,-0.04246698679471794,-0.04246698679471794,6664000.0,6381000.0,1.3701954047670173,1.3674604837994182
21,2017-10-16,6403000.0,6527000.0,6282000.0,6491000.0,146271226.15592,22.92663476,5891802.457771333,5375799.263882096,516003.193889237,0,1,0.01723867732330353,0.01723867732330353,6381000.0,6491000.0,1.393815761219669,1.391033693832005
22,2017-10-17,6495000.0,6510000.0,6299000.0,6457000.0,27260409.19505,4.24133721,5978755.925806512,5455888.207298237,522867.7185082752,0,1,-0.005238021876444288,-0.005238021876444288,6491000.0,6457000.0,1.3865149237706675,1.3837474289128417
23,2017-10-18,6413000.0,6489000.0,5876000.0,6391000.0,219208847.48369,36.00111898,6042178.091067049,5525155.747498368,517022.3435686808,0,1,-0.010221465076660996,-0.010221465076660996,6457000.0,6391000.0,1.3723427098990764,1.3696035028932896
24,2017-10-19,6405000.0,6596000.0,6109000.0,6511000.0,76025647.17432,11.95565558,6114304.538595195,5598181.247683674,516123.29091152083,0,1,0.01877640431857297,0.01877640431857297,6391000.0,6511000.0,1.3981103714837875,1.395319732019748
25,2017-10-20,6536000.0,6954000.0,6395000.0,6928000.0,145159280.71805,21.974264010000002,6239488.455734395,5696686.340447847,542802.1152865486,0,1,0.06404546152664725,0.06404546152664725,6511000.0,6928000.0,1.4876529954906588,1.4846836282341904
26,2017-10-21,6928000.0,7253000.0,6773000.0,6874000.0,38250145.45411,5.46210809,6337105.616390642,5783894.759673933,553210.8567167092,0,1,-0.007794457274826749,-0.007794457274826749,6928000.0,6874000.0,1.4760575477775388,1.4731113251272843
27,2017-10-22,6858000.0,7060000.0,6709000.0,7039000.0,30054045.84628,4.39101644,6445089.3677151585,5876865.518216604,568223.8494985541,0,1,0.024003491416933365,0.024003491416933365,6874000.0,7039000.0,1.5114880824565167,1.5084711401761643
28,2017-10-23,7017000.0,7100000.0,6668000.0,6971000.0,97052524.49132,14.03934445,6525998.695758981,5957912.516867226,568086.1788917547,0,1,-0.009660463133967845,-0.009660463133967845,7039000.0,6971000.0,1.4968864075585138,1.493898610337838
29,2017-10-24,7034000.0,7052000.0,6350000.0,6479000.0,651377192.14619,98.6742294,6518768.127180676,5996511.5896918755,522256.5374888005,0,1,-0.07057810930999853,-0.07057810930999853,6971000.0,6479000.0,1.391238995061198,1.3884620709193591
30,2017-10-25,6479000.0,6644000.0,6212000.0,6643000.0,695968675.01792,108.36397361,6537880.7229990335,6044399.62008507,493481.1029139636,0,1,0.025312548232751864,0.025312548232751864,6479000.0,6643000.0,1.4264547992269698,1.423607584058852
31,2017-10-26,6643000.0,6873000.0,6534000.0,6811000.0,2881467621.80027,428.50851968,6579899.073306874,6101184.8334121015,478714.2398947729,0,1,0.025289778714436162,0.025289778714436162,6643000.0,6811000.0,1.4625295254455652,1.4596103048358935
32,2017-10-27,6765000.0,6950000.0,6633000.0,6710000.0,2917092203.66689,431.20412963,6599914.600490432,6146282.2531593535,453632.3473310787,0,1,-0.014828953163999459,-0.014828953163999459,6811000.0,6710000.0,1.4408417436117666,1.437965811987791
33,2017-10-28,6708000.0,6800000.0,6600000.0,6715000.0,2708305312.92229,404.19563617,6617620.046568828,6188409.493666068,429210.55290276,0,1,0.0007451564828613311,0.0007451564828613311,6710000.0,6715000.0,1.4419153961777962,1.4390373215347265
34,2017-10-29,6715000.0,7030000.0,6588000.0,6961000.0,4413173510.25254,656.27989369,6670447.731712085,6245638.420061174,424809.31165091135,0,1,0.03663440059568135,0.03663440059568135,6715000.0,6961000.0,1.4947391024264542,1.491755591243966
35,2017-10-30,6961000.0,7007000.0,6809000.0,6964000.0,3621429303.55395,521.84628417,6715609.619140996,6298850.388945531,416759.23019546457,0,1,0.0004309725614135562,0.0004309725614135562,6961000.0,6964000.0,1.495383293966072,1.4923984969721273
36,2017-10-31,6965000.0,7479000.0,6965000.0,7422000.0,8331387759.05405,1170.54812455,6824285.062350073,6382046.656431047,442238.40591902565,0,1,0.06576680068925911,0.06576680068925911,6964000.0,7422000.0,1.5937298690143864,1.590548771471443
37,2017-11-01,7422000.0,7799000.0,7256000.0,7798000.0,8649414140.579899,1163.3523499,6974087.360450062,6486932.089288007,487155.27116205543,0,1,0.050660199407167816,0.050660199407167816,7422000.0,7798000.0,1.6744685419798147,1.6711262894010122
38,2017-11-02,7790000.0,8596000.0,7500000.0,8217000.0,14621738292.19718,1806.67768011,7165304.6896115905,6615085.267859265,550219.4217523253,0,1,0.05373172608361121,0.05373172608361121,7798000.0,8217000.0,1.764440627013098,1.7609187894342289
39,2017-11-03,8219000.0,8478000.0,8000000.0,8143000.0,8480692936.98769,1025.40458685,7315719.352748269,6728264.136906727,587455.215841542,0,1,-0.009005719849093374,-0.009005719849093374,8217000.0,8143000.0,1.7485505690358594,1.7450604481395795
40,2017-11-04,8136000.0,8400000.0,7560000.0,8346000.0,7137573137.46992,881.59851324,7474224.067710074,6848096.423061784,626127.6446482893,0,1,0.024929387203733278,0.024929387203733278,8143000.0,8346000.0,1.7921408632166624,1.7885637357451714
41,2017-11-05,8345000.0,8620000.0,8280000.0,8453000.0,8409963563.140261,993.49954201,7624804.980370062,6966978.169501652,657826.8108684104,0,1,0.012820512820512775,0.012820512820512775,8346000.0,8453000.0,1.8151170281296964,1.8114940400495965
42,2017-11-06,8454000.0,8480000.0,8030000.0,8060000.0,15924418602.8134,1914.09607157,7691758.06031313,7047942.749538567,643815.3107745629,0,1,-0.04649236957293268,-0.04649236957293268,8453000.0,8060000.0,1.7307279364397674,1.7272733896604457
43,2017-11-07,8060000.0,8413000.0,8050000.0,8243000.0,15264884249.39165,1858.95589505,7776564.512572648,7136465.508832007,640099.0037406413,0,1,0.02270471464019841,0.02270471464019841,8060000.0,8243000.0,1.7700236203564519,1.7664906390782944
44,2017-11-08,8244000.0,8639000.0,8060000.0,8339000.0,18964680864.9587,2280.72049163,7863093.049099933,7225542.137807414,637550.9112925194,0,1,0.011646245299041569,0.011646245299041569,8243000.0,8339000.0,1.7906377496242207,1.787063622379461
45,2017-11-09,8338000.0,8340000.0,8041000.0,8148000.0,20397973001.43914,2491.80910057,7906924.887699944,7293872.349821679,613052.5378782647,0,1,-0.02290442499100609,-0.02290442499100609,8339000.0,8148000.0,1.749624221601889,1.7461319576865149
46,2017-11-10,8150000.0,8240000.0,7320000.0,7541000.0,28271699640.03251,3612.89564315,7850628.7511307215,7312178.10168674,538450.6494439812,0,1,-0.07449680903289146,-0.07449680903289146,8148000.0,7541000.0,1.6192828000858916,1.6160506986885137
47,2017-11-11,7541000.0,7897000.0,7009000.0,7231000.0,25386732062.7362,3407.25730505,7755301.250956764,7306164.908969204,449136.3419875605,0,1,-0.041108606285638505,-0.041108606285638505,7541000.0,7231000.0,1.5527163409920544,1.5496171067784965
48,2017-11-12,7231000.0,8250000.0,6476000.0,7132000.0,59303943335.4971,8255.02328981,7659408.75080957,7293263.804601115,366144.94620845467,0,1,-0.013691052413220883,-0.013691052413220883,7231000.0,7132000.0,1.5314580201846677,1.5284012177491684
49,2017-11-13,7132000.0,7898000.0,6921000.0,7487000.0,68979166583.98106,9275.45757255,7632884.327608097,7307614.633889922,325269.6937181754,0,1,0.04977565900168246,0.04977565900168246,7132000.0,7487000.0,1.6076873523727715,1.604478395581607
50,2017-11-14,7471000.0,7699000.0,7430000.0,7591000.0,49083415078.93159,6500.25828248,7626440.584899159,7328606.142490668,297834.4424084909,0,1,0.013890743956190832,0.013890743956190832,7487000.0,7591000.0,1.630019325746188,1.626765794157871
51,2017-11-15,7592000.0,8397000.0,7560000.0,8350000.0,60575966230.991684,7565.2966817100005,7737757.417991596,7404264.9467506185,333492.47124097776,0,1,0.09998682650507185,0.09998682650507185,7591000.0,8350000.0,1.7929997852694861,1.7894209433827195
52,2017-11-16,8350000.0,8750000.0,8150000.0,8710000.0,66362578166.67221,7885.12189571,7887333.1998390425,7500986.061806128,386347.13803291414,0,1,0.04311377245508985,0.04311377245508985,8350000.0,8710000.0,1.8703027700236197,1.8665696307620943
53,2017-11-17,8710000.0,8899000.0,8400000.0,8541000.0,73541971046.96329,8479.64307876,7987897.322940729,7578024.131301971,409873.1916387575,0,1,-0.0194029850746269,-0.0194029850746269,8710000.0,8541000.0,1.834013313291818,1.8303526080756656
54,2017-11-18,8542000.0,8699000.0,8356000.0,8618000.0,71270791002.62938,8359.23158399,8084836.196334463,7655059.380835159,429776.81549930386,0,1,0.009015337782461108,0.009015337782461108,8541000.0,8618000.0,1.8505475628086743,1.8468538550984763
55,2017-11-19,8618000.0,8888000.0,8495000.0,8770000.0,51704190379.623436,6018.17460761,8190246.012283007,7737647.574847369,452598.4374356372,0,1,0.017637502900905044,0.017637502900905044,8618000.0,8770000.0,1.883186600815975,1.8794277453253234
56,2017-11-20,8770000.0,9181000.0,8655000.0,9025000.0,98856175269.8701,11144.14671373,8318669.702701006,7833007.0137475645,485662.68895344157,0,1,0.029076396807297566,0.029076396807297566,8770000.0,9025000.0,1.9379428816834863,1.934074732219047
57,2017-11-21,8994000.0,9230000.0,8500000.0,8944000.0,132652866037.0233,14774.666831640001,8414874.363823928,7915302.790507004,499571.5733169243,0,1,-0.008975069252077583,-0.008975069252077583,9025000.0,8944000.0,1.9205497101138063,1.9167162775586877
58,2017-11-22,8944000.0,9200000.0,8932000.0,9084000.0,125645415654.13206,13847.87059897,8517816.769389477,8001872.954173151,515943.8152163252,0,1,0.015652951699463236,0.015652951699463236,8944000.0,9084000.0,1.9506119819626357,1.9467185448728888
59,2017-11-23,9084000.0,9134000.0,8905000.0,8943000.0,125047210622.13188,13841.87719654,8583229.574098788,8071586.068678844,511643.5054199444,0,1,-0.015521796565389656,-0.015521796565389656,9084000.0,8943000.0,1.9203349796006002,1.9165019756493005
60,2017-11-24,8945000.0,9670000.0,7182000.0,9195000.0,200875095977.88983,22032.01627708,8677348.101160513,8154801.915443374,522546.1857171394,0,1,0.02817846360281795,0.02817846360281795,8943000.0,9195000.0,1.9744470689284939,1.970506056814863
61,2017-11-25,9195000.0,9908000.0,8930000.0,9879000.0,127609531945.92574,13583.46813243,8862217.624058897,8282520.292077198,579697.331981699,0,1,0.07438825448613384,0.07438825448613384,9195000.0,9879000.0,2.121322739961348,2.1170885628356753
62,2017-11-26,9879000.0,10750000.0,9751000.0,10344000.0,219495708155.25916,21616.95893054,9090184.143434452,8435222.492664073,654961.6507703792,0,1,0.047069541451563834,0.047069541451563834,9879000.0,10344000.0,2.2211724286021037,2.2167389507007007
63,2017-11-27,10339000.0,11320000.0,10333000.0,11314000.0,240151243927.5943,22007.04116208,9432309.65982915,8648465.270985253,783844.3888438977,0,1,0.09377416860015475,0.09377416860015475,10344000.0,11314000.0,2.4294610264118526,2.4246118028062384
64,2017-11-28,11315000.0,12074000.0,11111000.0,12048000.0,361833928118.68604,31149.61770187,9834723.558316974,8900282.658319678,934440.8999972958,0,1,0.06487537564079893,0.06487537564079893,11314000.0,12048000.0,2.5870732231050027,2.581909404296408
65,2017-11-29,12050000.0,13750000.0,10800000.0,11104000.0,583392545363.8435,46072.10048672,10029996.85703744,9063520.979925629,966475.8771118112,0,1,-0.07835325365205847,-0.07835325365205847,12048000.0,11104000.0,2.384367618638608,2.379608401834936
66,2017-11-30,11114000.0,12550000.0,10017000.0,11935000.0,468921379821.1759,41015.72824001,10323074.263647065,9276223.129560767,1046851.1340862978,0,1,0.07483789625360227,0.07483789625360227,11104000.0,11935000.0,2.562808675112733,2.5576932885356594
67,2017-12-01,11935000.0,12680000.0,11201000.0,12532000.0,361396684693.6415,30105.44287949,10662908.992316747,9517391.78663034,1145517.2056864072,0,1,0.05002094679514024,0.05002094679514024,11935000.0,12532000.0,2.6910027914966705,2.6856315284397887
68,2017-12-02,12532000.0,13180000.0,12350000.0,12971000.0,373696719511.07733,29070.16589351,11017999.91657571,9773214.617250314,1244785.2993253954,0,1,0.03503032237472081,0.03503032237472081,12532000.0,12971000.0,2.7852694867940726,2.7797100666607486
69,2017-12-03,12970000.0,13529000.0,12840000.0,13128000.0,342652005584.1855,26158.44322038,11342615.3140256,10021717.238194736,1320898.0758308638,0,1,0.012103924138462618,0.012103924138462618,12971000.0,13128000.0,2.8189821773674026,2.813355466434531
70,2017-12-04,13120000.0,13688000.0,13119000.0,13684000.0,308794107045.7385,23034.66918821,11702828.342637045,10292997.442772903,1409830.8998641428,0,1,0.042352224253503934,0.042352224253503934,13128000.0,13684000.0,2.9383723427098976,2.9325073280537874
71,2017-12-05,13683000.0,14794000.0,13612000.0,14645000.0,393354372550.99945,27842.82483202,12155470.136077499,10615368.002567502,1540102.1335099973,0,1,0.07022800350774627,0.07022800350774627,13684000.0,14645000.0,3.144728365900793,3.1384514629748406
72,2017-12-06,14645000.0,19006000.0,14645000.0,18390000.0,744796122921.4562,45656.79876709,13114628.57668096,11191266.669043982,1923361.9076369777,0,1,0.2557186753158074,0.2557186753158074,14645000.0,18390000.0,3.9488941378569873,3.9410121136297245
73,2017-12-07,18389000.0,23860000.0,17965000.0,23791000.0,1118247923145.0781,55169.96236661,14757147.257191582,12124580.249114798,2632567.0080767833,0,1,0.29369222403480144,0.29369222403480144,18390000.0,23791000.0,5.1086536396821955,5.098456726229732
74,2017-12-08,23795000.0,24967000.0,16521000.0,20260000.0,2070532197879.6824,101681.96225121,15603739.986854415,12727203.934365554,2876536.0524888616,0,1,-0.14841746879071915,-0.14841746879071915,23791000.0,20260000.0,4.35044019755207,4.341756684183698
75,2017-12-09,20259000.0,20877000.0,15257000.0,17769000.0,1017293699277.7094,57286.61272035,15936856.911953736,13100670.309597734,2836186.6023560017,0,1,-0.12295162882527144,-0.12295162882527144,20260000.0,17769000.0,3.815546489156107,3.807930627900303
76,2017-12-10,17769000.0,18537000.0,13744000.0,17661000.0,1402187895614.1143,87998.64106754,16202109.694730084,13438472.508886792,2763637.1858432926,0,1,-0.006078001013000156,-0.006078001013000156,17769000.0,17661000.0,3.792355593729867,3.784786021686491
77,2017-12-11,17661000.0,19989000.0,17520000.0,19307000.0,937491532254.3287,49104.26522594,16679785.126310071,13873178.248969251,2806606.8773408197,0,1,0.09319970556593615,0.09319970556593615,17661000.0,19307000.0,4.145802018466822,4.137526964537742
78,2017-12-12,19307000.0,19549000.0,18497000.0,18940000.0,729551889133.9525,38006.68261122,17027510.491493136,14248498.378675234,2779012.112817902,0,1,-0.01900864971253946,-0.01900864971253946,19307000.0,18940000.0,4.066995920120247,4.058878163792658
79,2017-12-13,18943000.0,19301000.0,17379000.0,18358000.0,720181409852.3254,38816.44091324,17232201.185109578,14552905.906180771,2679295.278928807,0,1,-0.030728616684266075,-0.030728616684266075,18940000.0,18358000.0,3.942022761434398,3.9341544525293353
80,2017-12-14,18356000.0,19312000.0,18101000.0,18660000.0,738904747692.3414,39803.90884469,17451862.541246567,14857135.09831553,2594727.4429310374,0,1,0.01645059374659552,0.01645059374659552,18358000.0,18660000.0,4.006871376422588,3.9988736291642555
81,2017-12-15,18664000.0,21558000.0,18539000.0,20075000.0,1078431840484.545,53514.06078424,17855422.150285557,15243643.609551417,2611778.54073414,0,1,0.07583065380493026,0.07583065380493026,18660000.0,20075000.0,4.310715052608973,4.3021108309470755
82,2017-12-16,20080000.0,22475000.0,19810000.0,22205000.0,870216522171.1827,41665.03527147,18524587.973318547,15759299.638473535,2765288.334845012,0,1,0.10610211706102124,0.10610211706102124,20075000.0,22205000.0,4.768091045737597,4.75857389794171
83,2017-12-17,22208000.0,22961000.0,21000000.0,21881000.0,776403828709.9163,35185.99155835,19040959.054346465,16212758.924512532,2828200.129833933,0,1,-0.014591308263904534,-0.014591308263904534,22205000.0,21881000.0,4.698518359458877,4.689140079300272
84,2017-12-18,21881000.0,22280000.0,20980000.0,22087000.0,864254636436.4166,39510.42923015,19509580.738293163,16647887.893067159,2861692.8452260047,0,1,0.009414560577670095,0.009414560577670095,21881000.0,22087000.0,4.7427528451792975,4.733286272634025
85,2017-12-19,22086000.0,23741000.0,20450000.0,22367000.0,1076218244994.0664,48064.50573599,19949183.70163268,17071525.826914035,2877657.8747186437,0,1,0.01267714039932999,0.01267714039932999,22087000.0,22367000.0,4.802877388876957,4.793290807262428
86,2017-12-20,22385000.0,23299000.0,20600000.0,22638000.0,915787457576.3986,41426.79458212,20362847.747535344,17483857.247142624,2878990.50039272,0,1,0.012116063844056058,0.012116063844056058,22367000.0,22638000.0,4.861069357955763,4.851366624706347
87,2017-12-21,22638000.0,23950000.0,20750000.0,22200000.0,974647759990.218,43263.77604079,20645486.55560683,17833201.15476169,2812285.40084514,0,1,-0.01934799893983563,-0.01934799893983563,22638000.0,22200000.0,4.767017393171567,4.757502388394775
88,2017-12-22,22200000.0,22840000.0,16105000.0,19089000.0,1528909362094.557,79976.23837469,20406027.085513473,17926223.29144601,2479803.794067461,0,1,-0.1401351351351351,-0.1401351351351351,22200000.0,19089000.0,4.098990766587931,4.090809148291345
89,2017-12-23,19090000.0,21120000.0,18312000.0,20525000.0,1163881876672.5967,58485.96741678,20424330.610819094,18118725.269857418,2305605.340961676,0,1,0.07522657027607527,0.07522657027607527,19089000.0,20525000.0,4.407343783551641,4.398546690171295
90,2017-12-24,20523000.0,20770000.0,18499000.0,19592000.0,929024030188.0336,47643.13660186,20296279.747616157,18227856.73134946,2068423.0162666962,0,1,-0.04545676004872112,-0.04545676004872112,20525000.0,19592000.0,4.2070002147305114,4.198603008713082
91,2017-12-25,19589000.0,19950000.0,19210000.0,19822000.0,712237808781.7738,36350.71167524,20223313.632598285,18345941.417916168,1877372.214682117,0,1,0.011739485504287384,0.011739485504287384,19592000.0,19822000.0,4.256388232767875,4.247892447872127
92,2017-12-26,19820000.0,22750000.0,19730000.0,21933000.0,1172199097072.874,54654.19806036,20486342.304506242,18611649.46103349,1874692.8434727527,0,1,0.1064978306931692,0.1064978306931692,19822000.0,21933000.0,4.709684346145585,4.700283778588405
93,2017-12-27,21932000.0,22650000.0,21074000.0,21970000.0,825256664954.1604,37639.65248022,20714597.334582206,18860416.1676236,1854181.166958604,0,1,0.001686955728810391,0.001686955728810391,21933000.0,21970000.0,4.717629375134204,4.70821294923573
94,2017-12-28,21964000.0,22000000.0,18323000.0,19565000.0,896259224119.7755,45244.24799131,20537736.206184942,18912607.562614445,1625128.6435704976,0,1,-0.10946745562130178,-0.10946745562130178,21970000.0,19565000.0,4.201202490873951,4.192816857159629
95,2017-12-29,19565000.0,19738000.0,18530000.0,19290000.0,716201020435.9087,37594.01226698,20345776.789848797,18940562.55797634,1405214.231872458,0,1,-0.014055711730130316,-0.014055711730130316,19565000.0,19290000.0,4.142151599742321,4.133883832078163
96,2017-12-30,19290000.0,19478000.0,17800000.0,18415000.0,790630766740.0131,42305.07850317,20048734.206795137,18901631.99812624,1147102.2086688988,0,1,-0.045360290305857975,-0.045360290305857975,19290000.0,18415000.0,3.954262400687135,3.946369661364405
97,2017-12-31,18401000.0,19637000.0,18208000.0,19280000.0,553830467343.9598,29363.72193703,19930467.40574973,18929659.257524297,1000808.1482254341,0,1,0.04697257670377408,0.04697257670377408,18415000.0,19280000.0,4.140004294610261,4.131740812984291
98,2018-01-01,19278000.0,19420000.0,18290000.0,18860000.0,529081640813.1479,27949.67613401,19765780.112557463,18924499.312522497,841280.8000349663,0,1,-0.021784232365145262,-0.021784232365145262,19280000.0,18860000.0,4.049817479063772,4.0417340110416875
99,2018-01-02,18875000.0,21720000.0,18510000.0,20263000.0,819264196997.1248,41968.47300909,19842275.479856316,19023647.511594906,818627.9682614096,0,1,0.07439024390243909,0.07439024390243909,18860000.0,20263000.0,4.351084389091687,4.342399589911862
100,2018-01-03,20263000.0,21329000.0,19520000.0,20900000.0,888631010674.476,43168.2576045,20005002.329109192,19162636.584810097,842365.7442990951,0,1,0.03143660859695019,0.03143660859695019,20263000.0,20900000.0,4.487867726003863,4.478909906191478
101,2018-01-04,20899000.0,23685000.0,19700000.0,23402000.0,979062410849.0691,45184.75433078,20527617.355400085,19476663.504453793,1050953.8509462923,0,1,0.119712918660287,0.119712918660287,20900000.0,23402000.0,5.025123470045091,5.015093283478132
102,2018-01-05,23403000.0,28589000.0,22338000.0,27444000.0,1418955321795.6082,56774.8498417,21591676.22380007,20066836.578197956,1524839.6456021145,0,1,0.17272028031792153,0.17272028031792153,23402000.0,27444000.0,5.893064204423445,5.881301601221001
103,2018-01-06,27451000.0,28885000.0,23966000.0,26924000.0,1279382915220.0127,48971.928130809996,22412033.727830827,20574774.60944255,1837259.1183882765,0,1,-0.018947675265996167,-0.018947675265996167,27444000.0,26924000.0,5.7814043375563635,5.769864608339682
104,2018-01-07,26924000.0,27210000.0,24543000.0,25859000.0,805561532281.216,31015.72258622,22942336.23124147,20966198.712446805,1976137.5187946633,0,1,-0.03955578665874315,-0.03955578665874315,26924000.0,25859000.0,5.552716340992052,5.541633074842364
105,2018-01-08,25859000.0,26449000.0,23850000.0,25230000.0,1135051093505.0276,44839.783321639996,23294284.503358167,21282035.844858155,2012248.658500012,0,1,-0.02432421980741717,-0.02432421980741717,25859000.0,25230000.0,5.417650848185524,5.406837173837846
106,2018-01-09,25200000.0,25786000.0,22858000.0,24016000.0,1009654272888.3821,41558.52968619,23405317.65668768,21484551.708201993,1920765.9484856874,0,1,-0.048117320650019835,-0.048117320650019835,25230000.0,24016000.0,5.156968005153529,5.146674655841843
107,2018-01-10,24015000.0,24200000.0,19689000.0,21317000.0,969877439744.9689,43736.28693252,23084038.017197266,21472140.470557403,1611897.5466398634,0,1,-0.11238341105929384,-0.11238341105929384,24016000.0,21317000.0,4.577410350010734,4.56827380240592
108,2018-01-11,21300000.0,21890000.0,14104000.0,19389000.0,1181041028214.333,61924.525620320004,22515570.629936147,21317833.76903463,1197736.860901516,0,1,-0.09044424637613169,-0.09044424637613169,21317000.0,19389000.0,4.163409920549708,4.155099721107491
109,2018-01-12,19359000.0,21143000.0,18005000.0,20745000.0,858088176720.2753,43734.14210793,22243175.148407508,21275401.63799503,967773.510412477,0,1,0.06993656196812625,0.06993656196812625,19389000.0,20745000.0,4.4545844964569445,4.445693110236469
110,2018-01-13,20750000.0,21399000.0,19886000.0,21135000.0,634210697267.0924,30172.38452901,22072686.664037123,21265001.516662065,807685.1473750584,0,1,0.018799710773680367,0.018799710773680367,20745000.0,21135000.0,4.5383293966072555,4.529270854897458
111,2018-01-14,21130000.0,21299000.0,18131000.0,19206000.0,586547552576.8049,30105.53009772,21631657.94649295,21112482.88579821,519175.06069474295,0,1,-0.09127040454222857,-0.09127040454222857,21135000.0,19206000.0,4.124114236633023,4.115882471689642
