,time_utc,open,high,low,close,volume_krw,volume_market,ma_5,ma_20,signal,position,strategy_returns,strategy_returns2,cumulative_returns,cumulative_returns2
122,2018-01-25,13450000.0,13900000.0,12800000.0,12973000.0,251329639983.38058,18943.75635587,13629600.0,18370750.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
123,2018-01-26,12973000.0,13350000.0,11500000.0,12876000.0,379440453340.1203,30279.96147663,13276800.0,17668350.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
124,2018-01-27,12876000.0,13132000.0,12300000.0,12900000.0,235439540808.33005,18535.39984957,13068000.0,17020400.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
125,2018-01-28,12903000.0,13570000.0,12810000.0,13352000.0,271698507514.6077,20508.736724860002,13110200.0,16426500.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
126,2018-01-29,13351000.0,13489000.0,12560000.0,12909000.0,205582977986.2608,15844.07278917,13002000.0,15871150.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
127,2018-01-30,12909000.0,12957000.0,11310000.0,11627000.0,258564860359.41562,21206.17024434,12732800.0,15386650.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
128,2018-01-31,11658000.0,11900000.0,10400000.0,11429000.0,259417060684.88272,23175.02109439,12443400.0,14988650.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
129,2018-02-01,11439000.0,11490000.0,10011000.0,10070000.0,236864009092.77927,22225.67551126,11877400.0,14454900.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
130,2018-02-02,10061000.0,10120000.0,7830000.0,9410000.0,465637634475.9709,52018.46095277,11089000.0,13868650.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
131,2018-02-03,9410000.0,10200000.0,8400000.0,9520000.0,235540121101.8899,25405.73722415,10411200.0,13384350.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
132,2018-02-04,9524000.0,10158000.0,8765000.0,8900000.0,178483940514.02716,18781.02389914,9865800.0,12874050.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
133,2018-02-05,8900000.0,9250000.0,7715000.0,7832000.0,176326495552.98172,20709.59917348,9146400.0,12551700.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
134,2018-02-06,7831000.0,8698000.0,6620000.0,8642000.0,335384726987.6974,44456.45172294,8860800.0,12236250.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
135,2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,294441762043.2158,33928.15634331,8656200.0,11911600.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
136,2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,351355936611.4521,38113.82546535,8648200.0,11617000.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
137,2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,277460223221.5223,29459.15309411,8854000.0,11270550.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
138,2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,335316118019.4635,33057.119645650004,9279400.0,11036500.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
139,2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,166733129197.31805,17672.616153080002,9415000.0,10805300.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
140,2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,145173412651.06952,14756.72285892,9765600.0,10655250.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
141,2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,136411104720.2393,13735.57073936,9850800.0,10478050.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
142,2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,176544632905.03323,17264.67105928,9959600.0,10353050.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
143,2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,293165904394.8277,26678.52011813,10239200.0,10277100.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
144,2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,231906886587.65186,20284.75192278,10667600.0,10205200.0,1,0,0.0,0.0,0.8567074299320957,0.8515876779992628
145,2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,406337968335.0321,34046.21887429,11099600.0,10152600.0,0,1,0.07311114988658174,0.07096921146365442,0.9193422952508093,0.912024183999035
146,2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,538048238909.2242,44163.19851131,11511600.0,10105450.0,0,0,-0.0,-0.0,0.9193422952508093,0.912024183999035
147,2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,278412584740.4364,22700.15187526,11946800.0,10156550.0,0,0,0.0,0.0,0.9193422952508093,0.912024183999035
148,2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,547143024491.79083,41015.58477391,12385000.0,10262500.0,0,0,0.0,0.0,0.9193422952508093,0.912024183999035
149,2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,492964886432.1959,37637.76832665,12655600.0,10399750.0,0,0,-0.0,-0.0,0.9193422952508093,0.912024183999035
150,2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,454695464304.42505,37219.85617238,12548200.0,10517400.0,0,0,-0.0,-0.0,0.9193422952508093,0.912024183999035
151,2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,365496367275.31226,31053.11554548,12568000.0,10644650.0,0,0,0.0,0.0,0.9193422952508093,0.912024183999035
152,2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,257929366922.33112,21762.37417394,12348800.0,10777300.0,0,0,-0.0,-0.0,0.9193422952508093,0.912024183999035
153,2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,185760963538.6857,16499.63847015,11885200.0,10947200.0,0,0,-0.0,-0.0,0.9193422952508093,0.912024183999035
154,2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,276455308845.72,24307.10812212,11676800.0,11103750.0,0,0,0.0,0.0,0.9193422952508093,0.912024183999035
155,2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,244517108299.52618,20616.46007981,11714400.0,11281950.0,0,0,0.0,0.0,0.9193422952508093,0.912024183999035
156,2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,254046612860.76138,21114.42802459,11673400.0,11400950.0,0,0,-0.0,-0.0,0.9193422952508093,0.912024183999035
157,2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,248835909818.77716,20882.28518046,11805600.0,11515200.0,0,0,0.0,0.0,0.9193422952508093,0.912024183999035
158,2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,295637064034.3188,23945.11755659,12052600.0,11640500.0,0,0,0.0,0.0,0.9193422952508093,0.912024183999035
159,2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,228965630025.49286,18163.17519084,12264200.0,11816050.0,0,0,0.0,0.0,0.9193422952508093,0.912024183999035
