,time_utc,open,high,low,close,volume_krw,volume_market,ma_5,ma_20,signal,position,strategy_returns,strategy_returns2,cumulative_returns,cumulative_returns2
0,2017-09-25,4201000.0,4333000.0,4175000.0,4322000.0,560214613.8164,132.48475499,,,0,0,,,,
1,2017-09-26,4317000.0,4418000.0,4311000.0,4321000.0,99507239.78705,22.78833969,,,0,0,-0.0,-0.0,1.0,1.0
2,2017-09-27,4322000.0,4677000.0,4318000.0,4657000.0,144827622.95669,32.2696617,,,0,0,0.0,0.0,1.0,1.0
3,2017-09-28,4657000.0,4772000.0,4519000.0,4586000.0,372185978.32992,80.5882434,,,0,0,-0.0,-0.0,1.0,1.0
4,2017-09-29,4586000.0,4709000.0,4476000.0,4657000.0,272455756.80078,59.35237346,4508600.0,,0,0,0.0,0.0,1.0,1.0
5,2017-09-30,4657000.0,4896000.0,4651000.0,4895000.0,95614755.70559,19.998483320000002,4623200.0,,0,0,0.0,0.0,1.0,1.0
6,2017-10-01,4889000.0,4978000.0,4682000.0,4962000.0,133132538.89400999,27.32333246,4751400.0,,0,0,0.0,0.0,1.0,1.0
7,2017-10-02,4962000.0,5095000.0,4956000.0,5025000.0,159931532.80646,31.72800385,4825000.0,,0,0,0.0,0.0,1.0,1.0
8,2017-10-03,5021000.0,5079000.0,4811000.0,4964000.0,58901304.61549,11.89930699,4900600.0,,0,0,-0.0,-0.0,1.0,1.0
9,2017-10-04,4987000.0,5002000.0,4837000.0,4895000.0,34588125.30359,7.03874388,4948200.0,,0,0,-0.0,-0.0,1.0,1.0
10,2017-10-05,4894000.0,4993000.0,4811000.0,4926000.0,26371319.19136,5.36365175,4954400.0,,0,0,0.0,0.0,1.0,1.0
11,2017-10-06,4927000.0,5034000.0,4885000.0,5027000.0,123935127.5442,25.16382027,4967400.0,,0,0,0.0,0.0,1.0,1.0
12,2017-10-07,4983000.0,5070000.0,4935000.0,5047000.0,21667485.97149,4.343932,4971800.0,,0,0,0.0,0.0,1.0,1.0
13,2017-10-08,5044000.0,5263000.0,4993000.0,5217000.0,738294004.4727801,145.91785961,5022400.0,,0,0,0.0,0.0,1.0,1.0
14,2017-10-09,5222000.0,5761000.0,5188000.0,5477000.0,43270591.141210005,8.07043419,5138800.0,,0,0,0.0,0.0,1.0,1.0
15,2017-10-10,5469000.0,5665000.0,5459000.0,5486000.0,64822758.50704,11.69369387,5250800.0,,0,0,0.0,0.0,1.0,1.0
16,2017-10-11,5533000.0,5605000.0,5451000.0,5557000.0,23324891.84167,4.21265003,5356800.0,,0,0,0.0,0.0,1.0,1.0
17,2017-10-12,5569000.0,6377000.0,5515000.0,6332000.0,118992386.99590999,20.91828711,5613800.0,,0,0,0.0,0.0,1.0,1.0
18,2017-10-13,6346000.0,6950000.0,6149000.0,6438000.0,175152950.33682,26.80632423,5858000.0,,0,0,0.0,0.0,1.0,1.0
19,2017-10-14,6427000.0,6664000.0,6322000.0,6664000.0,21713362.01115,3.35282452,6095400.0,5172750.0,0,0,0.0,0.0,1.0,1.0
20,2017-10-15,6610000.0,6700000.0,6142000.0,6381000.0,48606365.59432,7.63078273,6274400.0,5275700.0,0,0,-0.0,-0.0,1.0,1.0
21,2017-10-16,6403000.0,6527000.0,6282000.0,6491000.0,146271226.15592,22.92663476,6461200.0,5384200.0,0,0,0.0,0.0,1.0,1.0
22,2017-10-17,6495000.0,6510000.0,6299000.0,6457000.0,27260409.19505,4.24133721,6486200.0,5474200.0,0,0,-0.0,-0.0,1.0,1.0
23,2017-10-18,6413000.0,6489000.0,5876000.0,6391000.0,219208847.48369,36.00111898,6476800.0,5564450.0,0,0,-0.0,-0.0,1.0,1.0
24,2017-10-19,6405000.0,6596000.0,6109000.0,6511000.0,76025647.17432,11.95565558,6446200.0,5657150.0,0,0,0.0,0.0,1.0,1.0
25,2017-10-20,6536000.0,6954000.0,6395000.0,6928000.0,145159280.71805,21.974264010000002,6555600.0,5758800.0,0,0,0.0,0.0,1.0,1.0
26,2017-10-21,6928000.0,7253000.0,6773000.0,6874000.0,38250145.45411,5.46210809,6632200.0,5854400.0,0,0,-0.0,-0.0,1.0,1.0
27,2017-10-22,6858000.0,7060000.0,6709000.0,7039000.0,30054045.84628,4.39101644,6748600.0,5955100.0,0,0,0.0,0.0,1.0,1.0
28,2017-10-23,7017000.0,7100000.0,6668000.0,6971000.0,97052524.49132,14.03934445,6864600.0,6055450.0,0,0,-0.0,-0.0,1.0,1.0
29,2017-10-24,7034000.0,7052000.0,6350000.0,6479000.0,651377192.14619,98.6742294,6858200.0,6134650.0,0,0,-0.0,-0.0,1.0,1.0
30,2017-10-25,6479000.0,6644000.0,6212000.0,6643000.0,695968675.01792,108.36397361,6801200.0,6220500.0,0,0,0.0,0.0,1.0,1.0
31,2017-10-26,6643000.0,6873000.0,6534000.0,6811000.0,2881467621.80027,428.50851968,6788600.0,6309700.0,0,0,0.0,0.0,1.0,1.0
32,2017-10-27,6765000.0,6950000.0,6633000.0,6710000.0,2917092203.66689,431.20412963,6722800.0,6392850.0,0,0,-0.0,-0.0,1.0,1.0
33,2017-10-28,6708000.0,6800000.0,6600000.0,6715000.0,2708305312.92229,404.19563617,6671600.0,6467750.0,0,0,0.0,0.0,1.0,1.0
34,2017-10-29,6715000.0,7030000.0,6588000.0,6961000.0,4413173510.25254,656.27989369,6768000.0,6541950.0,0,0,0.0,0.0,1.0,1.0
35,2017-10-30,6961000.0,7007000.0,6809000.0,6964000.0,3621429303.55395,521.84628417,6832200.0,6615850.0,0,0,0.0,0.0,1.0,1.0
36,2017-10-31,6965000.0,7479000.0,6965000.0,7422000.0,8331387759.05405,1170.54812455,6954400.0,6709100.0,0,0,0.0,0.0,1.0,1.0
37,2017-11-01,7422000.0,7799000.0,7256000.0,7798000.0,8649414140.579899,1163.3523499,7172000.0,6782400.0,0,0,0.0,0.0,1.0,1.0
38,2017-11-02,7790000.0,8596000.0,7500000.0,8217000.0,14621738292.19718,1806.67768011,7472400.0,6871350.0,0,0,0.0,0.0,1.0,1.0
39,2017-11-03,8219000.0,8478000.0,8000000.0,8143000.0,8480692936.98769,1025.40458685,7708800.0,6945300.0,0,0,-0.0,-0.0,1.0,1.0
40,2017-11-04,8136000.0,8400000.0,7560000.0,8346000.0,7137573137.46992,881.59851324,7985200.0,7043550.0,0,0,0.0,0.0,1.0,1.0
41,2017-11-05,8345000.0,8620000.0,8280000.0,8453000.0,8409963563.140261,993.49954201,8191400.0,7141650.0,0,0,0.0,0.0,1.0,1.0
42,2017-11-06,8454000.0,8480000.0,8030000.0,8060000.0,15924418602.8134,1914.09607157,8243800.0,7221800.0,0,0,-0.0,-0.0,1.0,1.0
43,2017-11-07,8060000.0,8413000.0,8050000.0,8243000.0,15264884249.39165,1858.95589505,8249000.0,7314400.0,0,0,0.0,0.0,1.0,1.0
44,2017-11-08,8244000.0,8639000.0,8060000.0,8339000.0,18964680864.9587,2280.72049163,8288200.0,7405800.0,0,0,0.0,0.0,1.0,1.0
45,2017-11-09,8338000.0,8340000.0,8041000.0,8148000.0,20397973001.43914,2491.80910057,8248600.0,7466800.0,0,0,-0.0,-0.0,1.0,1.0
46,2017-11-10,8150000.0,8240000.0,7320000.0,7541000.0,28271699640.03251,3612.89564315,8066200.0,7500150.0,0,0,-0.0,-0.0,1.0,1.0
47,2017-11-11,7541000.0,7897000.0,7009000.0,7231000.0,25386732062.7362,3407.25730505,7900400.0,7509750.0,0,0,-0.0,-0.0,1.0,1.0
48,2017-11-12,7231000.0,8250000.0,6476000.0,7132000.0,59303943335.4971,8255.02328981,7678200.0,7517800.0,0,0,-0.0,-0.0,1.0,1.0
49,2017-11-13,7132000.0,7898000.0,6921000.0,7487000.0,68979166583.98106,9275.45757255,7507800.0,7568200.0,-1,0,0.0,0.0,1.0,1.0
50,2017-11-14,7471000.0,7699000.0,7430000.0,7591000.0,49083415078.93159,6500.25828248,7396400.0,7615600.0,0,0,0.0,0.0,1.0,1.0
51,2017-11-15,7592000.0,8397000.0,7560000.0,8350000.0,60575966230.991684,7565.2966817100005,7558200.0,7692550.0,0,0,0.0,0.0,1.0,1.0
52,2017-11-16,8350000.0,8750000.0,8150000.0,8710000.0,66362578166.67221,7885.12189571,7854000.0,7792550.0,1,0,0.0,0.0,1.0,1.0
53,2017-11-17,8710000.0,8899000.0,8400000.0,8541000.0,73541971046.96329,8479.64307876,8135800.0,7883850.0,0,1,-0.0194029850746269,-0.021360264545535745,0.9805970149253731,0.9786397354544643
54,2017-11-18,8542000.0,8699000.0,8356000.0,8618000.0,71270791002.62938,8359.23158399,8362000.0,7966700.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
55,2017-11-19,8618000.0,8888000.0,8495000.0,8770000.0,51704190379.623436,6018.17460761,8597800.0,8057000.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
56,2017-11-20,8770000.0,9181000.0,8655000.0,9025000.0,98856175269.8701,11144.14671373,8732800.0,8137150.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
57,2017-11-21,8994000.0,9230000.0,8500000.0,8944000.0,132652866037.0233,14774.666831640001,8779600.0,8194450.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
58,2017-11-22,8944000.0,9200000.0,8932000.0,9084000.0,125645415654.13206,13847.87059897,8888200.0,8237800.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
59,2017-11-23,9084000.0,9134000.0,8905000.0,8943000.0,125047210622.13188,13841.87719654,8953200.0,8277800.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
60,2017-11-24,8945000.0,9670000.0,7182000.0,9195000.0,200875095977.88983,22032.01627708,9038200.0,8320250.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
61,2017-11-25,9195000.0,9908000.0,8930000.0,9879000.0,127609531945.92574,13583.46813243,9209000.0,8391550.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
62,2017-11-26,9879000.0,10750000.0,9751000.0,10344000.0,219495708155.25916,21616.95893054,9489000.0,8505750.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
63,2017-11-27,10339000.0,11320000.0,10333000.0,11314000.0,240151243927.5943,22007.04116208,9935000.0,8659300.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
64,2017-11-28,11315000.0,12074000.0,11111000.0,12048000.0,361833928118.68604,31149.61770187,10556000.0,8844750.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
65,2017-11-29,12050000.0,13750000.0,10800000.0,11104000.0,583392545363.8435,46072.10048672,10937800.0,8992550.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
66,2017-11-30,11114000.0,12550000.0,10017000.0,11935000.0,468921379821.1759,41015.72824001,11349000.0,9212250.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
67,2017-12-01,11935000.0,12680000.0,11201000.0,12532000.0,361396684693.6415,30105.44287949,11786600.0,9477300.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
68,2017-12-02,12532000.0,13180000.0,12350000.0,12971000.0,373696719511.07733,29070.16589351,12118000.0,9769250.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
69,2017-12-03,12970000.0,13529000.0,12840000.0,13128000.0,342652005584.1855,26158.44322038,12334000.0,10051300.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
70,2017-12-04,13120000.0,13688000.0,13119000.0,13684000.0,308794107045.7385,23034.66918821,12850000.0,10355950.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
71,2017-12-05,13683000.0,14794000.0,13612000.0,14645000.0,393354372550.99945,27842.82483202,13392000.0,10670700.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
72,2017-12-06,14645000.0,19006000.0,14645000.0,18390000.0,744796122921.4562,45656.79876709,14563600.0,11154700.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
73,2017-12-07,18389000.0,23860000.0,17965000.0,23791000.0,1118247923145.0781,55169.96236661,16727600.0,11917200.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
74,2017-12-08,23795000.0,24967000.0,16521000.0,20260000.0,2070532197879.6824,101681.96225121,18154000.0,12499300.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
75,2017-12-09,20259000.0,20877000.0,15257000.0,17769000.0,1017293699277.7094,57286.61272035,18971000.0,12949250.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
76,2017-12-10,17769000.0,18537000.0,13744000.0,17661000.0,1402187895614.1143,87998.64106754,19574200.0,13381050.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
77,2017-12-11,17661000.0,19989000.0,17520000.0,19307000.0,937491532254.3287,49104.26522594,19757600.0,13899200.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
78,2017-12-12,19307000.0,19549000.0,18497000.0,18940000.0,729551889133.9525,38006.68261122,18787400.0,14392000.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
79,2017-12-13,18943000.0,19301000.0,17379000.0,18358000.0,720181409852.3254,38816.44091324,18407000.0,14862750.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
80,2017-12-14,18356000.0,19312000.0,18101000.0,18660000.0,738904747692.3414,39803.90884469,18585200.0,15336000.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
81,2017-12-15,18664000.0,21558000.0,18539000.0,20075000.0,1078431840484.545,53514.06078424,19068000.0,15845800.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
82,2017-12-16,20080000.0,22475000.0,19810000.0,22205000.0,870216522171.1827,41665.03527147,19647600.0,16438850.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
83,2017-12-17,22208000.0,22961000.0,21000000.0,21881000.0,776403828709.9163,35185.99155835,20235800.0,16967200.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
84,2017-12-18,21881000.0,22280000.0,20980000.0,22087000.0,864254636436.4166,39510.42923015,20981600.0,17469150.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
85,2017-12-19,22086000.0,23741000.0,20450000.0,22367000.0,1076218244994.0664,48064.50573599,21723000.0,18032300.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
86,2017-12-20,22385000.0,23299000.0,20600000.0,22638000.0,915787457576.3986,41426.79458212,22235600.0,18567450.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
87,2017-12-21,22638000.0,23950000.0,20750000.0,22200000.0,974647759990.218,43263.77604079,22234600.0,19050850.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
88,2017-12-22,22200000.0,22840000.0,16105000.0,19089000.0,1528909362094.557,79976.23837469,21676200.0,19356750.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
89,2017-12-23,19090000.0,21120000.0,18312000.0,20525000.0,1163881876672.5967,58485.96741678,21363800.0,19726600.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
90,2017-12-24,20523000.0,20770000.0,18499000.0,19592000.0,929024030188.0336,47643.13660186,20808800.0,20022000.0,0,0,-0.0,-0.0,0.9805970149253731,0.9786397354544643
91,2017-12-25,19589000.0,19950000.0,19210000.0,19822000.0,712237808781.7738,36350.71167524,20245600.0,20280850.0,-1,0,0.0,0.0,0.9805970149253731,0.9786397354544643
92,2017-12-26,19820000.0,22750000.0,19730000.0,21933000.0,1172199097072.874,54654.19806036,20192200.0,20458000.0,0,0,0.0,0.0,0.9805970149253731,0.9786397354544643
93,2017-12-27,21932000.0,22650000.0,21074000.0,21970000.0,825256664954.1604,37639.65248022,20768400.0,20366950.0,1,0,0.0,0.0,0.9805970149253731,0.9786397354544643
94,2017-12-28,21964000.0,22000000.0,18323000.0,19565000.0,896259224119.7755,45244.24799131,20576400.0,20332200.0,0,1,-0.10946745562130178,-0.11124496568992193,0.8732535547116488,0.8697709916610381
95,2017-12-29,19565000.0,19738000.0,18530000.0,19290000.0,716201020435.9087,37594.01226698,20516000.0,20408250.0,0,0,-0.0,-0.0,0.8732535547116488,0.8697709916610381
96,2017-12-30,19290000.0,19478000.0,17800000.0,18415000.0,790630766740.0131,42305.07850317,20234600.0,20445950.0,-1,0,-0.0,-0.0,0.8732535547116488,0.8697709916610381
97,2017-12-31,18401000.0,19637000.0,18208000.0,19280000.0,553830467343.9598,29363.72193703,19704000.0,20444600.0,0,0,0.0,0.0,0.8732535547116488,0.8697709916610381
98,2018-01-01,19278000.0,19420000.0,18290000.0,18860000.0,529081640813.1479,27949.67613401,19082000.0,20440600.0,0,0,-0.0,-0.0,0.8732535547116488,0.8697709916610381
99,2018-01-02,18875000.0,21720000.0,18510000.0,20263000.0,819264196997.1248,41968.47300909,19221600.0,20535850.0,0,0,0.0,0.0,0.8732535547116488,0.8697709916610381
100,2018-01-03,20263000.0,21329000.0,19520000.0,20900000.0,888631010674.476,43168.2576045,19543600.0,20647850.0,0,0,0.0,0.0,0.8732535547116488,0.8697709916610381
101,2018-01-04,20899000.0,23685000.0,19700000.0,23402000.0,979062410849.0691,45184.75433078,20541000.0,20814200.0,0,0,0.0,0.0,0.8732535547116488,0.8697709916610381
102,2018-01-05,23403000.0,28589000.0,22338000.0,27444000.0,1418955321795.6082,56774.8498417,22173800.0,21076150.0,1,0,0.0,0.0,0.8732535547116488,0.8697709916610381
103,2018-01-06,27451000.0,28885000.0,23966000.0,26924000.0,1279382915220.0127,48971.928130809996,23786600.0,21328300.0,0,1,-0.018947675265996167,-0.020905863538918323,0.8567074299320957,0.8515876779992628
104,2018-01-07,26924000.0,27210000.0,24543000.0,25859000.0,805561532281.216,31015.72258622,24905800.0,21516900.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
105,2018-01-08,25859000.0,26449000.0,23850000.0,25230000.0,1135051093505.0276,44839.783321639996,25771800.0,21660050.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
106,2018-01-09,25200000.0,25786000.0,22858000.0,24016000.0,1009654272888.3821,41558.52968619,25894600.0,21728950.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
107,2018-01-10,24015000.0,24200000.0,19689000.0,21317000.0,969877439744.9689,43736.28693252,24669200.0,21684800.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
108,2018-01-11,21300000.0,21890000.0,14104000.0,19389000.0,1181041028214.333,61924.525620320004,23162200.0,21699800.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
109,2018-01-12,19359000.0,21143000.0,18005000.0,20745000.0,858088176720.2753,43734.14210793,22139400.0,21710800.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
110,2018-01-13,20750000.0,21399000.0,19886000.0,21135000.0,634210697267.0924,30172.38452901,21320400.0,21787950.0,-1,0,0.0,0.0,0.8567074299320957,0.8515876779992628
111,2018-01-14,21130000.0,21299000.0,18131000.0,19206000.0,586547552576.8049,30105.53009772,20358400.0,21757150.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
112,2018-01-15,19210000.0,20143000.0,18201000.0,19106000.0,571781083101.0643,29582.95249892,19916200.0,21615800.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
113,2018-01-16,19107000.0,19219000.0,11543000.0,14279000.0,947014914659.6864,59293.11406178,18894200.0,21231250.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
114,2018-01-17,14279000.0,15722000.0,11901000.0,14951000.0,809847311215.9441,60203.17701055,17735400.0,21000550.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
115,2018-01-18,14954000.0,16370000.0,13650000.0,14880000.0,652466107657.4285,44072.25029267,16484400.0,20780050.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
116,2018-01-19,14879000.0,15448000.0,14352000.0,15372000.0,411893497250.1491,27555.99477285,15717600.0,20627900.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
117,2018-01-20,15370000.0,17208000.0,15225000.0,16858000.0,845326077909.618,51147.45641776,15268000.0,20506800.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
118,2018-01-21,16852000.0,16943000.0,13735000.0,14640000.0,660819520492.5259,44140.37058853,15340200.0,20295800.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
119,2018-01-22,14640000.0,14910000.0,12981000.0,13944000.0,424614464672.0994,30529.67525826,15138800.0,19979850.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
120,2018-01-23,13968000.0,14044000.0,12311000.0,13141000.0,369065658985.68024,28032.38238629,14791000.0,19591900.0,0,0,-0.0,-0.0,0.8567074299320957,0.8515876779992628
121,2018-01-24,13139000.0,13780000.0,12600000.0,13450000.0,317699876835.02954,24236.06233141,14406600.0,19094300.0,0,0,0.0,0.0,0.8567074299320957,0.8515876779992628
