,time_utc,open,high,low,close,volume_krw,volume_market,t-1_range,target,signal,strategy_returns2,cumulative_returns2
0,2017-09-25,4201000.0,4333000.0,4175000.0,4322000.0,560214613.8164,132.48475499,,,0,,
1,2017-09-26,4317000.0,4418000.0,4311000.0,4321000.0,99507239.78705,22.78833969,158000.0,4364400.0,1,-0.01395205334066534,0.9860479466593347
2,2017-09-27,4322000.0,4677000.0,4318000.0,4657000.0,144827622.95669,32.2696617,107000.0,4354100.0,1,0.06555833710755377,1.0506916103506385
3,2017-09-28,4657000.0,4772000.0,4519000.0,4586000.0,372185978.32992,80.5882434,359000.0,4764700.0,1,-0.04151283455411681,1.007074423362754
4,2017-09-29,4586000.0,4709000.0,4476000.0,4657000.0,272455756.80078,59.35237346,253000.0,4661900.0,1,-0.005059069392307817,1.0019795639717435
5,2017-09-30,4657000.0,4896000.0,4651000.0,4895000.0,95614755.70559,19.998483320000002,233000.0,4726900.0,1,0.03155427709492484,1.0335963047767598
6,2017-10-01,4889000.0,4978000.0,4682000.0,4962000.0,133132538.89400999,27.32333246,245000.0,4962500.0,1,-0.004108755264483627,1.0293495105181574
7,2017-10-02,4962000.0,5095000.0,4956000.0,5025000.0,159931532.80646,31.72800385,296000.0,5050800.0,1,-0.009116081254454666,1.0199658767410407
8,2017-10-03,5021000.0,5079000.0,4811000.0,4964000.0,58901304.61549,11.89930699,139000.0,5062700.0,1,-0.02350344812056815,0.9959931616723078
9,2017-10-04,4987000.0,5002000.0,4837000.0,4895000.0,34588125.30359,7.03874388,268000.0,5067400.0,0,-0.0,0.9959931616723078
10,2017-10-05,4894000.0,4993000.0,4811000.0,4926000.0,26371319.19136,5.36365175,165000.0,4943500.0,1,-0.007547987862850207,0.9884754173765234
11,2017-10-06,4927000.0,5034000.0,4885000.0,5027000.0,123935127.5442,25.16382027,182000.0,4981600.0,1,0.005105501365023248,0.9935220799692311
12,2017-10-07,4983000.0,5070000.0,4935000.0,5047000.0,21667485.97149,4.343932,149000.0,5027700.0,1,-0.0001692819380632045,0.9933538946260254
13,2017-10-08,5044000.0,5263000.0,4993000.0,5217000.0,738294004.4727801,145.91785961,135000.0,5084500.0,1,0.022051488641951028,1.015258826750809
14,2017-10-09,5222000.0,5761000.0,5188000.0,5477000.0,43270591.141210005,8.07043419,270000.0,5303000.0,1,0.02880348481991326,1.0445018189554087
15,2017-10-10,5469000.0,5665000.0,5459000.0,5486000.0,64822758.50704,11.69369387,573000.0,5640900.0,1,-0.031468047226506375,1.011633386388348
16,2017-10-11,5533000.0,5605000.0,5451000.0,5557000.0,23324891.84167,4.21265003,206000.0,5594800.0,1,-0.010764246657610572,1.00074391509019
17,2017-10-12,5569000.0,6377000.0,5515000.0,6332000.0,118992386.99590999,20.91828711,154000.0,5615200.0,1,0.12364500128223388,1.1244808977547043
18,2017-10-13,6346000.0,6950000.0,6149000.0,6438000.0,175152950.33682,26.80632423,862000.0,6604600.0,1,-0.029232742391666445,1.0916092373462913
19,2017-10-14,6427000.0,6664000.0,6322000.0,6664000.0,21713362.01115,3.35282452,801000.0,6667300.0,0,-0.0,1.0916092373462913
20,2017-10-15,6610000.0,6700000.0,6142000.0,6381000.0,48606365.59432,7.63078273,342000.0,6712600.0,0,-0.0,1.0916092373462913
21,2017-10-16,6403000.0,6527000.0,6282000.0,6491000.0,146271226.15592,22.92663476,558000.0,6570400.0,0,-0.0,1.0916092373462913
22,2017-10-17,6495000.0,6510000.0,6299000.0,6457000.0,27260409.19505,4.24133721,245000.0,6568500.0,0,-0.0,1.0916092373462913
23,2017-10-18,6413000.0,6489000.0,5876000.0,6391000.0,219208847.48369,36.00111898,211000.0,6476300.0,1,-0.017179048098451218,1.0728564297532057
24,2017-10-19,6405000.0,6596000.0,6109000.0,6511000.0,76025647.17432,11.95565558,613000.0,6588900.0,1,-0.01583086700359693,1.055872182299829
25,2017-10-20,6536000.0,6954000.0,6395000.0,6928000.0,145159280.71805,21.974264010000002,487000.0,6682100.0,1,0.0327916612442196,1.090495985219
26,2017-10-21,6928000.0,7253000.0,6773000.0,6874000.0,38250145.45411,5.46210809,559000.0,7095700.0,1,-0.035252149724481076,1.0520536574741142
27,2017-10-22,6858000.0,7060000.0,6709000.0,7039000.0,30054045.84628,4.39101644,480000.0,7002000.0,1,0.0012761833761782348,1.05339627086263
28,2017-10-23,7017000.0,7100000.0,6668000.0,6971000.0,97052524.49132,14.03934445,351000.0,7122300.0,0,-0.0,1.05339627086263
29,2017-10-24,7034000.0,7052000.0,6350000.0,6479000.0,651377192.14619,98.6742294,432000.0,7163600.0,0,-0.0,1.05339627086263
30,2017-10-25,6479000.0,6644000.0,6212000.0,6643000.0,695968675.01792,108.36397361,702000.0,6689600.0,0,-0.0,1.05339627086263
31,2017-10-26,6643000.0,6873000.0,6534000.0,6811000.0,2881467621.80027,428.50851968,432000.0,6772600.0,1,0.00166188252665148,1.0551468917188165
32,2017-10-27,6765000.0,6950000.0,6633000.0,6710000.0,2917092203.66689,431.20412963,339000.0,6866700.0,1,-0.02682818629035787,1.026839214344092
33,2017-10-28,6708000.0,6800000.0,6600000.0,6715000.0,2708305312.92229,404.19563617,317000.0,6803100.0,0,-0.0,1.026839214344092
34,2017-10-29,6715000.0,7030000.0,6588000.0,6961000.0,4413173510.25254,656.27989369,200000.0,6775000.0,1,0.023445764723247234,1.0509142449722078
35,2017-10-30,6961000.0,7007000.0,6809000.0,6964000.0,3621429303.55395,521.84628417,442000.0,7093600.0,0,-0.0,1.0509142449722078
36,2017-10-31,6965000.0,7479000.0,6965000.0,7422000.0,8331387759.05405,1170.54812455,198000.0,7024400.0,1,0.0525944727521212,1.1061865255942147
37,2017-11-01,7422000.0,7799000.0,7256000.0,7798000.0,8649414140.579899,1163.3523499,514000.0,7576200.0,1,0.02526777318444598,1.1341373958226197
38,2017-11-02,7790000.0,8596000.0,7500000.0,8217000.0,14621738292.19718,1806.67768011,543000.0,7952900.0,1,0.02919987933961199,1.167254070935182
39,2017-11-03,8219000.0,8478000.0,8000000.0,8143000.0,8480692936.98769,1025.40458685,1096000.0,8547800.0,0,-0.0,1.167254070935182
40,2017-11-04,8136000.0,8400000.0,7560000.0,8346000.0,7137573137.46992,881.59851324,478000.0,8279400.0,1,0.00403602898760782,1.1719651422013795
41,2017-11-05,8345000.0,8620000.0,8280000.0,8453000.0,8409963563.140261,993.49954201,840000.0,8597000.0,1,-0.02075796207979528,1.1476375342207212
42,2017-11-06,8454000.0,8480000.0,8030000.0,8060000.0,15924418602.8134,1914.09607157,340000.0,8556000.0,0,-0.0,1.1476375342207212
43,2017-11-07,8060000.0,8413000.0,8050000.0,8243000.0,15264884249.39165,1858.95589505,450000.0,8195000.0,1,0.0018492065893837705,1.1497597531112265
44,2017-11-08,8244000.0,8639000.0,8060000.0,8339000.0,18964680864.9587,2280.72049163,363000.0,8352900.0,1,-0.005672086053945314,1.1432382168502166
45,2017-11-09,8338000.0,8340000.0,8041000.0,8148000.0,20397973001.43914,2491.80910057,579000.0,8511700.0,0,-0.0,1.1432382168502166
46,2017-11-10,8150000.0,8240000.0,7320000.0,7541000.0,28271699640.03251,3612.89564315,299000.0,8239700.0,1,-0.08880443739456538,1.041713590194867
47,2017-11-11,7541000.0,7897000.0,7009000.0,7231000.0,25386732062.7362,3407.25730505,920000.0,7817000.0,1,-0.07897252040424715,0.9594468424378214
48,2017-11-12,7231000.0,8250000.0,6476000.0,7132000.0,59303943335.4971,8255.02328981,888000.0,7497400.0,1,-0.05274470050950994,0.9088411060786435
49,2017-11-13,7132000.0,7898000.0,6921000.0,7487000.0,68979166583.98106,9275.45757255,1774000.0,7664200.0,1,-0.02712838976018376,0.8841857103228656
50,2017-11-14,7471000.0,7699000.0,7430000.0,7591000.0,49083415078.93159,6500.25828248,977000.0,7764100.0,0,-0.0,0.8841857103228656
51,2017-11-15,7592000.0,8397000.0,7560000.0,8350000.0,60575966230.991684,7565.2966817100005,269000.0,7672700.0,1,0.08426565735660192,0.9586922004285359
52,2017-11-16,8350000.0,8750000.0,8150000.0,8710000.0,66362578166.67221,7885.12189571,837000.0,8601100.0,1,0.008653120600853466,0.9669878796579416
53,2017-11-17,8710000.0,8899000.0,8400000.0,8541000.0,73541971046.96329,8479.64307876,600000.0,8890000.0,1,-0.04326543577052868,0.9251507276597213
54,2017-11-18,8542000.0,8699000.0,8356000.0,8618000.0,71270791002.62938,8359.23158399,499000.0,8691700.0,1,-0.012487319948916826,0.9135980745224611
55,2017-11-19,8618000.0,8888000.0,8495000.0,8770000.0,51704190379.623436,6018.17460761,343000.0,8720900.0,1,0.0016221303305850605,0.915080049669108
56,2017-11-20,8770000.0,9181000.0,8655000.0,9025000.0,98856175269.8701,11144.14671373,393000.0,8887900.0,1,0.011417404381237327,0.9255278886373831
57,2017-11-21,8994000.0,9230000.0,8500000.0,8944000.0,132652866037.0233,14774.666831640001,526000.0,9151800.0,1,-0.026713824952468327,0.9008034986316965
58,2017-11-22,8944000.0,9200000.0,8932000.0,9084000.0,125645415654.13206,13847.87059897,730000.0,9163000.0,1,-0.012629595983848083,0.8894267143831414
59,2017-11-23,9084000.0,9134000.0,8905000.0,8943000.0,125047210622.13188,13841.87719654,268000.0,9164400.0,0,-0.0,0.8894267143831414
60,2017-11-24,8945000.0,9670000.0,7182000.0,9195000.0,200875095977.88983,22032.01627708,229000.0,9013700.0,1,0.016105746275114505,0.9037515953753049
61,2017-11-25,9195000.0,9908000.0,8930000.0,9879000.0,127609531945.92574,13583.46813243,2488000.0,9941400.0,0,-0.0,0.9037515953753049
62,2017-11-26,9879000.0,10750000.0,9751000.0,10344000.0,219495708155.25916,21616.95893054,978000.0,10172400.0,1,0.012861107939129337,0.9153748421935871
63,2017-11-27,10339000.0,11320000.0,10333000.0,11314000.0,240151243927.5943,22007.04116208,999000.0,10638700.0,1,0.059467546711534265,0.9698099383802975
64,2017-11-28,11315000.0,12074000.0,11111000.0,12048000.0,361833928118.68604,31149.61770187,987000.0,11611100.0,1,0.03361963669247536,1.002414596169395
65,2017-11-29,12050000.0,13750000.0,10800000.0,11104000.0,583392545363.8435,46072.10048672,963000.0,12338900.0,1,-0.10408945461913142,0.8980738075518658
66,2017-11-30,11114000.0,12550000.0,10017000.0,11935000.0,468921379821.1759,41015.72824001,2950000.0,11999000.0,1,-0.009341756479706642,0.8896842207409134
67,2017-12-01,11935000.0,12680000.0,11201000.0,12532000.0,361396684693.6415,30105.44287949,2533000.0,12694900.0,0,-0.0,0.8896842207409134
68,2017-12-02,12532000.0,13180000.0,12350000.0,12971000.0,373696719511.07733,29070.16589351,1479000.0,12975700.0,1,-0.0043702140770825754,0.8857961102352732
69,2017-12-03,12970000.0,13529000.0,12840000.0,13128000.0,342652005584.1855,26158.44322038,830000.0,13219000.0,1,-0.0108920030259475,0.8761480163222181
70,2017-12-04,13120000.0,13688000.0,13119000.0,13684000.0,308794107045.7385,23034.66918821,689000.0,13326700.0,1,0.022802731148746473,0.8961265839849211
71,2017-12-05,13683000.0,14794000.0,13612000.0,14645000.0,393354372550.99945,27842.82483202,569000.0,13853700.0,1,0.05311008648952984,0.9437199443659271
72,2017-12-06,14645000.0,19006000.0,14645000.0,18390000.0,744796122921.4562,45656.79876709,1182000.0,14999600.0,1,0.22202379007440204,1.153248223182854
73,2017-12-07,18389000.0,23860000.0,17965000.0,23791000.0,1118247923145.0781,55169.96236661,4361000.0,19697300.0,1,0.2038216835200763,1.38830521754852
74,2017-12-08,23795000.0,24967000.0,16521000.0,20260000.0,2070532197879.6824,101681.96225121,5895000.0,25563500.0,0,-0.0,1.38830521754852
75,2017-12-09,20259000.0,20877000.0,15257000.0,17769000.0,1017293699277.7094,57286.61272035,8446000.0,22792800.0,0,-0.0,1.38830521754852
76,2017-12-10,17769000.0,18537000.0,13744000.0,17661000.0,1402187895614.1143,87998.64106754,5620000.0,19455000.0,0,-0.0,1.38830521754852
