,time_utc,open,high,low,close,volume_krw,volume_market,t-1_range,target,signal,strategy_returns2,cumulative_returns2
77,2017-12-11,17661000.0,19989000.0,17520000.0,19307000.0,937491532254.3287,49104.26522594,4793000.0,19098900.0,1,0.006887871887909736,1.3978676860283108
78,2017-12-12,19307000.0,19549000.0,18497000.0,18940000.0,729551889133.9525,38006.68261122,2469000.0,20047700.0,0,-0.0,1.3978676860283108
79,2017-12-13,18943000.0,19301000.0,17379000.0,18358000.0,720181409852.3254,38816.44091324,1052000.0,19258600.0,1,-0.050771336774220306,1.3268960749751675
80,2017-12-14,18356000.0,19312000.0,18101000.0,18660000.0,738904747692.3414,39803.90884469,1922000.0,18932600.0,1,-0.018406387416413976,1.3024727117578554
81,2017-12-15,18664000.0,21558000.0,18539000.0,20075000.0,1078431840484.545,53514.06078424,1211000.0,19027300.0,1,0.05105476819096764,1.3689701541317136
82,2017-12-16,20080000.0,22475000.0,19810000.0,22205000.0,870216522171.1827,41665.03527147,3019000.0,20985700.0,1,0.05409323668974595,1.4430221807003585
83,2017-12-17,22208000.0,22961000.0,21000000.0,21881000.0,776403828709.9163,35185.99155835,2665000.0,23007500.0,0,-0.0,1.4430221807003585
84,2017-12-18,21881000.0,22280000.0,20980000.0,22087000.0,864254636436.4166,39510.42923015,1961000.0,22469300.0,0,-0.0,1.4430221807003585
85,2017-12-19,22086000.0,23741000.0,20450000.0,22367000.0,1076218244994.0664,48064.50573599,1300000.0,22476000.0,1,-0.008857597971169247,1.4302404703602347
86,2017-12-20,22385000.0,23299000.0,20600000.0,22638000.0,915787457576.3986,41426.79458212,3291000.0,23372300.0,0,-0.0,1.4302404703602347
87,2017-12-21,22638000.0,23950000.0,20750000.0,22200000.0,974647759990.218,43263.77604079,2699000.0,23447700.0,1,-0.057219829271101155,1.3484023548296027
88,2017-12-22,22200000.0,22840000.0,16105000.0,19089000.0,1528909362094.557,79976.23837469,3200000.0,23160000.0,0,-0.0,1.3484023548296027
89,2017-12-23,19090000.0,21120000.0,18312000.0,20525000.0,1163881876672.5967,58485.96741678,6735000.0,21110500.0,1,-0.03174290244191279,1.3056001504278012
90,2017-12-24,20523000.0,20770000.0,18499000.0,19592000.0,929024030188.0336,47643.13660186,2808000.0,21365400.0,0,-0.0,1.3056001504278012
91,2017-12-25,19589000.0,19950000.0,19210000.0,19822000.0,712237808781.7738,36350.71167524,2271000.0,20270300.0,0,-0.0,1.3056001504278012
92,2017-12-26,19820000.0,22750000.0,19730000.0,21933000.0,1172199097072.874,54654.19806036,740000.0,20042000.0,1,0.09034348368426305,1.4235526163161467
93,2017-12-27,21932000.0,22650000.0,21074000.0,21970000.0,825256664954.1604,37639.65248022,3020000.0,22838000.0,0,-0.0,1.4235526163161467
94,2017-12-28,21964000.0,22000000.0,18323000.0,19565000.0,896259224119.7755,45244.24799131,1576000.0,22436800.0,0,-0.0,1.4235526163161467
95,2017-12-29,19565000.0,19738000.0,18530000.0,19290000.0,716201020435.9087,37594.01226698,3677000.0,20668100.0,0,-0.0,1.4235526163161467
96,2017-12-30,19290000.0,19478000.0,17800000.0,18415000.0,790630766740.0131,42305.07850317,1208000.0,19652400.0,0,-0.0,1.4235526163161467
97,2017-12-31,18401000.0,19637000.0,18208000.0,19280000.0,553830467343.9598,29363.72193703,1678000.0,18904400.0,1,0.015860310954063563,1.4461306034703916
98,2018-01-01,19278000.0,19420000.0,18290000.0,18860000.0,529081640813.1479,27949.67613401,1429000.0,19706700.0,0,-0.0,1.4461306034703916
99,2018-01-02,18875000.0,21720000.0,18510000.0,20263000.0,819264196997.1248,41968.47300909,1130000.0,19214000.0,1,0.050587388987196835,1.519286574834438
100,2018-01-03,20263000.0,21329000.0,19520000.0,20900000.0,888631010674.476,43168.2576045,3210000.0,21226000.0,1,-0.01936646113257326,1.4898633704336666
101,2018-01-04,20899000.0,23685000.0,19700000.0,23402000.0,979062410849.0691,45184.75433078,1809000.0,21441700.0,1,0.087416288130139,1.6201016960980361
102,2018-01-05,23403000.0,28589000.0,22338000.0,27444000.0,1418955321795.6082,56774.8498417,3985000.0,24598500.0,1,0.11166932251966583,1.8010173549142654
103,2018-01-06,27451000.0,28885000.0,23966000.0,26924000.0,1279382915220.0127,48971.928130809996,6251000.0,29326300.0,0,-0.0,1.8010173549142654
104,2018-01-07,26924000.0,27210000.0,24543000.0,25859000.0,805561532281.216,31015.72258622,4919000.0,28399700.0,0,-0.0,1.8010173549142654
105,2018-01-08,25859000.0,26449000.0,23850000.0,25230000.0,1135051093505.0276,44839.783321639996,2667000.0,26659100.0,0,-0.0,1.8010173549142654
106,2018-01-09,25200000.0,25786000.0,22858000.0,24016000.0,1009654272888.3821,41558.52968619,2599000.0,25979700.0,0,-0.0,1.8010173549142654
107,2018-01-10,24015000.0,24200000.0,19689000.0,21317000.0,969877439744.9689,43736.28693252,2928000.0,24893400.0,0,-0.0,1.8010173549142654
108,2018-01-11,21300000.0,21890000.0,14104000.0,19389000.0,1181041028214.333,61924.525620320004,4511000.0,22653300.0,0,-0.0,1.8010173549142654
109,2018-01-12,19359000.0,21143000.0,18005000.0,20745000.0,858088176720.2753,43734.14210793,7786000.0,21694800.0,0,-0.0,1.8010173549142654
110,2018-01-13,20750000.0,21399000.0,19886000.0,21135000.0,634210697267.0924,30172.38452901,3138000.0,21691400.0,0,-0.0,1.8010173549142654
111,2018-01-14,21130000.0,21299000.0,18131000.0,19206000.0,586547552576.8049,30105.53009772,1513000.0,21583900.0,0,-0.0,1.8010173549142654
112,2018-01-15,19210000.0,20143000.0,18201000.0,19106000.0,571781083101.0643,29582.95249892,3168000.0,20160400.0,0,-0.0,1.8010173549142654
113,2018-01-16,19107000.0,19219000.0,11543000.0,14279000.0,947014914659.6864,59293.11406178,1942000.0,19689600.0,0,-0.0,1.8010173549142654
114,2018-01-17,14279000.0,15722000.0,11901000.0,14951000.0,809847311215.9441,60203.17701055,7676000.0,16581800.0,0,-0.0,1.8010173549142654
115,2018-01-18,14954000.0,16370000.0,13650000.0,14880000.0,652466107657.4285,44072.25029267,3821000.0,16100300.0,1,-0.07980131557797057,1.6572938006133504
116,2018-01-19,14879000.0,15448000.0,14352000.0,15372000.0,411893497250.1491,27555.99477285,2720000.0,15695000.0,0,-0.0,1.6572938006133504
117,2018-01-20,15370000.0,17208000.0,15225000.0,16858000.0,845326077909.618,51147.45641776,1096000.0,15698800.0,1,0.06983174336891994,1.773025515984684
118,2018-01-21,16852000.0,16943000.0,13735000.0,14640000.0,660819520492.5259,44140.37058853,1983000.0,17446900.0,0,-0.0,1.773025515984684
119,2018-01-22,14640000.0,14910000.0,12981000.0,13944000.0,424614464672.0994,30529.67525826,3208000.0,15602400.0,0,-0.0,1.773025515984684
120,2018-01-23,13968000.0,14044000.0,12311000.0,13141000.0,369065658985.68024,28032.38238629,1929000.0,14546700.0,0,-0.0,1.773025515984684
121,2018-01-24,13139000.0,13780000.0,12600000.0,13450000.0,317699876835.02954,24236.06233141,1733000.0,13658900.0,1,-0.019301996178316023,1.7388025842510908
122,2018-01-25,13450000.0,13900000.0,12800000.0,12973000.0,251329639983.38058,18943.75635587,1180000.0,13804000.0,1,-0.06420770124601564,1.627158067395697
123,2018-01-26,12973000.0,13350000.0,11500000.0,12876000.0,379440453340.1203,30279.96147663,1100000.0,13303000.0,1,-0.03610589461023829,1.5684080697001088
124,2018-01-27,12876000.0,13132000.0,12300000.0,12900000.0,235439540808.33005,18535.39984957,1850000.0,13431000.0,0,-0.0,1.5684080697001088
125,2018-01-28,12903000.0,13570000.0,12810000.0,13352000.0,271698507514.6077,20508.736724860002,832000.0,13152600.0,1,0.011152439943433295,1.5858996465042354
126,2018-01-29,13351000.0,13489000.0,12560000.0,12909000.0,205582977986.2608,15844.07278917,760000.0,13579000.0,0,-0.0,1.5858996465042354
127,2018-01-30,12909000.0,12957000.0,11310000.0,11627000.0,258564860359.41562,21206.17024434,929000.0,13187700.0,0,-0.0,1.5858996465042354
128,2018-01-31,11658000.0,11900000.0,10400000.0,11429000.0,259417060684.88272,23175.02109439,1647000.0,12152100.0,0,-0.0,1.5858996465042354
129,2018-02-01,11439000.0,11490000.0,10011000.0,10070000.0,236864009092.77927,22225.67551126,1500000.0,11889000.0,0,-0.0,1.5858996465042354
130,2018-02-02,10061000.0,10120000.0,7830000.0,9410000.0,465637634475.9709,52018.46095277,1479000.0,10504700.0,0,-0.0,1.5858996465042354
131,2018-02-03,9410000.0,10200000.0,8400000.0,9520000.0,235540121101.8899,25405.73722415,2290000.0,10097000.0,1,-0.061153458254927205,1.4889163986752347
132,2018-02-04,9524000.0,10158000.0,8765000.0,8900000.0,178483940514.02716,18781.02389914,1800000.0,10064000.0,1,-0.11966731478537361,1.3107417713058607
133,2018-02-05,8900000.0,9250000.0,7715000.0,7832000.0,176326495552.98172,20709.59917348,1393000.0,9317900.0,0,-0.0,1.3107417713058607
134,2018-02-06,7831000.0,8698000.0,6620000.0,8642000.0,335384726987.6974,44456.45172294,1535000.0,8291500.0,1,0.03826403738768618,1.36089604344871
135,2018-02-07,8646000.0,9199000.0,7990000.0,8387000.0,294441762043.2158,33928.15634331,2078000.0,9269400.0,0,-0.0,1.36089604344871
136,2018-02-08,8410000.0,9690000.0,8410000.0,9480000.0,351355936611.4521,38113.82546535,1209000.0,8772700.0,1,0.07661679861388165,1.4651635415440483
137,2018-02-09,9479000.0,9934000.0,9041000.0,9929000.0,277460223221.5223,29459.15309411,1280000.0,9863000.0,1,0.0026836491939572138,1.4690955265013286
138,2018-02-10,9929000.0,10656000.0,9475000.0,9959000.0,335316118019.4635,33057.119645650004,893000.0,10196900.0,1,-0.027338526767939346,1.4289326191254121
139,2018-02-11,9958000.0,10045000.0,9021000.0,9320000.0,166733129197.31805,17672.616153080002,1181000.0,10312300.0,0,-0.0,1.4289326191254121
140,2018-02-12,9319000.0,10195000.0,9305000.0,10140000.0,145173412651.06952,14756.72285892,1024000.0,9626200.0,1,0.049366950115310254,1.499474664451916
141,2018-02-13,10149000.0,10220000.0,9630000.0,9906000.0,136411104720.2393,13735.57073936,890000.0,10416000.0,0,-0.0,1.499474664451916
142,2018-02-14,9906000.0,10510000.0,9896000.0,10473000.0,176544632905.03323,17264.67105928,590000.0,10083000.0,1,0.03467080987801249,1.5514626654600248
143,2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,293165904394.8277,26678.52011813,614000.0,10657200.0,1,0.0616562646098412,1.6471200580939178
144,2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,231906886587.65186,20284.75192278,1104000.0,11688200.0,1,-0.023360774182508887,1.6086420583653047
145,2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,406337968335.0321,34046.21887429,649000.0,11646700.0,1,0.052084917890904685,1.6924280478911173
146,2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,538048238909.2242,44163.19851131,918000.0,12575400.0,1,-0.05246749730426076,1.603630583850735
147,2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,278412584740.4364,22700.15187526,1233000.0,12335900.0,1,0.021373102927228597,1.6379051453766285
148,2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,547143024491.79083,41015.58477391,801000.0,12889300.0,1,0.047096200010861754,1.7150442537021056
149,2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,492964886432.1959,37637.76832665,1504000.0,13993200.0,0,-0.0,1.7150442537021056
150,2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,454695464304.42505,37219.85617238,1239000.0,13194700.0,0,-0.0,1.7150442537021056
151,2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,365496367275.31226,31053.11554548,1371000.0,12172300.0,0,-0.0,1.7150442537021056
152,2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,257929366922.33112,21762.37417394,899000.0,12334700.0,1,-0.06738180505403459,1.5994814761401082
153,2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,185760963538.6857,16499.63847015,1078000.0,11876400.0,0,-0.0,1.5994814761401082
154,2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,276455308845.72,24307.10812212,808000.0,11472400.0,1,0.022193910463372896,1.6349802248093852
155,2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,244517108299.52618,20616.46007981,1056000.0,12094800.0,1,-0.015897359460263882,1.6089883564651675
156,2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,254046612860.76138,21114.42802459,702000.0,12167600.0,1,-0.029288151352772875,1.5618640619561663
157,2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,248835909818.77716,20882.28518046,628000.0,12053400.0,1,0.009315988053163362,1.5764143688980155
158,2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,295637064034.3188,23945.11755659,647000.0,12408100.0,1,0.0005776958277254977,1.5773250569016943
159,2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,228965630025.49286,18163.17519084,458000.0,12602400.0,1,0.014131329461054979,1.5996147569479495
160,2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,201340229993.18277,16125.74325513,484000.0,12976200.0,0,-0.0,1.5996147569479495
161,2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,175702590360.74634,13919.50036247,585000.0,12767500.0,1,-0.005691956451928725,1.5905098194115392
162,2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,185315323122.34424,15007.19978396,448000.0,12879400.0,0,-0.0,1.5905098194115392
163,2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,337512805826.04443,29131.72046073,846000.0,12276800.0,0,-0.0,1.5905098194115392
164,2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,232885684468.13763,21348.232841779998,1321000.0,11596300.0,0,-0.0,1.5905098194115392
165,2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,359087978449.7945,36119.23291786,874000.0,10781200.0,0,-0.0,1.5905098194115392
166,2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,173993980170.12576,16901.3779678,1338000.0,10819400.0,0,-0.0,1.5905098194115392
167,2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,222910153569.97626,22131.28254155,735000.0,10083500.0,1,0.03928036753111519,1.652985629679872
168,2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,243013316061.00055,23224.57971188,1084000.0,10844200.0,1,-0.06221399723354423,1.55014678628788
169,2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,163563552693.13174,16134.014534599999,984000.0,10508200.0,0,-0.0,1.55014678628788
170,2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,188527487356.7046,19491.85046288,455000.0,10303500.0,0,-0.0,1.55014678628788
171,2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,249635075454.0921,28078.89544603,1265000.0,9520500.0,0,-0.0,1.55014678628788
172,2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,132742166404.73773,14610.88215893,862000.0,9373600.0,0,-0.0,1.55014678628788
173,2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,85560272227.023,9640.05582315,547000.0,9259100.0,0,-0.0,1.55014678628788
174,2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,177096093168.42688,20951.81009811,629000.0,8855700.0,1,0.014319105796266768,1.572343502120479
175,2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,245419472243.3094,26470.16482589,1024000.0,9325200.0,1,0.03811425247715863,1.632272199341119
176,2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,196491719564.26718,20520.44702784,885000.0,9983500.0,1,-0.019483472730004506,1.6004698684573118
177,2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,165715121214.27365,16611.83303474,836000.0,10076800.0,1,-0.019667670609717334,1.5689923542637159
178,2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,127016149438.50511,12988.83698289,427000.0,10047100.0,1,-0.03029408689074452,1.521461163552737
