,day_starting_at_4am,open,high,low,close,volume_krw,volume_market,Hashrate (TH/s)
100,2021-07-10 04:00:00,39306000.0,40302000.0,39261000.0,39622000.0,177542830668.53494,4453.90168581,99244593.17195547
101,2021-07-11 04:00:00,39637000.0,40053000.0,39124000.0,39942000.0,140932219887.86102,3551.83026658,93532674.14047602
102,2021-07-12 04:00:00,39942000.0,40580000.0,39123000.0,39222000.0,212034220323.0077,5308.30728487,114952370.50852396
103,2021-07-13 04:00:00,39182000.0,39451000.0,38297000.0,38458000.0,193100102580.96603,4967.65199518,89248734.86686642
104,2021-07-14 04:00:00,38458000.0,38975000.0,37600000.0,38655000.0,251444306356.37552,6557.9571173,89962724.74580133
105,2021-07-15 04:00:00,38631000.0,39045000.0,37088000.0,37345000.0,277376746019.99585,7266.53404846,97102623.53515066
106,2021-07-16 04:00:00,37345000.0,38053000.0,36750000.0,37758000.0,213489242124.9988,5705.40547952,121378279.41893831
107,2021-07-17 04:00:00,37731000.0,37867000.0,36824000.0,37402000.0,134217644136.71391,3602.64777177,91390704.50367121
108,2021-07-18 04:00:00,37427000.0,38172000.0,37000000.0,37367000.0,142129157843.8667,3787.32099381,107098481.84023969
109,2021-07-19 04:00:00,37362000.0,37750000.0,36500000.0,36599000.0,154839564105.05228,4171.74170786,101997588.09440474
110,2021-07-20 04:00:00,36599000.0,36937000.0,34820000.0,35335000.0,245143838576.91537,6886.45035056,97872242.08868839
111,2021-07-21 04:00:00,35349000.0,38374000.0,35000000.0,37465000.0,233916694683.69415,6396.36119549,115543619.13247934
112,2021-07-22 04:00:00,37465000.0,38470000.0,37251000.0,37917000.0,186227794277.11295,4916.83546263,82919538.43624988
113,2021-07-23 04:00:00,37917000.0,38469000.0,37780000.0,37865000.0,142226332446.89993,3736.33038733,98551910.4365265
114,2021-07-24 04:00:00,37842000.0,40240000.0,37835000.0,40067000.0,220321021419.846,5612.65542503,103989257.2192314
115,2021-07-25 04:00:00,40033000.0,40543000.0,39547000.0,40066000.0,173475465659.1056,4335.07927189,91755226.95814537
116,2021-07-26 04:00:00,40066000.0,46305000.0,39922000.0,46030000.0,664450886489.7017,15055.78070232,104668925.56706952
117,2021-07-27 04:00:00,46030000.0,46800000.0,42050000.0,43900000.0,566726760310.622,12988.69100405,103989257.2192314
118,2021-07-28 04:00:00,43869000.0,47494000.0,43727000.0,46729000.0,584042332168.884,12717.41634053,101950252.17571706
119,2021-07-29 04:00:00,46702000.0,47000000.0,45529000.0,45659000.0,275571300019.8694,5968.22734654,115543619.13247934
120,2021-07-30 04:00:00,45659000.0,46400000.0,44450000.0,45347000.0,324016685649.31256,7147.58150163,106707930.61058386
121,2021-07-31 04:00:00,45346000.0,48768000.0,45341000.0,47972000.0,359056154340.3486,7502.73497172,108746935.65409821
122,2021-08-01 04:00:00,47972000.0,49471000.0,47400000.0,47688000.0,264249256696.66724,5471.32564247,112824945.7411269
123,2021-08-02 04:00:00,47744000.0,48157000.0,45438000.0,45951000.0,377627359070.2507,8167.25392606,112465862.12588961
124,2021-08-03 04:00:00,45951000.0,46150000.0,44440000.0,44858000.0,352658094072.07776,7815.67585917,110975800.79118258
125,2021-08-04 04:00:00,44870000.0,45892000.0,44000000.0,45732000.0,281335576037.4662,6272.63785169,103048957.87752669
126,2021-08-05 04:00:00,45725000.0,47227000.0,43841000.0,47110000.0,418440892371.32355,9259.8167098,121785132.03707698
127,2021-08-06 04:00:00,47110000.0,49898000.0,46250000.0,49312000.0,492072568908.0436,10313.11680193,98004603.29610927
128,2021-08-07 04:00:00,49346000.0,51146000.0,48921000.0,50130000.0,503813410211.4072,10091.81034089,115299533.28954034
129,2021-08-08 04:00:00,50130000.0,51731000.0,49950000.0,50631000.0,501863390386.0653,9865.50720107,114578911.20648071
130,2021-08-09 04:00:00,50631000.0,53043000.0,49585000.0,52750000.0,517946183910.8639,10051.65737074,120343887.87095772
131,2021-08-10 04:00:00,52750000.0,53491000.0,51800000.0,52325000.0,536855026743.6749,10205.47677502,113858289.12342106
132,2021-08-11 04:00:00,52296000.0,53500000.0,52061000.0,53072000.0,556254711887.1724,10520.3579617,109534556.62506332
133,2021-08-12 04:00:00,53072000.0,53395000.0,51463000.0,51825000.0,732182777776.6647,13954.43712255,118902643.70483847
134,2021-08-13 04:00:00,51825000.0,54147000.0,51391000.0,53847000.0,561638109854.5668,10550.78504891,105931446.20976518
135,2021-08-14 04:00:00,53898000.0,55742000.0,53573000.0,54496000.0,617694119145.5176,11258.3291274,108813934.5420037
136,2021-08-15 04:00:00,54454000.0,55166000.0,53349000.0,53952000.0,463300292004.9497,8542.71403019,108175319.62792763
137,2021-08-16 04:00:00,53952000.0,55704000.0,53700000.0,54091000.0,467727929975.8147,8538.05137886,126820808.5468918
138,2021-08-17 04:00:00,54093000.0,54649000.0,53050000.0,53662000.0,452555548131.9395,8380.58418013,140740165.58252627
139,2021-08-18 04:00:00,53662000.0,53874000.0,51938000.0,53159000.0,780387373261.2384,14671.08702017,124500915.70761941
140,2021-08-19 04:00:00,53112000.0,54788000.0,52002000.0,54585000.0,747322571319.014,14116.36427916,133007189.45161822
141,2021-08-20 04:00:00,54585000.0,57473000.0,54345000.0,57131000.0,720158097678.2426,12957.27909694,104395177.76725851
142,2021-08-21 04:00:00,57137000.0,58280000.0,56557000.0,58163000.0,541844456267.4529,9448.97623593,119087832.41598378
143,2021-08-22 04:00:00,58165000.0,58165000.0,56611000.0,57102000.0,416949613124.24567,7256.93924441,123727618.0945286
144,2021-08-23 04:00:00,57097000.0,58726000.0,56998000.0,57682000.0,651952580103.2235,11203.89252381,131460594.22543663
145,2021-08-24 04:00:00,57681000.0,57972000.0,56357000.0,56636000.0,919086213058.7648,16051.28429782,126820808.5468918
146,2021-08-25 04:00:00,56635000.0,57029000.0,55100000.0,56972000.0,669950805436.3807,11929.37810727,152339629.77888831
147,2021-08-26 04:00:00,56975000.0,57497000.0,54504000.0,55588000.0,542129306801.2179,9710.27946674,119087832.41598378
148,2021-08-27 04:00:00,55582000.0,57160000.0,54616000.0,56872000.0,445068694502.1393,7979.11893259,130687447.2547367
149,2021-08-28 04:00:00,56872000.0,57885000.0,56704000.0,57320000.0,332839068438.324,5798.9150534,127844614.11993943
150,2021-08-29 04:00:00,57320000.0,58000000.0,56500000.0,57222000.0,625918879569.4214,10949.68850856,127844614.11993943
151,2021-08-30 04:00:00,57238000.0,57800000.0,56220000.0,56903000.0,809972865722.3945,14269.65258904,123466373.91035247
152,2021-08-31 04:00:00,56903000.0,57110000.0,55232000.0,55494000.0,669949224408.9447,12009.85870949,136601094.53911337
153,2021-09-01 04:00:00,55494000.0,56900000.0,54538000.0,56447000.0,492352443908.3865,8885.159416210001,118212485.65884812
154,2021-09-02 04:00:00,56447000.0,58369000.0,55915000.0,57421000.0,538731978328.2178,9385.03990719,126093318.03610466
155,2021-09-03 04:00:00,57424000.0,59110000.0,56500000.0,58217000.0,622350775887.2548,10748.88607875,119963781.7426829
156,2021-09-04 04:00:00,58218000.0,58500000.0,57184000.0,57744000.0,454508463460.8187,7854.07087613,130471558.24569161
157,2021-09-05 04:00:00,57744000.0,58300000.0,57217000.0,57937000.0,386757962256.178,6696.5649757599995,129595910.20377423
158,2021-09-06 04:00:00,57938000.0,59960000.0,57817000.0,59780000.0,437591026404.23645,7376.01469093,135725446.49719596
159,2021-09-07 04:00:00,59776000.0,61113000.0,55000000.0,56837000.0,1133481997107.8008,19271.33936653,143606278.8744525
160,2021-09-08 04:00:00,56836000.0,57250000.0,53154000.0,55347000.0,739030574683.4487,13329.25909515,150611463.20979166
161,2021-09-09 04:00:00,55359000.0,56567000.0,54701000.0,56073000.0,463084396893.17926,8334.57934723,133974150.41336119
162,2021-09-10 04:00:00,55999000.0,56850000.0,54785000.0,55601000.0,562198498728.5293,10062.45556202,129910433.67934506
163,2021-09-11 04:00:00,55663000.0,55700000.0,54316000.0,55131000.0,270352430819.64105,4913.40646282,125412870.36132078
164,2021-09-12 04:00:00,55132000.0,55580000.0,54316000.0,54973000.0,217413053426.33545,3957.40294362,124497447.94992428
165,2021-09-13 04:00:00,54976000.0,56663000.0,53600000.0,54197000.0,443375569358.64813,8105.24125129,135482516.8866823
166,2021-09-14 04:00:00,54197000.0,56483000.0,54120000.0,56187000.0,302624744301.95667,5461.77709854,134567094.4752858
167,2021-09-15 04:00:00,56186000.0,57600000.0,56011000.0,57050000.0,316584938015.3901,5579.19631529,145552163.4120438
168,2021-09-16 04:00:00,57051000.0,57500000.0,56446000.0,57070000.0,296215987718.911,5190.17242476,153790965.11461234
169,2021-09-17 04:00:00,57064000.0,57836000.0,56900000.0,57373000.0,400506793119.7188,6973.86905612,129989982.41830327
170,2021-09-18 04:00:00,57373000.0,58980000.0,57100000.0,58540000.0,305826015018.8802,5247.686331729999,124497447.94992428
171,2021-09-19 04:00:00,58540000.0,58805000.0,57466000.0,58030000.0,263337654410.95715,4532.7479247,134567094.4752858
172,2021-09-20 04:00:00,58009000.0,58200000.0,53755000.0,54379000.0,582438287828.304,10429.33911189,141890473.7664578
173,2021-09-21 04:00:00,54433000.0,55070000.0,51012000.0,52249000.0,546185147685.9873,10315.59292087,146467585.8234403
174,2021-09-22 04:00:00,52189000.0,53729000.0,50059000.0,52890000.0,520424757805.93414,10024.78188122,150129275.4690263
175,2021-09-23 04:00:00,52899000.0,54656000.0,52571000.0,54174000.0,448921989592.2423,8369.61650082,113928907.44351819
176,2021-09-24 04:00:00,54150000.0,54534000.0,50900000.0,51769000.0,601586227803.2817,11414.97699708,126546633.84005067
177,2021-09-25 04:00:00,51756000.0,52611000.0,51056000.0,52089000.0,244012571824.26163,4703.11507709,155822347.6388684
178,2021-09-26 04:00:00,52050000.0,53607000.0,50803000.0,52810000.0,292614311238.9592,5603.66453445,139767923.94274256
179,2021-09-27 04:00:00,52846000.0,53800000.0,52300000.0,52635000.0,259596685384.73868,4895.32939983,135990412.4848306
180,2021-09-28 04:00:00,52594000.0,52955000.0,50700000.0,51149000.0,321160438637.68286,6240.87061622,131268523.16244063
181,2021-09-29 04:00:00,51149000.0,51799000.0,49924000.0,50580000.0,276927023070.1931,5430.08173182,146378568.99408844
182,2021-09-30 04:00:00,50581000.0,53637000.0,50300000.0,53551000.0,348568809913.4006,6650.41547712,143545435.4006545
183,2021-10-01 04:00:00,53551000.0,58108000.0,52754000.0,57652000.0,493466705902.6551,8828.65355587,122769122.38213871
184,2021-10-02 04:00:00,57654000.0,58999000.0,57652000.0,58157000.0,315456733923.8065,5412.44629471,161488614.82573634
185,2021-10-03 04:00:00,58169000.0,59390000.0,57250000.0,59082000.0,259211778527.62375,4443.5529783,132212901.02691859
186,2021-10-04 04:00:00,59100000.0,59930000.0,57346000.0,59670000.0,359013486774.31573,6156.55210262,177543038.52186212
187,2021-10-05 04:00:00,59671000.0,61307000.0,59253000.0,60960000.0,592173894534.5236,9819.98802492,141656679.6716985
188,2021-10-06 04:00:00,60961000.0,66977000.0,60875000.0,65790000.0,793948971501.546,12501.15521389,147411968.39584854
189,2021-10-07 04:00:00,65801000.0,67636000.0,65265000.0,65804000.0,674593878805.8403,10163.33501381,162177735.83152118
190,2021-10-08 04:00:00,65811000.0,68200000.0,65151000.0,66519000.0,568008064445.1747,8543.66758427,129544410.9385932
191,2021-10-09 04:00:00,66555000.0,67731000.0,65659000.0,66926000.0,354869857667.0198,5305.15088993,139433297.2697835
192,2021-10-10 04:00:00,66996000.0,68280000.0,66350000.0,67899000.0,320123702368.2775,4747.32445688,118666635.97428384
193,2021-10-11 04:00:00,67899000.0,71102000.0,67511000.0,70932000.0,652970523155.292,9395.3915086,148333294.9678548
194,2021-10-12 04:00:00,70932000.0,71600000.0,68717000.0,68727000.0,600771257780.2341,8534.6805169,157233292.66592607
195,2021-10-13 04:00:00,68727000.0,70288000.0,66865000.0,69957000.0,637287964188.9603,9303.89598677,144377740.43537864
196,2021-10-14 04:00:00,69957000.0,71470000.0,69400000.0,70479000.0,473787650566.81793,6739.69242677,132511076.83795026
197,2021-10-15 04:00:00,70479000.0,75932000.0,69420000.0,75388000.0,1022173157692.982,14071.49209205,167122178.99711636
198,2021-10-16 04:00:00,75446000.0,76721000.0,73950000.0,74894000.0,720167439890.4244,9554.19973893,135477742.7373074
199,2021-10-17 04:00:00,74894000.0,75329000.0,74150000.0,75103000.0,309881162790.4109,4140.02030616,139433297.2697835
200,2021-10-18 04:00:00,75116000.0,77276000.0,74008000.0,76577000.0,689022276732.7305,9076.83360531,131522188.20483124
201,2021-10-19 04:00:00,76577000.0,77890000.0,75650000.0,77810000.0,570932207744.4503,7452.50391747,158222181.29904512
202,2021-10-20 04:00:00,77848000.0,81750000.0,77765000.0,80851000.0,1200473814453.3318,15116.32014104,146534419.32302314
203,2021-10-21 04:00:00,80921000.0,80921000.0,76938000.0,77059000.0,1235856411869.5923,15613.97393189,154737198.72913387
204,2021-10-22 04:00:00,77059000.0,77754000.0,74123000.0,74470000.0,954042307089.651,12476.83075968,148747371.68155453
205,2021-10-23 04:00:00,74456000.0,75580000.0,73247000.0,75178000.0,581060628035.3021,7776.15252999,147749067.17362463
206,2021-10-24 04:00:00,75178000.0,75305000.0,73635000.0,74211000.0,428992130585.91626,5764.02671616,157732112.25292358
207,2021-10-25 04:00:00,74211000.0,77024000.0,74170000.0,76474000.0,538835338257.9628,7104.36342539,144754153.64983496
208,2021-10-26 04:00:00,76474000.0,76577000.0,75000000.0,75001000.0,487432143101.691,6442.69113989,152740589.71327412
209,2021-10-27 04:00:00,75001000.0,75021000.0,70180000.0,72045000.0,1170107137333.698,16064.8825366,181691420.4432411
210,2021-10-28 04:00:00,72097000.0,74419000.0,71028000.0,72680000.0,604883592682.4431,8321.2850501,149745676.18948442
211,2021-10-29 04:00:00,72675000.0,75405000.0,72155000.0,74400000.0,576673640666.3007,7813.44405959,156733807.7449937
212,2021-10-30 04:00:00,74400000.0,75064000.0,73000000.0,73436000.0,400030488116.72754,5410.43529106,152740589.71327412
213,2021-10-31 04:00:00,73436000.0,74502000.0,71551000.0,71912000.0,585335039736.7827,8021.90035187,170710070.85601225
214,2021-11-01 04:00:00,71912000.0,73928000.0,71003000.0,72146000.0,456363948812.1152,6272.53615456,154737198.72913387
215,2021-11-02 04:00:00,72146000.0,75590000.0,71978000.0,74345000.0,548594578142.6522,7449.51714926,140175299.14944655
216,2021-11-03 04:00:00,74345000.0,74682000.0,72500000.0,74450000.0,560086566296.8365,7588.77051219,159350397.00608382
217,2021-11-04 04:00:00,74450000.0,75141000.0,73480000.0,73917000.0,482103659810.9472,6497.6096758799995,170117315.72271112
218,2021-11-05 04:00:00,73917000.0,75000000.0,73490000.0,74013000.0,417148117140.9896,5609.72143167,173347391.33769932
219,2021-11-06 04:00:00,74079000.0,74493000.0,73800000.0,74219000.0,282305059839.82666,3806.14554493,153966937.6477702
220,2021-11-07 04:00:00,74277000.0,75916000.0,74198000.0,75702000.0,300137274421.87213,3989.55424018,166887240.1077229
221,2021-11-08 04:00:00,75702000.0,80441000.0,75421000.0,79615000.0,681670653942.095,8625.16685747,165810548.2360602
222,2021-11-09 04:00:00,79613000.0,82700000.0,79515000.0,80138000.0,772284979599.7666,9497.96116934,164733856.36439747
223,2021-11-10 04:00:00,80138000.0,82520000.0,79313000.0,81313000.0,781656981949.4143,9672.8497844,145353402.67446837
