,day_starting_at_4am,open,high,low,close,volume_krw,volume_market
0,2019-12-31 04:00:00,8342000.0,8390000.0,8260000.0,8278000.0,2866827678.30802,344.84960279
1,2020-01-01 04:00:00,8278000.0,8387000.0,8269000.0,8342000.0,8275045072.102241,993.68453944
2,2020-01-02 04:00:00,8340000.0,8341000.0,8030000.0,8085000.0,14952435846.47353,1822.11108998
3,2020-01-03 04:00:00,8085000.0,8525000.0,7910000.0,8485000.0,49028403984.55619,5904.06341037
4,2020-01-04 04:00:00,8486000.0,8520000.0,8382000.0,8429000.0,17786794478.06743,2105.75805668
5,2020-01-05 04:00:00,8428000.0,8645000.0,8405000.0,8570000.0,22204862884.31351,2592.11705679
6,2020-01-06 04:00:00,8558000.0,8750000.0,8436000.0,8645000.0,39839362290.63526,4612.01816339
7,2020-01-07 04:00:00,8645000.0,9285000.0,8637000.0,9182000.0,74575969273.43727,8280.32273081
8,2020-01-08 04:00:00,9184000.0,9736000.0,9062000.0,9163000.0,123089355942.77283,12998.0374689
9,2020-01-09 04:00:00,9163000.0,9210000.0,8901000.0,8931000.0,55736203493.97198,6167.0998310899995
10,2020-01-10 04:00:00,8931000.0,9250000.0,8750000.0,9120000.0,63387053049.58787,7046.78320753
11,2020-01-11 04:00:00,9120000.0,9350000.0,9053000.0,9164000.0,40277477818.45162,4388.35682267
12,2020-01-12 04:00:00,9164000.0,9254000.0,9014000.0,9184000.0,25346310880.1394,2769.38491837
13,2020-01-13 04:00:00,9175000.0,9227000.0,9101000.0,9158000.0,18297471424.7173,1995.98124936
14,2020-01-14 04:00:00,9158000.0,9753000.0,9153000.0,9591000.0,94263733056.97485,9915.31248286
15,2020-01-15 04:00:00,9591000.0,9917000.0,9498000.0,9687000.0,91489691638.79364,9412.490089500001
16,2020-01-16 04:00:00,9699000.0,9855000.0,9561000.0,9771000.0,42363717221.28576,4359.37648232
17,2020-01-17 04:00:00,9778000.0,10216000.0,9719000.0,9991000.0,80393304820.89467,8024.89990957
18,2020-01-18 04:00:00,9999000.0,10167000.0,9900000.0,10068000.0,41522623714.61466,4135.93895039
19,2020-01-19 04:00:00,10068000.0,10484000.0,9734000.0,9870000.0,82209355113.1289,8151.52625957
20,2020-01-20 04:00:00,9870000.0,10008000.0,9768000.0,9852000.0,35426628697.18367,3585.0870524
21,2020-01-21 04:00:00,9852000.0,9946000.0,9830000.0,9855000.0,24634372666.21328,2495.00985254
22,2020-01-22 04:00:00,9861000.0,10091000.0,9800000.0,9904000.0,36360361398.64238,3651.94870724
23,2020-01-23 04:00:00,9904000.0,9936000.0,9623000.0,9700000.0,33509003558.55254,3429.56058432
24,2020-01-24 04:00:00,9700000.0,9878000.0,9631000.0,9865000.0,29789257343.45239,3057.13123315
25,2020-01-25 04:00:00,9855000.0,9885000.0,9669000.0,9722000.0,14792950382.0594,1520.09687781
26,2020-01-26 04:00:00,9722000.0,9971000.0,9700000.0,9945000.0,19324330100.82737,1965.81183992
27,2020-01-27 04:00:00,9945000.0,10109000.0,9914000.0,10109000.0,36942712000.2626,3686.35635156
28,2020-01-28 04:00:00,10110000.0,10430000.0,10073000.0,10295000.0,72365653472.42107,7032.4381975999995
29,2020-01-29 04:00:00,10295000.0,10770000.0,10277000.0,10683000.0,61434736144.143814,5804.91438923
30,2020-01-30 04:00:00,10688000.0,10780000.0,10520000.0,10689000.0,50052745710.28187,4702.39658507
31,2020-01-31 04:00:00,10699000.0,10882000.0,10642000.0,10735000.0,44487822093.21828,4137.78577236
32,2020-02-01 04:00:00,10729000.0,10918000.0,10723000.0,10799000.0,34159447509.58744,3151.81963998
33,2020-02-02 04:00:00,10799000.0,10887000.0,10680000.0,10864000.0,33719092545.64658,3121.80681895
34,2020-02-03 04:00:00,10864000.0,10975000.0,10715000.0,10786000.0,39744046690.75459,3669.61346025
35,2020-02-04 04:00:00,10786000.0,10797000.0,10504000.0,10630000.0,46816232611.126274,4392.22379813
36,2020-02-05 04:00:00,10630000.0,11070000.0,10589000.0,11013000.0,55304194903.33617,5112.64605438
37,2020-02-06 04:00:00,11013000.0,11410000.0,10905000.0,11256000.0,68034809041.45337,6087.34040041
38,2020-02-07 04:00:00,11259000.0,11610000.0,11208000.0,11437000.0,48661156485.53946,4258.37682441
39,2020-02-08 04:00:00,11437000.0,11583000.0,11257000.0,11502000.0,48465270382.03672,4248.91267007
40,2020-02-09 04:00:00,11502000.0,11863000.0,11501000.0,11724000.0,58843233865.35031,5023.30414286
41,2020-02-10 04:00:00,11718000.0,11864000.0,11392000.0,11480000.0,59614290388.77143,5131.64978574
42,2020-02-11 04:00:00,11480000.0,11950000.0,11269000.0,11803000.0,67728726014.34128,5854.18702669
43,2020-02-12 04:00:00,11803000.0,11956000.0,11749000.0,11806000.0,76109614127.34056,6431.82557798
44,2020-02-13 04:00:00,11806000.0,12044000.0,11580000.0,11763000.0,112934746656.76004,9559.38814734
45,2020-02-14 04:00:00,11774000.0,11888000.0,11717000.0,11875000.0,51636832534.12108,4371.47808869
46,2020-02-15 04:00:00,11875000.0,11899000.0,11400000.0,11580000.0,56913802014.58604,4845.04810008
47,2020-02-16 04:00:00,11580000.0,11766000.0,11320000.0,11452000.0,58530274211.9502,5080.83599359
48,2020-02-17 04:00:00,11452000.0,11727000.0,11136000.0,11355000.0,69990818108.83305,6138.34784667
49,2020-02-18 04:00:00,11343000.0,11699000.0,11308000.0,11645000.0,54640420428.72504,4761.56897791
50,2020-02-19 04:00:00,11646000.0,11973000.0,11632000.0,11911000.0,54252712432.49422,4583.06573689
51,2020-02-20 04:00:00,11913000.0,11957000.0,11350000.0,11463000.0,94384342385.13097,8213.96821361
52,2020-02-21 04:00:00,11460000.0,11620000.0,11420000.0,11563000.0,50095706105.97235,4337.91081402
53,2020-02-22 04:00:00,11563000.0,11578000.0,11395000.0,11504000.0,23807663690.81216,2074.18729889
54,2020-02-23 04:00:00,11502000.0,11831000.0,11482000.0,11709000.0,35739380321.748474,3061.55280032
55,2020-02-24 04:00:00,11709000.0,11840000.0,11555000.0,11594000.0,37574841410.7916,3218.08381052
56,2020-02-25 04:00:00,11594000.0,11656000.0,11306000.0,11386000.0,42389312015.7431,3693.46550287
