,day_starting_at_4am,open,high,low,close,volume_krw,volume_market,price_pct_change,volume__pct_change,ma_5,ma_50,mmt_120_score,rsi
0,2021-03-31 04:00:00,70913000.0,72000000.0,70838000.0,71672000.0,80723768628.92195,1128.28906104,,,,,,
1,2021-04-01 04:00:00,71619000.0,73117000.0,70670000.0,72997000.0,663580447896.7129,9202.72444219,0.01848699631655326,7.220384889946322,,,,100.0
2,2021-04-02 04:00:00,72997000.0,74400000.0,71841000.0,73791000.0,651482782496.281,8859.98231232,0.01087715933531519,-0.018230894895677974,,,,100.0
3,2021-04-03 04:00:00,73790000.0,75703000.0,73100000.0,74815000.0,567862273364.973,7604.54511004,0.013877031074250201,-0.12835413517898353,,,,100.0
4,2021-04-04 04:00:00,74815000.0,75100000.0,71570000.0,73090000.0,616040448077.902,8423.98465,-0.023056873621599916,0.08484130214786112,73273000.0,,,64.5645028759244
5,2021-04-05 04:00:00,73090000.0,77800000.0,72821000.0,77274000.0,910360581978.4908,12063.60823028,0.057244493090710113,0.47776105419521153,74393400.0,,,80.94343791427309
6,2021-04-06 04:00:00,77275000.0,79500000.0,76210000.0,76883000.0,917260604458.8368,11760.72273196,-0.005059916660196229,0.0075794389793877315,75170600.0,,,77.59186699142222
7,2021-04-07 04:00:00,76883000.0,79422000.0,68500000.0,72413000.0,1392639249081.6587,18732.96276122,-0.05814029109165875,0.5182590883245057,74895000.0,,,52.662977071803354
8,2021-04-08 04:00:00,72413000.0,74866000.0,70432000.0,74667000.0,698123615538.7758,9594.12352294,0.031127007581511545,-0.49870462433172413,74865400.0,,,59.262695614523416
9,2021-04-09 04:00:00,74667000.0,76435000.0,73369000.0,75974000.0,707609837875.9679,9422.55598551,0.017504386141133255,0.013588169954501739,75442200.0,,,62.309717294265766
10,2021-04-10 04:00:00,75974000.0,79600000.0,75350000.0,78341000.0,717728878064.5874,9189.64307528,0.031155395266801778,0.014300310209074851,75655600.0,,,66.80610856307646
11,2021-04-11 04:00:00,78340000.0,79389000.0,76500000.0,78373000.0,589538202021.8191,7536.60044525,0.0004084706603184607,-0.17860598891944346,75953600.0,,,66.85955819453531
12,2021-04-12 04:00:00,78408000.0,79006000.0,77500000.0,78210000.0,505478304577.5551,6449.87849311,-0.002079797889579349,-0.14258600571766322,77113000.0,,,66.31563186264724
13,2021-04-13 04:00:00,78129000.0,81987000.0,78000000.0,80910000.0,852713886562.731,10651.13392162,0.034522439585730647,0.6869445806885264,78361600.0,,,70.31579873328641
14,2021-04-14 04:00:00,80910000.0,81994000.0,79381000.0,79802000.0,857623868673.751,10584.24734607,-0.013694228154739863,0.0057580651475162,79127200.0,,,67.04831404126824
15,2021-04-15 04:00:00,79700000.0,81000000.0,78576000.0,78747000.0,588142100425.3418,7386.09330014,-0.013220220044610431,-0.3142190627986391,79208400.0,,,62.19563926359549
16,2021-04-16 04:00:00,78748000.0,81200000.0,77530000.0,78503000.0,813519991861.9263,10258.27306557,-0.0030985307376788507,0.38320312603636464,79234400.0,,,60.23280055594163
17,2021-04-17 04:00:00,78498000.0,79950000.0,77500000.0,77602000.0,528353032243.74115,6716.86598519,-0.011477268384647688,-0.3505346672126832,79112800.0,,,56.084887122833074
18,2021-04-18 04:00:00,77601000.0,78365000.0,70924000.0,73050000.0,1114183010707.0745,14958.97862455,-0.05865828200304113,1.1087851166018798,77540800.0,,,49.922263681592035
19,2021-04-19 04:00:00,73050000.0,76829000.0,71450000.0,72599000.0,876795613836.1392,11860.55298832,-0.006173853524982897,-0.2130596092290855,76100200.0,,,39.37258467833598
20,2021-04-20 04:00:00,72598000.0,73790000.0,66001000.0,70257000.0,1091496131364.6832,15782.2232419,-0.0322593975123624,0.2448695159287928,74402200.0,,,36.16470391714691
21,2021-04-21 04:00:00,70206000.0,72060000.0,68160000.0,69279000.0,608705562014.3713,8714.41816804,-0.013920321106793643,-0.44232000048106923,72557400.0,,,42.338906815292844
22,2021-04-22 04:00:00,69279000.0,69620000.0,63417000.0,64262000.0,1014288345330.0457,15313.21144286,-0.07241732703993997,0.6663037248641053,69889400.0,,,27.5918507989835
23,2021-04-23 04:00:00,64237000.0,64583000.0,54964000.0,58425000.0,1551630791076.6543,26373.5004598,-0.09083128442936728,0.5297728680612606,66964400.0,,,18.37676145168848
24,2021-04-24 04:00:00,58371000.0,61255000.0,58245000.0,61199000.0,592097959751.8749,9924.71188896,0.04747967479674786,-0.6184028035812394,64684400.0,,,19.55672373375009
25,2021-04-25 04:00:00,61199000.0,62519000.0,60010000.0,60566000.0,474941278668.23016,7774.78462551,-0.010343306263174257,-0.19786705756044232,62746200.0,,,19.036689271431058
26,2021-04-26 04:00:00,60568000.0,63993000.0,57327000.0,62908000.0,705898890504.4453,11439.62768913,0.038668559918105805,0.4862866678673141,61472000.0,,,25.266696838430207
27,2021-04-27 04:00:00,63060000.0,64888000.0,62611000.0,64200000.0,555207113007.541,8666.00483948,0.020537928403382644,-0.2134750167821029,61459600.0,,,21.702905913432232
28,2021-04-28 04:00:00,64192000.0,65899000.0,62608000.0,63649000.0,518291858948.08014,8091.819199,-0.008582554517133967,-0.06648915908063935,62504400.0,,,22.120197452449162
29,2021-04-29 04:00:00,63694000.0,65302000.0,63000000.0,63301000.0,557845775560.6237,8733.58800805,-0.005467485742116973,0.07631591337904031,62924800.0,,,22.673554596277683
30,2021-04-30 04:00:00,63302000.0,68000000.0,63023000.0,67146000.0,1174508132152.8828,18077.58295266,0.06074153646861813,1.1054352002083836,64240800.0,,,32.178388726736344
31,2021-05-01 04:00:00,67146000.0,69386000.0,66965000.0,68601000.0,729744783581.24,10635.93456262,0.0216691984630506,-0.3786805185898441,65379400.0,,,36.11685226887127
32,2021-05-02 04:00:00,68602000.0,69297000.0,66803000.0,68020000.0,559253416545.6571,8187.84730595,-0.008469264296438794,-0.23363149812307316,66143400.0,,,41.15868663432469
33,2021-05-03 04:00:00,68020000.0,70999000.0,67795000.0,69597000.0,599973540590.4231,8596.78577036,0.023184357541899514,0.07281157850815134,67333000.0,,,44.92425267144596
34,2021-05-04 04:00:00,69606000.0,70490000.0,66940000.0,68110000.0,879066720906.6669,12732.79995698,-0.021365863471126678,0.4651758143227336,68294800.0,,,46.261796148622764
35,2021-05-05 04:00:00,68030000.0,70007000.0,66500000.0,68230000.0,786068625977.3688,11486.48746497,0.0017618558214653746,-0.1057918502856986,68511600.0,,,48.11730500017948
36,2021-05-06 04:00:00,68246000.0,70853000.0,67899000.0,68396000.0,880700141444.9916,12733.84333153,0.0024329473838486937,0.12038581917699798,68470600.0,,,58.983831710709325
37,2021-05-07 04:00:00,68396000.0,69729000.0,66900000.0,68213000.0,845329114028.6781,12410.44333824,-0.002675595064038805,-0.040162395521226024,68509200.0,,,78.20099112596519
38,2021-05-08 04:00:00,68209000.0,71879000.0,67345000.0,70275000.0,892742926013.3145,12792.62882314,0.03022884200958753,0.056089174260982366,68644800.0,,,77.26835716860954
39,2021-05-09 04:00:00,70275000.0,73129000.0,70066000.0,70508000.0,850588134589.7917,11884.46475736,0.00331554606901463,-0.047219406836155664,69124400.0,,,80.60583671961581
40,2021-05-10 04:00:00,70459000.0,72460000.0,70169000.0,71599000.0,776114627097.1584,10843.39290924,0.015473421455721281,-0.08755530963119917,69798200.0,,,78.98739243546127
41,2021-05-11 04:00:00,71599000.0,72460000.0,67597000.0,68874000.0,1002129058284.322,14336.12832299,-0.03805919077082087,0.2912126937131798,69893800.0,,,64.22917681441791
42,2021-05-12 04:00:00,68874000.0,70499000.0,68404000.0,68503000.0,1075872271957.1304,15470.63578802,-0.005386648082004841,0.07358654363247297,69951800.0,,,64.94090125584832
43,2021-05-13 04:00:00,68503000.0,68972000.0,60200000.0,61815000.0,1797251539663.84,28225.10417114,-0.0976307606966118,0.6705064221001265,68259800.0,,,46.71006021962451
44,2021-05-14 04:00:00,61815000.0,63678000.0,61201000.0,61493000.0,849278403024.5735,13625.23570319,-0.0052090916444228474,-0.5274571286869374,66456800.0,,,35.1712921672525
45,2021-05-15 04:00:00,61446000.0,62118000.0,59510000.0,59902000.0,1003160458978.9023,16483.46221868,-0.025872863577968253,0.18119153319606585,64117400.0,,,27.342813981351256
46,2021-05-16 04:00:00,59902000.0,60721000.0,57000000.0,57000000.0,858373233254.4625,14512.79967977,-0.04844579479817035,-0.14433107328793238,61742600.0,,,24.393530997304595
47,2021-05-17 04:00:00,57018000.0,58000000.0,51381000.0,53684000.0,1659619064187.8992,30344.05019836,-0.058175438596491214,0.9334468968650953,58778800.0,,,15.788794771466655
48,2021-05-18 04:00:00,53674000.0,56366000.0,53001000.0,53250000.0,844281139245.162,15422.04425892,-0.00808434542880565,-0.49128016334381297,57065800.0,,,16.537560799855882
