,day_starting_at_4am,open,high,low,close,volume_krw,volume_market
0,2024-02-17 04:00:00,71991000.0,72350000.0,69595000.0,70881000.0,428235765821.2329,6024.95766946
1,2024-02-18 04:00:00,70881000.0,71980000.0,70669000.0,71196000.0,246041523546.40265,3447.8004951
2,2024-02-19 04:00:00,71196000.0,72412000.0,71100000.0,71950000.0,276621072934.7983,3840.3976597
3,2024-02-20 04:00:00,71964000.0,73100000.0,71010000.0,71621000.0,373881875171.0189,5198.28484443
4,2024-02-21 04:00:00,71621000.0,72465000.0,71100000.0,71505000.0,261438184999.47183,3639.30730951
5,2024-02-22 04:00:00,71505000.0,72455000.0,71355000.0,71845000.0,231729955772.13217,3222.73099159
6,2024-02-23 04:00:00,71842000.0,72194000.0,71157000.0,71308000.0,200729340776.45715,2808.26082852
7,2024-02-24 04:00:00,71308000.0,71467000.0,70542000.0,71067000.0,214111357287.12103,3017.6644450900003
8,2024-02-25 04:00:00,71070000.0,71595000.0,70907000.0,71084000.0,135255199981.3555,1899.76752185
9,2024-02-26 04:00:00,71085000.0,73402000.0,70000000.0,73272000.0,329539505146.24365,4606.53005778
10,2024-02-27 04:00:00,73287000.0,79183000.0,73133000.0,78785000.0,856123463451.8674,11109.94109416
11,2024-02-28 04:00:00,78785000.0,88424000.0,77900000.0,85450000.0,1455113083357.6482,17584.271027799998
12,2024-02-29 04:00:00,85579000.0,90000000.0,83863000.0,85600000.0,1346097751369.595,15415.60839927
13,2024-03-01 04:00:00,85640000.0,88500000.0,85406000.0,87501000.0,597178473090.3934,6861.25463339
14,2024-03-02 04:00:00,87501000.0,88300000.0,86090000.0,86637000.0,510681064053.5329,5873.99141164
15,2024-03-03 04:00:00,86637000.0,87828000.0,85000000.0,87571000.0,503313958730.4383,5828.2778867199995
16,2024-03-04 04:00:00,87571000.0,93990000.0,87123000.0,92859000.0,1034333766341.3424,11431.56188572
17,2024-03-05 04:00:00,92859000.0,97000000.0,91200000.0,91773000.0,1727979342134.7734,18267.93790987
18,2024-03-06 04:00:00,91720000.0,94917000.0,88024000.0,94000000.0,1622945020119.171,17723.52277254
19,2024-03-07 04:00:00,94000000.0,95678000.0,92670000.0,94920000.0,566180645765.9167,6025.76233454
20,2024-03-08 04:00:00,94920000.0,98543000.0,94000000.0,96498000.0,796900305689.4933,8340.26455605
21,2024-03-09 04:00:00,96433000.0,97388000.0,95120000.0,95390000.0,440585067111.5239,4584.50494987
22,2024-03-10 04:00:00,95390000.0,98445000.0,95223000.0,97830000.0,544118169508.77295,5589.91707786
23,2024-03-11 04:00:00,97830000.0,101940000.0,95132000.0,100600000.0,1375692902104.7085,13858.4107861
24,2024-03-12 04:00:00,100503000.0,102350000.0,99000000.0,100770000.0,837611758519.6345,8297.94540032
25,2024-03-13 04:00:00,100785000.0,104865000.0,100001000.0,103967000.0,810379823518.666,7878.34605193
26,2024-03-14 04:00:00,103968000.0,105000000.0,100000000.0,100936000.0,986911114344.0782,9566.03774788
27,2024-03-15 04:00:00,100936000.0,104131000.0,95600000.0,100762000.0,1757199585347.7712,17720.24815725
28,2024-03-16 04:00:00,100787000.0,102407000.0,98100000.0,99643000.0,710921253488.0715,7109.20778181
29,2024-03-17 04:00:00,99643000.0,99891000.0,94300000.0,98810000.0,1144688491922.442,11845.00240687
30,2024-03-18 04:00:00,98810000.0,100299000.0,97623000.0,99185000.0,661805389734.5549,6666.86366497
31,2024-03-19 04:00:00,99058000.0,99925000.0,92027000.0,95366000.0,1234469062062.308,12939.6760824
32,2024-03-20 04:00:00,95366000.0,96008000.0,89845000.0,95938000.0,1124400967709.5183,12103.39805692
33,2024-03-21 04:00:00,95790000.0,100216000.0,95193000.0,95407000.0,987041006667.9712,10061.38276261
34,2024-03-22 04:00:00,95380000.0,96500000.0,92250000.0,93536000.0,675260407186.1802,7143.18081207
35,2024-03-23 04:00:00,93577000.0,95609000.0,92222000.0,94575000.0,359788950702.2412,3837.76121037
36,2024-03-24 04:00:00,94625000.0,95562000.0,93079000.0,95149000.0,315180396081.17804,3342.11256799
37,2024-03-25 04:00:00,95141000.0,100096000.0,94934000.0,99984000.0,685872519908.3969,7034.70305542
38,2024-03-26 04:00:00,99982000.0,100800000.0,98550000.0,99923000.0,622915233899.9485,6237.01155279
39,2024-03-27 04:00:00,99969000.0,101900000.0,98700000.0,99019000.0,685812289848.4176,6853.40623963
40,2024-03-28 04:00:00,99019000.0,101725000.0,99000000.0,100716000.0,541480246743.339,5394.46744318
41,2024-03-29 04:00:00,100662000.0,101297000.0,99210000.0,99415000.0,441806529762.21014,4409.66415724
42,2024-03-30 04:00:00,99562000.0,100317000.0,99360000.0,99953000.0,213463334772.16928,2136.38680475
43,2024-03-31 04:00:00,99953000.0,100850000.0,99860000.0,100319000.0,182545506340.67017,1820.73932448
44,2024-04-01 04:00:00,100319000.0,101133000.0,98658000.0,99627000.0,476701904959.4601,4775.70591194
45,2024-04-02 04:00:00,99640000.0,100352000.0,95000000.0,96336000.0,778908917633.8805,8026.19299714
46,2024-04-03 04:00:00,96336000.0,97300000.0,94682000.0,96385000.0,423682453233.95,4401.01556927
47,2024-04-04 04:00:00,96385000.0,99888000.0,95598000.0,99177000.0,368811938070.1663,3798.23073292
48,2024-04-05 04:00:00,99106000.0,99912000.0,96800000.0,98000000.0,420541714488.0987,4276.22334288
49,2024-04-06 04:00:00,98040000.0,98750000.0,97745000.0,98676000.0,150368780084.0057,1530.98813133
50,2024-04-07 04:00:00,98573000.0,100450000.0,98400000.0,99706000.0,243529146138.96927,2446.49277402
51,2024-04-08 04:00:00,99684000.0,103084000.0,99100000.0,102246000.0,555487933936.135,5476.28005802
52,2024-04-09 04:00:00,102199000.0,102399000.0,98400000.0,99019000.0,478403911123.09265,4762.010643
53,2024-04-10 04:00:00,99018000.0,100270000.0,97614000.0,99378000.0,386791490152.4987,3909.51728716
54,2024-04-11 04:00:00,99378000.0,101750000.0,99365000.0,100558000.0,360539616563.9229,3580.33133137
55,2024-04-12 04:00:00,100507000.0,101426000.0,98985000.0,99811000.0,384822087013.7558,3834.29637796
56,2024-04-13 04:00:00,99811000.0,100569000.0,96366000.0,99917000.0,611659332631.665,6182.57081859
57,2024-04-14 04:00:00,99917000.0,100000000.0,95000000.0,96884000.0,995899735169.9248,10262.67808403
58,2024-04-15 04:00:00,96885000.0,99490000.0,96000000.0,96006000.0,574251651061.2509,5859.80695364
59,2024-04-16 04:00:00,96006000.0,97192000.0,93500000.0,94879000.0,635180456028.1661,6675.58501038
60,2024-04-17 04:00:00,94876000.0,96500000.0,90200000.0,91826000.0,630008792862.3523,6763.33869034
61,2024-04-18 04:00:00,91826000.0,94200000.0,90000000.0,93152000.0,566652439732.7778,6166.77848706
62,2024-04-19 04:00:00,93152000.0,95958000.0,88500000.0,93731000.0,814882464262.3688,8809.73829728
63,2024-04-20 04:00:00,93731000.0,95600000.0,92330000.0,94744000.0,273437129048.5927,2912.20339572
64,2024-04-21 04:00:00,94744000.0,95989000.0,94302000.0,94651000.0,243330206644.83664,2560.3557446
65,2024-04-22 04:00:00,94653000.0,96758000.0,94412000.0,96270000.0,269681465781.52017,2816.42934301
66,2024-04-23 04:00:00,96270000.0,97627000.0,95246000.0,96700000.0,336588938894.3867,3492.59598684
67,2024-04-24 04:00:00,96700000.0,96700000.0,93200000.0,93240000.0,297549771709.1135,3125.04290208
68,2024-04-25 04:00:00,93230000.0,94319000.0,91213000.0,92974000.0,379653140028.197,4096.17395966
69,2024-04-26 04:00:00,92957000.0,94000000.0,91465000.0,92038000.0,208335690810.50836,2253.59796945
70,2024-04-27 04:00:00,92037000.0,92211000.0,90292000.0,91099000.0,221170604138.0064,2430.74447248
71,2024-04-28 04:00:00,91046000.0,92630000.0,90839000.0,91440000.0,149702752015.42288,1635.52454251
72,2024-04-29 04:00:00,91385000.0,91442000.0,88500000.0,89991000.0,392603216646.0583,4384.90471375
73,2024-04-30 04:00:00,89976000.0,92540000.0,86486000.0,86778000.0,591656159419.5587,6651.65852957
74,2024-05-01 04:00:00,86887000.0,87980000.0,80005000.0,83896000.0,1226138493683.5532,14748.87901506
75,2024-05-02 04:00:00,83895000.0,84486000.0,80601000.0,83832000.0,550725059278.8035,6683.59321445
76,2024-05-03 04:00:00,83749000.0,88089000.0,82807000.0,87276000.0,592507228835.8297,6946.09463505
77,2024-05-04 04:00:00,87226000.0,91123000.0,87000000.0,90219000.0,508449057261.3403,5687.86835193
78,2024-05-05 04:00:00,90219000.0,90759000.0,88331000.0,90054000.0,233195725525.81604,2598.55885656
79,2024-05-06 04:00:00,90054000.0,91681000.0,88500000.0,89250000.0,346250297407.7857,3840.66354423
80,2024-05-07 04:00:00,89264000.0,90157000.0,88365000.0,88939000.0,219959147411.38843,2462.6516871
81,2024-05-08 04:00:00,88979000.0,89126000.0,86500000.0,87661000.0,308141068098.95935,3514.0543832099997
82,2024-05-09 04:00:00,87660000.0,87743000.0,85020000.0,86747000.0,306478122083.2493,3560.76241248
