Date,Actual,Predicted
1163,98771000.1012087,86431068.74537468
1164,97536998.55399133,86921655.03048897
1165,98056001.31785871,86555486.70780659
1166,98207999.54366685,86779914.05010223
1167,97658002.38263609,86731339.33794498
1168,94838002.09474565,86326774.38020706
1169,96521001.81913377,84838731.59110546
1170,94772999.9562502,85322197.67546654
1171,93403002.07984449,84433211.66551113
1172,93797997.56693842,83544750.14567375
1173,94305001.38235094,83551434.9206686
1174,94080000.06973745,83690983.92820358
1175,91365001.71387197,83187354.66241837
1176,91643001.26850607,82223445.73390484
1177,91964998.61681463,81998053.52771282
1178,90559998.4470606,81997301.42867565
1179,90914999.088645,81144945.61064243
1180,90673001.32739545,81395899.28805828
1181,85301000.35786629,81285934.491992
1182,87670998.02052975,77368923.5380888
1183,86240000.95379353,79381862.1828556
1184,87198001.94644928,78091819.36132908
1185,85719998.68988991,78240418.29741001
1186,85883001.31213665,77605681.34617805
1187,86580998.6988306,77818441.2573576
1188,89326001.8478632,78373188.5175705
1189,87568000.03659725,80027356.12952709
1190,85400999.84169006,79795274.20032024
1191,83190001.8531084,78371882.24029541
1192,80628001.22308731,76350818.94671917
1193,82318002.39574909,73711772.69756794
1194,81286998.316288,75083868.53444576
1195,79999998.52705002,74309533.09547901
1196,81810998.58033657,73196767.93384552
1197,81758999.8383522,74894547.39391804
1198,81737000.94151497,75073982.39052296
1199,82052001.78956985,75336880.58817387
1200,82389001.53446198,75568947.67332077
1201,84308002.0198822,75814869.21441555
1202,89089001.58679485,76965610.42940617
1203,90559998.4470606,79908390.88511467
1204,90303997.78926373,81171313.60912323
1205,89429999.33183193,81980379.20033932
1206,93278999.75109102,81958063.63022327
1207,94429998.26312067,83578703.45878601
1208,93816997.96366693,84437021.6408968
1209,94249999.19223787,84310748.17097187
1210,92519998.22604658,84417556.13029003
1211,92000000.91016294,83720756.16443157
1212,90743000.9660721,83108112.1224165
1213,94348999.1760254,81940804.9365282
1214,95941999.36497213,83229140.69116116
1215,95199999.23658372,84160704.41305637
1216,94384001.46937372,84048572.38423824
1217,92196001.87766553,83906282.17363358
1218,92985997.79987337,83037894.77086067
1219,88778998.23892117,83016306.55968189
1220,88709998.10028076,80438318.87710094
1221,85160001.58047676,80198621.94514275
1222,83292000.33700466,77564216.93873405
1223,76348998.07536602,75846521.69823647
1224,80687001.41334534,67961856.8059206
1225,78410001.786232,72833316.07413292
1226,83332000.13053417,71600853.36112976
1227,84888998.52609634,75037376.93870068
1228,85649999.05121326,77026985.66925526
1229,84657000.71322918,78561821.88332081
1230,82222000.91207027,78422832.00204372
1231,84781997.59399891,76590382.28213787
1232,82731998.27957153,78345202.51655579
1233,81436997.54202366,76769436.28120422
1234,82912002.29847431,75733053.70402336
1235,82766001.0728836,76067940.64438343
1236,82930997.74718285,76136441.03300571
