,index,day_starting_at_4am,open,high,low,close,volume_krw,volume_market,price_change,gain,loss,avg_gain,avg_loss,rs,rsi,signal,position,highest_price,exit_price,strategy_returns,strategy_returns2,cumulative_returns,cumulative_returns2,benchmark_returns
0,0,2024-09-30 04:00:00,83902000.0,84170000.0,83315000.0,83590000.0,16183933786.37823,193.21307273,,0.0,0.0,0.0,0.0,,,0,0,,,,,,,
1,1,2024-10-01 04:00:00,83639000.0,84884000.0,82001000.0,82855000.0,254120065907.8853,3043.76431365,-263000.0,0.0,263000.0,0.0,131500.0,0.0,0.0,0,0,,,-0.0,-0.0,1.0,1.0,0.9968653905747181
2,2,2024-10-02 04:00:00,82855000.0,83300000.0,80844000.0,81662000.0,288255823781.80066,3522.31537034,-784000.0,0.0,784000.0,0.0,349000.0,0.0,0.0,0,0,,,-0.0,-0.0,1.0,1.0,0.9875211556339539
3,3,2024-10-03 04:00:00,81682000.0,82700000.0,80940000.0,82229000.0,185441426906.89252,2263.36014195,-1173000.0,0.0,1173000.0,0.0,555000.0,0.0,0.0,0,0,,,-0.0,-0.0,1.0,1.0,0.9735405592238564
4,4,2024-10-04 04:00:00,82228000.0,84300000.0,82038000.0,84130000.0,177141363692.2248,2134.25473869,546000.0,546000.0,0.0,109200.0,444000.0,0.24594594594594596,19.739696312364416,0,0,,,0.0,0.0,1.0,1.0,0.9800481514147459
5,5,2024-10-05 04:00:00,84154000.0,84300000.0,83522000.0,83758000.0,76936866225.7555,916.31237098,1926000.0,1926000.0,0.0,412000.0,370000.0,1.1135135135135135,52.68542199488491,1,1,84154000.0,,0.0,0.0,1.0,1.0,1.003003504088103
6,6,2024-10-06 04:00:00,83758000.0,84698000.0,83511000.0,84500000.0,74962497957.88783,892.08503904,-396000.0,0.0,396000.0,353142.85714285716,373714.28571428574,0.944954128440367,48.58490566037736,0,1,84154000.0,,-0.004705658673384461,-0.00669227412513429,0.9952943413266155,0.9933077258748657,0.9982837119496557
7,7,2024-10-07 04:00:00,84500000.0,86301000.0,84103000.0,84607000.0,221336525253.79324,2597.75979608,742000.0,742000.0,0.0,401750.0,327000.0,1.2285932721712538,55.12864493996569,0,1,84154000.0,,0.008858855273526034,0.008858855273526034,1.0041115098509874,1.0021072952604664,1.007127362875736
8,8,2024-10-08 04:00:00,84600000.0,85335000.0,83848000.0,84244000.0,141719472038.3084,1678.1798636,100000.0,100000.0,0.0,368222.22222222225,290666.6666666667,1.2668195718654434,55.885328836424954,0,1,84500000.0,,0.0011834319526626835,0.0011834319526626835,1.0052998074957815,1.003293221053674,1.008319229577364
9,9,2024-10-09 04:00:00,84268000.0,84550000.0,83023000.0,83042000.0,103422212313.00703,1231.42475938,-332000.0,0.0,332000.0,331400.0,294800.0,1.1241519674355496,52.922389013094865,0,1,84600000.0,,-0.003924349881796685,-0.003924349881796685,1.0013546593150653,0.9993559474202246,1.0043622321279588
10,10,2024-10-10 04:00:00,83025000.0,83150000.0,80635000.0,81292000.0,202895022160.09753,2465.93721637,-1243000.0,0.0,1243000.0,301272.7272727273,381000.0,0.7907420663326176,44.15722851432378,0,1,84600000.0,,-0.014750557744339532,-0.014750557744339532,0.986584119590275,0.9846148898106535,0.9895473290267216
11,11,2024-10-11 04:00:00,81281000.0,84998000.0,81030000.0,84998000.0,170600293757.7844,2056.57748818,-1744000.0,0.0,1744000.0,276166.6666666667,494583.3333333333,0.5583824768323505,35.830900637906794,0,1,84600000.0,,-0.021005721168322777,-0.021005721168322777,0.9658602086650665,0.963932343977112,0.9687611737503278
12,12,2024-10-12 04:00:00,84995000.0,85474000.0,84101000.0,84760000.0,143374956603.80515,1690.69207012,3714000.0,3714000.0,0.0,540615.3846153846,456538.46153846156,1.184161752316765,54.21584509758544,0,1,84600000.0,,0.04569333546585308,0.04569333546585308,1.0099935831927183,1.0079776279368442,1.0130271030487952
13,13,2024-10-13 04:00:00,84760000.0,85181000.0,83890000.0,84580000.0,86987827810.3433,1027.91916272,-235000.0,0.0,235000.0,502000.0,440714.28571428574,1.139059967585089,53.25049249886346,0,1,84995000.0,,-0.002764868521677788,-0.002764868521677788,1.007201083727452,1.0051907023228062,1.0102262162999691
14,14,2024-10-14 04:00:00,84580000.0,88811000.0,84225000.0,88185000.0,362437833384.6284,4169.78180687,-180000.0,0.0,180000.0,502000.0,453571.4285714286,1.106771653543307,52.53401106293914,0,1,84995000.0,,-0.002123643227937677,-0.002123643227937677,1.0050621479668227,1.0030560358950324,1.0080808562370387
15,15,2024-10-15 04:00:00,88185000.0,91531000.0,87510000.0,90449000.0,460870565556.849,5167.8058269,3605000.0,3605000.0,0.0,759500.0,434785.71428571426,1.7468375225891244,63.5944976076555,0,1,84995000.0,,0.0426223693544574,0.0426223693544574,1.0479002780616489,1.0458086607401684,1.0510476508307314
16,16,2024-10-16 04:00:00,90447000.0,91458000.0,89600000.0,90789000.0,122710535126.03508,1353.79466457,2262000.0,2262000.0,0.0,921071.4285714285,378785.71428571426,2.43164246652838,70.85943510275854,0,1,88185000.0,,0.025650620853886696,0.025650620853886696,1.0747795707868906,1.0726343021825255,1.0780076756215589
