,index,day_starting_at_4am,open,high,low,close,volume_krw,volume_market,price_change,gain,loss,avg_gain,avg_loss,rs,rsi,signal,position,highest_price,exit_price,strategy_returns,strategy_returns2,cumulative_returns,cumulative_returns2,benchmark_returns
26,26,2024-09-26 04:00:00,84652000.0,86602000.0,83800000.0,86066000.0,233956849498.89676,2743.46673544,-265000.0,0.0,265000.0,771071.4285714285,266214.28571428574,2.8964314462033802,74.33549097920397,0,1,84917000.0,,-0.0031206943250468022,-0.0031206943250468022,1.1065476268284073,1.1043389489305464,1.0529772492629959
27,27,2024-09-27 04:00:00,86066000.0,87410000.0,85325000.0,87001000.0,227070464825.92975,2622.84464683,1414000.0,1414000.0,0.0,813928.5714285715,266214.28571428574,3.0574188355245506,75.35378918132523,0,1,84917000.0,,0.016703680952605993,0.016703680952605993,1.1250310453458123,1.1227854743970185,1.0705658452850375
28,28,2024-09-28 04:00:00,87001000.0,87250000.0,86003000.0,86259000.0,131856293136.69096,1520.18013846,935000.0,935000.0,0.0,757214.2857142857,266214.28571428574,2.8443788569895356,73.98799553322166,0,1,86066000.0,,0.010863755722352542,0.010863755722352542,1.137253107802512,1.1349831415194733,1.082196211112908
29,29,2024-09-29 04:00:00,86259000.0,86891000.0,86052000.0,86267000.0,86115450214.63458,995.62258214,-742000.0,0.0,742000.0,741928.5714285715,319214.28571428574,2.3242336093085703,69.91787829833063,-1,0,87001000.0,86259000.0,-0.008528637601866618,-0.010511580326662884,1.127553888184468,1.1230526750579832,1.0729665518142129
30,30,2024-09-30 04:00:00,86281000.0,86500000.0,83061000.0,83590000.0,270776560016.96823,3206.69624578,22000.0,22000.0,0.0,717857.1428571428,319214.28571428574,2.248825240545983,69.2196432261175,0,0,,,0.0,0.0,1.127553888184468,1.1230526750579832,1.073240207480751
31,31,2024-10-01 04:00:00,83639000.0,84884000.0,82001000.0,82855000.0,254120065907.8853,3043.76431365,-2642000.0,0.0,2642000.0,717857.1428571428,327642.85714285716,2.1909744931327664,68.66161098585775,0,0,,,-0.0,-0.0,1.127553888184468,1.1230526750579832,1.0403766497083082
32,32,2024-10-02 04:00:00,82855000.0,83300000.0,80844000.0,81662000.0,288255823781.80066,3522.31537034,-784000.0,0.0,784000.0,495285.71428571426,383642.85714285716,1.2910072612176502,56.35107679804957,0,0,,,-0.0,-0.0,1.127553888184468,1.1230526750579832,1.030624556864404
33,33,2024-10-03 04:00:00,81682000.0,82700000.0,80940000.0,82229000.0,185441426906.89252,2263.36014195,-1173000.0,0.0,1173000.0,487428.5714285714,467428.5714285714,1.0427872860635696,51.04727707959306,0,0,,,-0.0,-0.0,1.127553888184468,1.1230526750579832,1.016033734280348
34,34,2024-10-04 04:00:00,82228000.0,84300000.0,82038000.0,84130000.0,177141363692.2248,2134.25473869,546000.0,546000.0,0.0,277785.71428571426,467428.5714285714,0.5942848410757946,37.27595130834851,0,0,,,0.0,0.0,1.127553888184468,1.1230526750579832,1.0228253703680672
35,35,2024-10-05 04:00:00,84154000.0,84300000.0,83522000.0,83758000.0,76936866225.7555,916.31237098,1926000.0,1926000.0,0.0,415357.14285714284,418500.0,0.9924901860385731,49.81154702758266,0,0,,,0.0,0.0,1.127553888184468,1.1230526750579832,1.0467826800840871
36,36,2024-10-06 04:00:00,83758000.0,84698000.0,83511000.0,84500000.0,74962497957.88783,892.08503904,-396000.0,0.0,396000.0,396714.28571428574,446785.71428571426,0.8879296562749801,47.03192480311627,0,0,,,-0.0,-0.0,1.127553888184468,1.1230526750579832,1.0418568780864008
37,37,2024-10-07 04:00:00,84500000.0,86301000.0,84103000.0,84607000.0,221336525253.79324,2597.75979608,742000.0,742000.0,0.0,449714.28571428574,428714.28571428574,1.0489836721092969,51.195316311595384,0,0,,,0.0,0.0,1.127553888184468,1.1230526750579832,1.051086537385096
38,38,2024-10-08 04:00:00,84600000.0,85335000.0,83848000.0,84244000.0,141719472038.3084,1678.1798636,100000.0,100000.0,0.0,411428.5714285714,428714.28571428574,0.9596801066311229,48.971263390579836,0,0,,,0.0,0.0,1.127553888184468,1.1230526750579832,1.052330426778451
39,39,2024-10-09 04:00:00,84268000.0,84550000.0,83023000.0,83042000.0,103422212313.00703,1231.42475938,-332000.0,0.0,332000.0,406071.4285714286,452428.5714285714,0.8975371013577519,47.30010816207671,0,0,,,-0.0,-0.0,1.127553888184468,1.1230526750579832,1.048200713992512
40,40,2024-10-10 04:00:00,83025000.0,83150000.0,80635000.0,81292000.0,202895022160.09753,2465.93721637,-1243000.0,0.0,1243000.0,406071.4285714286,522285.71428571426,0.7774890590809629,43.74086327614065,0,0,,,-0.0,-0.0,1.127553888184468,1.1230526750579832,1.0327391688331076
41,41,2024-10-11 04:00:00,81281000.0,84998000.0,81030000.0,84998000.0,170600293757.7844,2056.57748818,-1744000.0,0.0,1744000.0,305071.4285714286,646857.1428571428,0.47162102473498235,32.047722668267426,0,0,,,-0.0,-0.0,1.127553888184468,1.1230526750579832,1.0110457378129938
42,42,2024-10-12 04:00:00,84995000.0,85474000.0,84101000.0,84760000.0,143374956603.80515,1690.69207012,3714000.0,3714000.0,0.0,503571.4285714286,646857.1428571428,0.7784893992932862,43.7725071401962,0,0,,,0.0,0.0,1.127553888184468,1.1230526750579832,1.0572437898822038
43,43,2024-10-13 04:00:00,84760000.0,85181000.0,83890000.0,84580000.0,86987827810.3433,1027.91916272,-235000.0,0.0,235000.0,503571.4285714286,610642.8571428572,0.8246578547198503,45.19520482082184,0,0,,,-0.0,-0.0,1.127553888184468,1.1230526750579832,1.0543206498078193
44,44,2024-10-14 04:00:00,84580000.0,88811000.0,84225000.0,88185000.0,362437833384.6284,4169.78180687,-180000.0,0.0,180000.0,502000.0,623500.0,0.8051323175621492,44.6023989338072,0,0,,,-0.0,-0.0,1.127553888184468,1.1230526750579832,1.05208164889978
45,45,2024-10-15 04:00:00,88185000.0,91531000.0,87510000.0,90449000.0,460870565556.849,5167.8058269,3605000.0,3605000.0,0.0,759500.0,434785.71428571426,1.7468375225891244,63.5944976076555,0,0,,,0.0,0.0,1.127553888184468,1.1230526750579832,1.096923861530233
46,46,2024-10-16 04:00:00,90447000.0,91458000.0,89600000.0,90628000.0,124696135208.9018,1375.69065511,2262000.0,2262000.0,0.0,921071.4285714285,378785.71428571426,2.43164246652838,70.85943510275854,0,0,,,0.0,0.0,1.127553888184468,1.1230526750579832,1.1250606396079263
