,index,day_starting_at_4am,open,high,low,close,volume_krw,volume_market,price_change,gain,loss,avg_gain,avg_loss,rs,rsi,signal,position,highest_price,exit_price,strategy_returns,strategy_returns2,cumulative_returns,cumulative_returns2,benchmark_returns
14,14,2021-04-14 04:00:00,80910000.0,81994000.0,79381000.0,79802000.0,857623868673.751,10584.24734607,2781000.0,2781000.0,0.0,1204500.0,490428.5714285714,2.4560151471016605,71.06494163260146,0,0,,,0.0,0.0,1.0,1.0,1.140975561603655
15,15,2021-04-15 04:00:00,79700000.0,81000000.0,78576000.0,78747000.0,588142100425.3418,7386.09330014,-1210000.0,0.0,1210000.0,1154071.4285714286,576857.1428571428,2.0006191183754334,66.67354434036233,-1,0,,,-0.0,-0.0,1.0,1.0,1.123912399701042
16,16,2021-04-16 04:00:00,78748000.0,81200000.0,77530000.0,78503000.0,813519991861.9263,10258.27306557,-952000.0,0.0,952000.0,1055642.857142857,644857.1428571428,1.6370181657066902,62.07838030831268,0,0,,,-0.0,-0.0,1.0,1.0,1.1104874987660938
17,17,2021-04-17 04:00:00,78498000.0,79950000.0,77500000.0,77602000.0,528353032243.74115,6716.86598519,-250000.0,0.0,250000.0,999000.0,662714.2857142857,1.5074369476180212,60.11863823933975,0,0,,,-0.0,-0.0,1.0,1.0,1.1069620520920003
18,18,2021-04-18 04:00:00,77601000.0,78365000.0,70924000.0,73050000.0,1114183010707.0745,14958.97862455,-897000.0,0.0,897000.0,925785.7142857143,726785.7142857143,1.2738083538083538,56.02091977869986,0,0,,,-0.0,-0.0,1.0,1.0,1.0943127494253524
19,19,2021-04-19 04:00:00,73050000.0,76829000.0,71450000.0,72599000.0,876795613836.1392,11860.55298832,-4551000.0,0.0,4551000.0,925785.7142857143,928642.8571428572,0.9969233135912622,49.92296433248594,0,0,,,-0.0,-0.0,1.0,1.0,1.0301355181701524
20,20,2021-04-20 04:00:00,72598000.0,73790000.0,66001000.0,70257000.0,1091496131364.6832,15782.2232419,-452000.0,0.0,452000.0,626857.1428571428,960928.5714285715,0.6523452018137218,39.47995861262314,0,0,,,-0.0,-0.0,1.0,1.0,1.023761510583391
21,21,2021-04-21 04:00:00,70206000.0,72060000.0,68160000.0,69279000.0,608705562014.3713,8714.41816804,-2392000.0,0.0,2392000.0,626857.1428571428,1103785.7142857143,0.5679156150909208,36.221057410541086,0,0,,,-0.0,-0.0,1.0,1.0,0.9900300368056634
22,22,2021-04-22 04:00:00,69279000.0,69620000.0,63417000.0,64262000.0,1014288345330.0457,15313.21144286,-927000.0,0.0,927000.0,626857.1428571428,850714.2857142857,0.7368597816960537,42.42482838634825,0,0,,,-0.0,-0.0,1.0,1.0,0.9769576805381243
23,23,2021-04-23 04:00:00,64237000.0,64583000.0,54964000.0,58425000.0,1551630791076.6543,26373.5004598,-5042000.0,0.0,5042000.0,465857.14285714284,1210857.142857143,0.3847333647947144,27.783931157876793,0,0,,,-0.0,-0.0,1.0,1.0,0.9058564720150044
24,24,2021-04-24 04:00:00,58371000.0,61255000.0,58245000.0,61199000.0,592097959751.8749,9924.71188896,-5866000.0,0.0,5866000.0,372500.0,1629857.142857143,0.2285476378297835,18.603074947383433,0,0,,,-0.0,-0.0,1.0,1.0,0.823135391254072
25,25,2021-04-25 04:00:00,61199000.0,62519000.0,60010000.0,60566000.0,474941278668.23016,7774.78462551,2828000.0,2828000.0,0.0,405500.0,1629857.142857143,0.24879481111403276,19.92279347253904,0,0,,,0.0,0.0,1.0,1.0,0.8630152440314189
26,26,2021-04-26 04:00:00,60568000.0,63993000.0,57327000.0,62908000.0,705898890504.4453,11439.62768913,-631000.0,0.0,631000.0,400642.85714285716,1674928.5714285714,0.23919996588340656,19.302773762819186,0,0,,,-0.0,-0.0,1.0,1.0,0.8541170166260067
27,27,2021-04-27 04:00:00,63060000.0,64888000.0,62611000.0,64200000.0,555207113007.541,8666.00483948,2492000.0,2492000.0,0.0,578642.8571428572,1655000.0,0.34963314630988346,25.905791308240865,0,0,,,0.0,0.0,1.0,1.0,0.8892586690733719
28,28,2021-04-28 04:00:00,64192000.0,65899000.0,62608000.0,63649000.0,518291858948.08014,8091.819199,1132000.0,1132000.0,0.0,460857.14285714284,1655000.0,0.2784635304272766,21.78110863547363,0,0,,,0.0,0.0,1.0,1.0,0.9052218916136678
29,29,2021-04-29 04:00:00,63694000.0,65302000.0,63000000.0,63301000.0,557845775560.6237,8733.58800805,-498000.0,0.0,498000.0,460857.14285714284,1604142.857142857,0.28729183364502625,22.31753718436528,0,0,,,-0.0,-0.0,1.0,1.0,0.8981992018388734
30,30,2021-04-30 04:00:00,63302000.0,68000000.0,63023000.0,67146000.0,1174508132152.8828,18077.58295266,-392000.0,0.0,392000.0,460857.14285714284,1564142.857142857,0.2946387797972418,22.758377425044102,0,0,,,-0.0,-0.0,1.0,1.0,0.8926713014538945
31,31,2021-05-01 04:00:00,67146000.0,69386000.0,66965000.0,68601000.0,729744783581.24,10635.93456262,3844000.0,3844000.0,0.0,735428.5714285715,1546285.7142857143,0.475609756097561,32.231404958677686,1,1,67146000.0,,0.0,0.0,1.0,1.0,0.9468785695147578
32,32,2021-05-02 04:00:00,68602000.0,69297000.0,66803000.0,68020000.0,559253416545.6571,8187.84730595,1456000.0,1456000.0,0.0,839428.5714285715,1482214.2857142857,0.5663341525709605,36.1566624619266,0,1,67146000.0,,0.021684091382956572,0.019644801779397758,1.0216840913829566,1.0196448017793978,0.967410770944679
33,33,2021-05-03 04:00:00,68020000.0,70999000.0,67795000.0,69597000.0,599973540590.4231,8596.78577036,-582000.0,0.0,582000.0,839428.5714285715,1198714.2857142857,0.7002741032058158,41.18595359921497,0,1,68602000.0,,-0.008483717675869529,-0.008483717675869529,1.0130164119977363,1.0109944231514334,0.959203531087389
34,34,2021-05-04 04:00:00,69606000.0,70490000.0,66940000.0,68110000.0,879066720906.6669,12732.79995698,1586000.0,1586000.0,0.0,952714.2857142857,1166428.5714285714,0.8167789344764238,44.95752999865175,0,1,68602000.0,,0.023316671567186198,0.023316671567186198,1.036636582968457,1.0345674480723122,0.981568964787839
35,35,2021-05-05 04:00:00,68030000.0,70007000.0,66500000.0,68230000.0,786068625977.3688,11486.48746497,-1576000.0,0.0,1576000.0,952714.2857142857,1108142.857142857,0.859739590047699,46.229030916400944,0,1,69606000.0,,-0.02264172628796368,-0.02264172628796368,1.0131653411967951,1.0111430550866218,0.9593445489543528
36,36,2021-05-06 04:00:00,68246000.0,70853000.0,67899000.0,68396000.0,880700141444.9916,12733.84333153,216000.0,216000.0,0.0,968142.8571428572,1041928.5714285715,0.9291835195722218,48.164599694396074,0,1,69606000.0,,0.003175069822137333,0.003175069822137333,1.0163822118964645,1.0143535048866912,0.9623905348807698
37,37,2021-05-07 04:00:00,68396000.0,69729000.0,66900000.0,68213000.0,845329114028.6781,12410.44333824,150000.0,150000.0,0.0,978857.1428571428,681785.7142857143,1.4357255107386064,58.94447072992387,0,1,69606000.0,,0.0021979310142719033,0.0021979310142719033,1.018616149882346,1.016582983914517,0.9645058028852259
38,38,2021-05-08 04:00:00,68209000.0,71879000.0,67345000.0,70275000.0,892742926013.3145,12792.62882314,-187000.0,0.0,187000.0,978857.1428571428,276142.85714285716,3.544749094671495,77.99658508821855,0,1,69606000.0,,-0.0027340780162582456,-0.0027340780162582456,1.015831173859947,1.0138035667264942,0.9618687687730039
39,39,2021-05-09 04:00:00,70275000.0,73129000.0,70066000.0,70508000.0,850588134589.7917,11884.46475736,2066000.0,2066000.0,0.0,924428.5714285715,276142.85714285716,3.347646145887222,76.9990480723465,0,1,69606000.0,,0.030289258015804288,0.030289258015804288,1.0465999463854883,1.0445109245364157,0.9910030600877133
40,40,2021-05-10 04:00:00,70459000.0,72460000.0,70169000.0,71599000.0,776114627097.1584,10843.39290924,184000.0,184000.0,0.0,937571.4285714285,231071.42857142858,4.0574961360123645,80.22736996516105,0,1,70275000.0,,0.002618285307719681,0.002618285307719681,1.0493402436481696,1.047245752143882,0.9935977888398463
41,41,2021-05-11 04:00:00,71599000.0,72460000.0,67597000.0,68874000.0,1002129058284.322,14336.12832299,1140000.0,1140000.0,0.0,841000.0,231071.42857142858,3.639567233384853,78.44626557398894,0,1,70459000.0,,0.016179622191629273,0.016179622191629273,1.0663181723408692,1.0641897927553587,1.0096738256737132
42,42,2021-05-12 04:00:00,68874000.0,70499000.0,68404000.0,68503000.0,1075872271957.1304,15470.63578802,-2725000.0,0.0,2725000.0,760142.8571428572,425714.28571428574,1.7855704697986576,64.10071075774003,-1,0,71599000.0,68874000.0,-0.03805919077082087,-0.03998307238927923,1.025734965597355,1.0216402152356892,0.9712464569260928
43,43,2021-05-13 04:00:00,68503000.0,68972000.0,60200000.0,61815000.0,1797251539663.84,28225.10417114,-371000.0,0.0,371000.0,760142.8571428572,416642.85714285716,1.8244471112635008,64.5948406676783,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.9660146940617379
44,44,2021-05-14 04:00:00,61815000.0,63678000.0,61201000.0,61493000.0,849278403024.5735,13625.23570319,-6688000.0,0.0,6688000.0,760142.8571428572,866357.1428571428,0.8774012696842279,46.73488208686487,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.8717019446363857
45,45,2021-05-15 04:00:00,61446000.0,62118000.0,59510000.0,59902000.0,1003160458978.9023,16483.46221868,-369000.0,0.0,369000.0,485571.4285714286,892714.2857142857,0.543927028324532,35.230099502487576,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.8664983853454236
46,46,2021-05-16 04:00:00,59902000.0,60721000.0,57000000.0,57000000.0,858373233254.4625,14512.79967977,-1544000.0,0.0,1544000.0,381571.4285714286,1003000.0,0.3804301381569577,27.558811390837803,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.8447252266862214
47,47,2021-05-17 04:00:00,57018000.0,58000000.0,51381000.0,53684000.0,1659619064187.8992,30344.05019836,-2884000.0,0.0,2884000.0,381571.4285714286,1167428.5714285714,0.3268477728830152,24.63340403947248,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.8040556738538776
48,48,2021-05-18 04:00:00,53674000.0,56366000.0,53001000.0,53250000.0,844281139245.162,15422.04425892,-3344000.0,0.0,3344000.0,268285.71428571426,1406285.7142857143,0.19077610727346606,16.02115679918103,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.7568992991412015
49,49,2021-05-19 04:00:00,53260000.0,54139000.0,42595000.0,50359000.0,1875782994366.2263,37679.2482176,-414000.0,0.0,414000.0,268285.71428571426,1323285.7142857143,0.2027420921947533,16.856655596445563,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.7510611594489025
50,50,2021-05-20 04:00:00,50357000.0,53701000.0,48328000.0,50340000.0,1179431002210.4338,23113.38327977,-2903000.0,0.0,2903000.0,252857.14285714287,1530642.857142857,0.1651966960660787,14.17758019944732,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.7101236726693275
51,51,2021-05-21 04:00:00,50341000.0,52726000.0,47430000.0,48125000.0,1004731015077.6334,20097.69551399,-16000.0,0.0,16000.0,242142.85714285713,1531785.7142857143,0.15807880624854279,13.650090597946445,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.7098980440821856
52,52,2021-05-22 04:00:00,48154000.0,49260000.0,43957000.0,47317000.0,936561633739.6984,19959.72623226,-2187000.0,0.0,2187000.0,242142.85714285713,1674642.857142857,0.14459373000639794,12.632755729457799,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.6790574365772146
53,53,2021-05-23 04:00:00,47310000.0,48592000.0,39331000.0,40366000.0,1090005209276.7012,25017.59656969,-844000.0,0.0,844000.0,94571.42857142857,1734928.5714285714,0.05451027213965169,5.1692499902393365,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.6671555286054747
54,54,2021-05-24 04:00:00,40361000.0,47114000.0,40030000.0,45603000.0,970254643657.0116,22124.47363989,-6949000.0,0.0,6949000.0,81428.57142857143,2231285.714285714,0.03649401370126129,3.520909259373653,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.5691622128523687
55,55,2021-05-25 04:00:00,45604000.0,49113000.0,45197000.0,46639000.0,830259053708.7773,17741.84838329,5243000.0,5243000.0,0.0,374500.0,2231285.714285714,0.16784045073308151,14.371864806337541,0,0,,,0.0,0.0,1.025734965597355,1.0216402152356892,0.6430978805014599
56,56,2021-05-26 04:00:00,46647000.0,49081000.0,46171000.0,47132000.0,542922047730.67584,11390.84285771,1043000.0,1043000.0,0.0,449000.0,2036642.857142857,0.22046084242275454,18.063737463720216,0,0,,,0.0,0.0,1.025734965597355,1.0216402152356892,0.6578060440257784
57,57,2021-05-27 04:00:00,47132000.0,48120000.0,45423000.0,47157000.0,497168175503.24457,10599.21499312,485000.0,485000.0,0.0,483642.85714285716,2010142.857142857,0.2406012365858859,19.393922034772146,0,0,,,0.0,0.0,1.025734965597355,1.0216402152356892,0.6646454105735199
58,58,2021-05-28 04:00:00,47166000.0,47450000.0,43009000.0,44086000.0,612422990925.7544,13642.29632059,34000.0,34000.0,0.0,486071.4285714286,1532428.5714285714,0.317190267549175,24.080823808344235,0,0,,,0.0,0.0,1.025734965597355,1.0216402152356892,0.6651248713211967
59,59,2021-05-29 04:00:00,44057000.0,44812000.0,41405000.0,41828000.0,496855718654.20953,11552.64109914,-3109000.0,0.0,3109000.0,486071.4285714286,1728142.857142857,0.2812680829957841,21.952321042614273,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.6212824164821685
60,60,2021-05-30 04:00:00,41828000.0,43781000.0,40580000.0,43362000.0,399252223957.546,9425.8301611,-2229000.0,0.0,2229000.0,486071.4285714286,1777071.4285714286,0.27352385546042846,21.477717459916676,0,0,,,-0.0,-0.0,1.025734965597355,1.0216402152356892,0.58984953393595
61,61,2021-05-31 04:00:00,43335000.0,44235000.0,41304000.0,43480000.0,431048768253.0046,10060.15803347,1507000.0,1507000.0,0.0,593714.2857142857,1571071.4285714286,0.3779040691066151,27.426007193057714,0,0,,,0.0,0.0,1.025734965597355,1.0216402152356892,0.6111009264873862
62,62,2021-06-01 04:00:00,43480000.0,44550000.0,42515000.0,42909000.0,401975224750.9865,9231.61163766,145000.0,145000.0,0.0,604071.4285714285,1332214.2857142857,0.45343413221811163,31.197432492253213,1,1,43480000.0,,0.0,0.0,1.025734965597355,1.0216402152356892,0.6131456855583606
63,63,2021-06-02 04:00:00,42909000.0,44341000.0,42550000.0,44222000.0,324856601698.31744,7493.43296137,-571000.0,0.0,571000.0,604071.4285714285,1343428.5714285714,0.4496490854955338,31.017788373372454,0,1,43480000.0,,-0.013132474701011976,-0.015102270160690545,1.0122645271117046,1.0062111286981736,0.6050935653547308
64,64,2021-06-03 04:00:00,44222000.0,45692000.0,43439000.0,45020000.0,386533659876.0416,8650.02212276,1313000.0,1313000.0,0.0,697857.1428571428,1136071.4285714286,0.6142722414335114,38.05258033106135,0,1,43480000.0,,0.030599641100934605,0.030599641100934605,1.04323945834053,1.037000828108104,0.6236092112870705
65,65,2021-06-04 04:00:00,44999000.0,45554000.0,42210000.0,43241000.0,436348167483.6435,9947.90326409,777000.0,777000.0,0.0,753357.1428571428,1134928.5714285714,0.6637925608911825,39.89635345740657,0,1,44222000.0,,0.017570440052462555,0.017570440052462555,1.0615696347036658,1.0552213889927315,0.6345662995501534
66,66,2021-06-05 04:00:00,43250000.0,43766000.0,41630000.0,42407000.0,275680957779.7701,6444.71281775,-1749000.0,0.0,1749000.0,753357.1428571428,1103642.857142857,0.6826095398356093,40.56850526963613,0,1,44999000.0,,-0.03886753038956425,-0.03886753038956425,1.0203090446661824,1.0142075395883383,0.6099022746181945
67,67,2021-06-06 04:00:00,42407000.0,42615000.0,41468000.0,41871000.0,210019357992.53336,5005.64838786,-843000.0,0.0,843000.0,753357.1428571428,1103571.4285714286,0.6826537216828479,40.5700657768204,0,0,44999000.0,42407000.0,-0.019491329479768837,-0.02145234682080921,1.0004218649054057,0.9924504077008097,0.5980144684331508
68,68,2021-06-07 04:00:00,41871000.0,42458000.0,41310000.0,41382000.0,226949620974.10373,5424.88307781,-536000.0,0.0,536000.0,753357.1428571428,645500.0,1.1670908487329865,53.85518790849673,0,0,,,-0.0,-0.0,1.0004218649054057,0.9924504077008097,0.590455910763894
69,69,2021-06-08 04:00:00,41382000.0,41647000.0,36364000.0,37785000.0,581817862651.1782,15111.5460813,-489000.0,0.0,489000.0,378857.14285714284,680428.5714285715,0.5567919378542935,35.76534052596088,0,0,,,-0.0,-0.0,1.0004218649054057,0.9924504077008097,0.5835601370693669
70,70,2021-06-09 04:00:00,37785000.0,42379000.0,37200000.0,41315000.0,637054170707.4347,15943.6210806,-3597000.0,0.0,3597000.0,304357.14285714284,937357.1428571428,0.3246970967004496,24.511044638748274,0,0,,,-0.0,-0.0,1.0004218649054057,0.9924504077008097,0.532836010322508
71,71,2021-06-10 04:00:00,41325000.0,44620000.0,41081000.0,42812000.0,775844759347.1976,17998.41289933,3540000.0,3540000.0,0.0,522571.4285714286,937357.1428571428,0.5574944753486246,35.79431479035178,1,1,41325000.0,,0.0,0.0,1.0004218649054057,0.9924504077008097,0.5827563352276734
72,72,2021-06-11 04:00:00,42793000.0,43682000.0,42042000.0,43211000.0,680088336106.2133,15821.4206455,1468000.0,1468000.0,0.0,625000.0,937357.1428571428,0.666768269450583,40.00365747725507,0,1,41325000.0,,0.035523290986085865,0.03345637822962666,1.0359601419212832,1.0256542039149952,0.6034577580979511
73,73,2021-06-12 04:00:00,43194000.0,44088000.0,40640000.0,41740000.0,714514565741.2793,16995.78086549,401000.0,401000.0,0.0,653642.8571428572,715285.7142857143,0.9138206510884761,47.748499869553875,0,1,42793000.0,,0.009370691468230774,0.009370691468230774,1.045667804784612,1.0352652930129764,0.6091125745631972
74,74,2021-06-13 04:00:00,41740000.0,43580000.0,40543000.0,43450000.0,375277676720.3897,8995.93054218,-1454000.0,0.0,1454000.0,653642.8571428572,659928.5714285715,0.9904751596493127,49.76073953235454,0,1,43194000.0,,-0.033662082696670814,-0.033662082696670814,1.0104684486667062,1.0004161071065805,0.5886085767066688
75,75,2021-06-14 04:00:00,43466000.0,47401000.0,43120000.0,45962000.0,983923910180.858,21575.3697981,1726000.0,1726000.0,0.0,669285.7142857143,659928.5714285715,1.014179023703864,50.351980224622494,0,1,43194000.0,,0.04135122184954487,0.04135122184954487,1.0522525536594887,1.0417845354934028,0.612948260544611
76,76,2021-06-15 04:00:00,45971000.0,47500000.0,45483000.0,46771000.0,497099574993.3966,10738.63829469,2505000.0,2505000.0,0.0,837857.1428571428,659928.5714285715,1.2696179240177508,55.93972053984453,0,1,43466000.0,,0.057631252013067735,0.057631252013067735,1.1128951857608327,1.1018238826017397,0.648273236219029
77,77,2021-06-16 04:00:00,46771000.0,46884000.0,44887000.0,45558000.0,476220720099.66736,10406.78274299,800000.0,800000.0,0.0,895000.0,619142.8571428572,1.445546838947854,59.10934993867346,0,1,45971000.0,,0.017402275347501606,0.017402275347501606,1.1322620942163517,1.1209981251912284,0.6595546655761285
78,78,2021-06-17 04:00:00,45558000.0,46200000.0,44520000.0,44713000.0,513294967719.64136,11286.03921769,-1213000.0,0.0,1213000.0,801214.2857142857,705785.7142857143,1.1352089869446411,53.16617688880462,0,1,46771000.0,,-0.025934874174167732,-0.025934874174167732,1.102897019270671,1.091925179864916,0.6424491983134264
79,79,2021-06-18 04:00:00,44713000.0,45049000.0,42330000.0,42400000.0,631489342585.862,14342.39278338,-845000.0,0.0,845000.0,745714.2857142857,766142.8571428572,0.9733358195040089,49.32438816970613,0,1,46771000.0,,-0.018547785240791925,-0.018547785240791925,1.0824407222145291,1.0716723861297686,0.63053318855499
80,80,2021-06-19 04:00:00,42400000.0,43000000.0,41364000.0,42034000.0,444495165197.8278,10530.23776709,-2313000.0,0.0,2313000.0,745714.2857142857,806428.5714285715,0.924712134632418,48.044178554993096,0,0,46771000.0,42400000.0,-0.05172992194663739,-0.05362646210274413,1.0264461481425098,1.0142023875284232,0.5979157559262759
81,81,2021-06-20 04:00:00,42073000.0,42662000.0,39785000.0,41220000.0,503457533195.9765,12238.28567789,-327000.0,0.0,327000.0,745714.2857142857,769571.4285714285,0.9689994431037684,49.21278401055907,0,0,,,-0.0,-0.0,1.0264461481425098,1.0142023875284232,0.5933044716765614
82,82,2021-06-21 04:00:00,41218000.0,42342000.0,37900000.0,38890000.0,808593620604.9517,20429.8533378,-855000.0,0.0,855000.0,745714.2857142857,792357.1428571428,0.9411340484990535,48.48372265824549,0,0,,,-0.0,-0.0,1.0264461481425098,1.0142023875284232,0.5812474440511612
83,83,2021-06-22 04:00:00,38890000.0,39068000.0,33900000.0,38089000.0,1186194318749.7046,32274.56705346,-2328000.0,0.0,2328000.0,745714.2857142857,923714.2857142857,0.8072997216207857,44.6688345028239,0,0,,,-0.0,-0.0,1.0264461481425098,1.0142023875284232,0.5484184846220016
84,84,2021-06-23 04:00:00,38089000.0,40099000.0,36726000.0,38772000.0,711804761205.3307,18308.59320256,-801000.0,0.0,801000.0,745714.2857142857,724000.0,1.0299921073401737,50.73872472783826,0,0,,,-0.0,-0.0,1.0264461481425098,1.0142023875284232,0.5371229534782057
85,85,2021-06-24 04:00:00,38772000.0,40705000.0,37770000.0,40320000.0,475744530883.5987,12230.31404193,683000.0,683000.0,0.0,541642.8571428572,724000.0,0.7481254932912391,42.795868841356736,0,0,,,0.0,0.0,1.0264461481425098,1.0142023875284232,0.5467544737918294
86,86,2021-06-25 04:00:00,40372000.0,40956000.0,37083000.0,37545000.0,531644215955.66705,13562.76797557,1600000.0,1600000.0,0.0,551071.4285714285,724000.0,0.7611483820047356,43.21886729034788,0,0,,,0.0,0.0,1.0264461481425098,1.0142023875284232,0.5693173325060285
87,87,2021-06-26 04:00:00,37573000.0,37999000.0,35522000.0,36999000.0,537822063629.44226,14638.98224436,-2799000.0,0.0,2799000.0,522428.5714285714,923928.5714285715,0.5654425976034015,36.120302237147506,0,0,,,-0.0,-0.0,1.0264461481425098,1.0142023875284232,0.5298464315428765
88,88,2021-06-27 04:00:00,36951000.0,39170000.0,36302000.0,38089000.0,414997101185.90967,10878.98789271,-622000.0,0.0,622000.0,522428.5714285714,864500.0,0.6043129802528299,37.66802286656023,0,0,,,-0.0,-0.0,1.0264461481425098,1.0142023875284232,0.5210751202177315
89,89,2021-06-28 04:00:00,38089000.0,40570000.0,37920000.0,39620000.0,540621341255.2557,13598.29700154,1138000.0,1138000.0,0.0,480428.5714285714,864500.0,0.5557299843014128,35.721493440968715,0,0,,,0.0,0.0,1.0264461481425098,1.0142023875284232,0.5371229534782056
90,90,2021-06-29 04:00:00,39620000.0,42100000.0,39591000.0,41877000.0,554627781136.4937,13598.80653726,1531000.0,1531000.0,0.0,410857.14285714284,864500.0,0.47525406923903163,32.21506580789695,0,0,,,0.0,0.0,1.0264461481425098,1.0142023875284232,0.5587127889103548
91,91,2021-06-30 04:00:00,41878000.0,42180000.0,40010000.0,40397000.0,349284746702.9212,8556.74309686,2258000.0,2258000.0,0.0,515000.0,864500.0,0.5957200694042799,37.33236679956506,0,0,,,0.0,0.0,1.0264461481425098,1.0142023875284232,0.5905546232707682
92,92,2021-07-01 04:00:00,40397000.0,40810000.0,38668000.0,39199000.0,387259945285.16187,9758.69218807,-1481000.0,0.0,1481000.0,515000.0,883642.8571428572,0.5828146471586776,36.8214085082478,0,0,,,-0.0,-0.0,1.0264461481425098,1.0142023875284232,0.5696698771734376
93,93,2021-07-02 04:00:00,39199000.0,39834000.0,38288000.0,39000000.0,273384661739.47855,7014.00494448,-1198000.0,0.0,1198000.0,515000.0,908857.1428571428,0.5666457088965734,36.16935888431824,0,0,,,-0.0,-0.0,1.0264461481425098,1.0142023875284232,0.5527759367111811
